county_name,jurisdiction,precinct_id,precinct,name,address
CARTER,CARTER,100017,CARTER COUNTY PRECINCT 100017,ARDMORE VILLAGE,"2401 VILLAGE LANE, ARDMORE, OK 73401"
CARTER,CARTER,100024,CARTER COUNTY PRECINCT 100024,BOY SCOUTS OF AMERICA,"529 W VETERANS BLVD, ARDMORE, OK 73401"
CARTER,CARTER,100032,CARTER COUNTY PRECINCT 100032,JEHOVAH MISSIONARY BAPTIST,"6277 JEHOVAH BAPTIST CHURCH, ARDMORE, OK 73401"
CARTER,CARTER,100033,CARTER COUNTY PRECINCT 100033,SPRINGER COMMUNITY CENTER,"551 MAIN ST., SPRINGER, OK 73458"
CHEROKEE,CHEROKEE,110004,CHEROKEE COUNTY PRECINCT 110004,FIRST UNITED METHODIST CHURCH,"301 W DELAWARE ST, TAHLEQUAH, OK 74464"
CHOCTAW,CHOCTAW,120207,CHOCTAW COUNTY PRECINCT 120207,BLUFF FIRE DEPARTMENT,"4 MILES SOUTH ON HWY 271, 11 MILES WEST, SOPER, OK 74759"
CHOCTAW,CHOCTAW,120209,CHOCTAW COUNTY PRECINCT 120209,GRANT NUTRITION CENTER,"EAST OF OLD POST OFFICE NEXT, DOOR TO GRANT FIRE DEPARTMENT, GRANT, OK 74738"
CHOCTAW,CHOCTAW,120322,CHOCTAW COUNTY PRECINCT 120322,SWINK SCHOOL ,"3 BLKS S HWY 70E IN SWINK, LUNCHROOM NEXT TO OFFICE, SWINK, OK 74761"
CIMARRON,CIMARRON,130005,CIMARRON COUNTY PRECINCT 130005,METHODIST CHURCH(WEST DOOR),"ST.PAULS METHODIST CHURCH, 400 E.MAIN ST., BOISE CITY, OK 73933"
CLEVELAND,CLEVELAND,140002,CLEVELAND COUNTY PRECINCT 140002,ST. JOSEPH'S CATHOLIC CHURCH,"421 EAST ACRES, NORMAN, OK 73071"
CLEVELAND,CLEVELAND,140004,CLEVELAND COUNTY PRECINCT 140004,ST ANDREWS UNITED METHODIST CH,"2727 SW 119TH ST., OKLAHOMA CITY, OK 73170"
CLEVELAND,CLEVELAND,140007,CLEVELAND COUNTY PRECINCT 140007,MID-AMERICA CHRISTIAN UNIV.,"3500 SW 119 ST, OKLAHOMA CITY, OK 73170"
CLEVELAND,CLEVELAND,140014,CLEVELAND COUNTY PRECINCT 140014,ST. THOMAS MORE UNIV. PARISH,"100 E STINSON STREET, NORMAN, OK 73072"
CLEVELAND,CLEVELAND,140037,CLEVELAND COUNTY PRECINCT 140037,FIRST BAPTIST CHURCH OF MOORE,"301 NE 27, MOORE, OK 73160"
CLEVELAND,CLEVELAND,140090,CLEVELAND COUNTY PRECINCT 140090,FIRST BAPTIST CHURCH OF MOORE,"301 NE 27, MOORE, OK 73160"
CLEVELAND,CLEVELAND,140039,CLEVELAND COUNTY PRECINCT 140039,GRACE LIVING CENTER,"201 48TH AVENUE SW, NORMAN, OK 73072"
CLEVELAND,CLEVELAND,140057,CLEVELAND COUNTY PRECINCT 140057,NOBLE PUBLIC LIBRARY,"204 N 5 ST, NOBLE, OK 73068"
CLEVELAND,CLEVELAND,140058,CLEVELAND COUNTY PRECINCT 140058,FIRST BAPTIST CHURCH OF MOORE,"301 NE 27, MOORE, OK 73160"
CLEVELAND,CLEVELAND,140061,CLEVELAND COUNTY PRECINCT 140061,GRACEWAY BAPTIST CHURCH,"1100 SW 104TH ST, OKLAHOMA CITY, OK 73139"
CLEVELAND,CLEVELAND,140065,CLEVELAND COUNTY PRECINCT 140065,PECAN VALLEY BAPTIST CHURCH,"18901 PECAN VALLEY RD, NEWALLA, OK 74857"
CLEVELAND,CLEVELAND,140069,CLEVELAND COUNTY PRECINCT 140069,PENN SOUTH CHURCH OF CHRIST,"2444 SW 89, OKLAHOMA CITY, OK 73189"
CLEVELAND,CLEVELAND,140074,CLEVELAND COUNTY PRECINCT 140074,THE CROSS CHURCH,"3201 60TH AVE. NW, NORMAN, OK 73072"
COMANCHE,COMANCHE,160003,COMANCHE COUNTY PRECINCT 160003,NORTHWEST BAPTIST CHURCH,"1601 NW 52 ST, LAWTON, OK 73505"
COMANCHE,COMANCHE,160007,COMANCHE COUNTY PRECINCT 160007,BLVD CHRISTIAN CHURCH,"5319 W GORE BLVD, LAWTON, OK 73505"
COMANCHE,COMANCHE,160027,COMANCHE COUNTY PRECINCT 160027,GREAT PLAINS COLISEUM ANNEX,"920 SW SHERIDAN RD, LAWTON, OK 73505"
COMANCHE,COMANCHE,160032,COMANCHE COUNTY PRECINCT 160032,PATTERSON CENTER,"#4 NE ARLINGTON, LAWTON, OK 73507"
COMANCHE,COMANCHE,160035,COMANCHE COUNTY PRECINCT 160035,MEERS COMMUNITY CENTER,"1/2 MI NORTH OR MEERS STORE, MEERS, OK 73501"
COMANCHE,COMANCHE,160041,COMANCHE COUNTY PRECINCT 160041,SR CITIZENS ROOM,"900 POST OAK PLAZA, INDIAHOMA, OK 73552"
COMANCHE,COMANCHE,160043,COMANCHE COUNTY PRECINCT 160043,FLOWER MOUND SCHOOL,"2901 SE FLOWER MOUND RD, LAWTON, OK 73501"
COMANCHE,COMANCHE,160049,COMANCHE COUNTY PRECINCT 160049,LETITIA BAPTIST CHURCH,"1 MI S OF HWY 7 ON HWY 65, LAWTON, OK 73501"
COTTON,COTTON,170003,COTTON COUNTY PRECINCT 170003,COTTON COUNTY COURTHOUSE,"301 N. BROADWAY ST., WALTERS, OK 73572"
CRAIG,CRAIG,180622,CRAIG COUNTY PRECINCT 180622,CHURCH OF THE NAZARINE,"350 S SCRAPER ST, VINITA, OK 74301"
CRAIG,CRAIG,180710,CRAIG COUNTY PRECINCT 180710,CRAIG COUNTY BAPTIST CHURCH,"1517 E COUNTRY CLUB DR, VINITA, OK 74301"
CREEK,CREEK,190121,CREEK COUNTY PRECINCT 190121, FOUNDATION CHURCH,"7785 S. HIGHWAY 97, SAPULPA, OK 74066"
CREEK,CREEK,190122,CREEK COUNTY PRECINCT 190122,MT. OLIVE BAPTIST CHURCH,"130 N. GRAY, SAPULPA, OK 74066"
CREEK,CREEK,190131,CREEK COUNTY PRECINCT 190131,WESTSIDE BAPTIST CHURCH,"811 W. TAFT, SAPULPA, OK 74066"
CREEK,CREEK,190231,CREEK COUNTY PRECINCT 190231,1ST UNITED METHODIST CHURCH,"118 N. CHESTNUT, BRISTOW, BRISTOW, OK 74010"
CREEK,CREEK,190413,CREEK COUNTY PRECINCT 190413,ADVENT CHRISTIAN CHURCH,"1700 S. CHESTNUT, BRISTOW, BRISTOW, OK 74010"
CREEK,CREEK,190416,CREEK COUNTY PRECINCT 190416,MOUNDS COMM. CENTER,"15 WEST 14TH ST. MOUNDS, MOUNDS, OK 74047"
CREEK,CREEK,190419,CREEK COUNTY PRECINCT 190419,CANYON ROAD BAPTIST CHURCH,"8550 S 49TH WEST AVE, TULSA, OK 74131"
CUSTER,CUSTER,200005,CUSTER COUNTY PRECINCT 200005,ST. MARY'S CATHOLIC CHURCH ,"1218 KNOX AVENUE, CLINTON, OK 73601"
CUSTER,CUSTER,200022,CUSTER COUNTY PRECINCT 200022,ZION CHURCH,"701 NORTH DANIEL ST, WEATHERFORD, OK 73096"
DELAWARE,DELAWARE,210002,DELAWARE COUNTY PRECINCT 210002,BERNICE SENIOR CITIZENS BLDG,"211 S BROADWAY, BERNICE, OK 74331"
DELAWARE,DELAWARE,210003,DELAWARE COUNTY PRECINCT 210003,MONKEY ISLAND FIRE DEPT,"56298 E 295 RD, MONKEY ISLAND, OK 74331"
DEWEY,DEWEY,220001,DEWEY COUNTY PRECINCT 220001,TALOGA SENIOR CITIZENS CENTER,"111 S. BROADWAY, TALOGA, OK, TALOGA, OK 73667"
GARFIELD,GARFIELD,240202,GARFIELD COUNTY PRECINCT 240202,REDEEMER LUTHERAN CHURCH,"215 S CLEVELAND, ENID, OK 73703"
GARFIELD,GARFIELD,240204,GARFIELD COUNTY PRECINCT 240204,FIRST ASSEMBLY OF GOD CHURCH,"905 N OAKWOOD RD, ENID, OK 73703"
GARFIELD,GARFIELD,240301,GARFIELD COUNTY PRECINCT 240301,CHURCH OF THE COVENANT,"1205 S. CLEVELAND, ENID, OK 73703"
GRADY,GRADY,260016,GRADY COUNTY PRECINCT 260016,BRADLEY COMMUNITY CENTER,"220 S MCKEE, BRADLEY, OK 73011"
GRADY,GRADY,260026,GRADY COUNTY PRECINCT 260026,COX CITY BAPTIST CHURCH,"2443 COX CITY RD, RUSH SPRINGS, OK 73082"
GRANT,GRANT,270023,GRANT COUNTY PRECINCT 270023,POND CREEK SUNSHINE COM CENTER,"104 S. FIRST, POND CREEK, OK 73766"
GREER,GREER,280101,GREER COUNTY PRECINCT 280101,GRACE CHRISTIAN FELLOWSHIP,"128 N PENNSYLVANIA, MANGUM, OK 73554"
HARPER,HARPER,300203,HARPER COUNTY PRECINCT 300203,LAVERNE DELPHIAN LIBRARY,"106 W JANE JAYROE BLVD, LAVERNE, OK 73848"
HASKELL,HASKELL,310011,HASKELL COUNTY PRECINCT 310011,TAMAHA 1ST SOUTHERN BAPTIST ,"201 NE HIGH ST, STIGLER, OK 74462"
HASKELL,HASKELL,310023,HASKELL COUNTY PRECINCT 310023,ENTERPRISE BAPTIST CHURCH,"1/2 MI. S.OF HWY.9 ON HW .71, ENTERPRISE, OK 74561"
HASKELL,HASKELL,310027,HASKELL COUNTY PRECINCT 310027,STIGLER PUBLIC LIBRARY,"410 N.E. 6TH ST, STIGLER, OK 74462"
HUGHES,HUGHES,320011,HUGHES COUNTY PRECINCT 320011,HOLDENVILLE SUPERINTENDENT OFF,"210 GRIMES, HOLDENVILLE, OK 74848"
HUGHES,HUGHES,320012,HUGHES COUNTY PRECINCT 320012,PENTECOSTAL HOLINESS CHURCH,"310 N. ECHO, HOLDENVILLE, OK 74848"
HUGHES,HUGHES,320016,HUGHES COUNTY PRECINCT 320016,YEAGER COMMUNITY BUILDING,"2815 7TH ST, HOLDENVILLE, OK 74848"
HUGHES,HUGHES,320019,HUGHES COUNTY PRECINCT 320019,SPAULDING COMMUNITY BUILDING,"3822 N 369 RD, HOLDENVILLE, OK 74848"
HUGHES,HUGHES,320023,HUGHES COUNTY PRECINCT 320023,LAMAR COMMUNITY CENTER,"3238 WALNUT, LAMAR, OK 74850"
HUGHES,HUGHES,320032,HUGHES COUNTY PRECINCT 320032,STUART CHURCH OF CHRIST,"418 ROOSEVELT AVE, STUART, OK 74570"
HUGHES,HUGHES,320034,HUGHES COUNTY PRECINCT 320034,MARGARET JOHNSON RESIDENCE,"903 E. GILMORE ST., ALLEN, OK 74825"
JOHNSTON,JOHNSTON,350002,JOHNSTON COUNTY PRECINCT 350002,BANCFIRST,"820 E. MAIN ST, TISHOMINGO, OK 73460"
JOHNSTON,JOHNSTON,350007,JOHNSTON COUNTY PRECINCT 350007,BROMIDE CITY HALL,"103 N. MAIN STREET, BROMIDE, OK 74530"
JOHNSTON,JOHNSTON,350010,JOHNSTON COUNTY PRECINCT 350010,BROMIDE CITY HALL,"103 N. MAIN STREET, BROMIDE, OK 74530"
KAY,KAY,360413,KAY COUNTY PRECINCT 360413,PRESBYTERIAN CHURCH,"14TH & GRAND AVE., PONCA CITY, OK 74604"
KINGFISHER,KINGFISHER,370102,KINGFISHER COUNTY PRECINCT 370102,CIMARRON ELECTRIC CO-OP,"19306 HWY 81 NORTH, KINGFISHER, OK 73750"
KIOWA,KIOWA,380005,KIOWA COUNTY PRECINCT 380005,WESTERN TECH-HOBART CAMPUS,"1000 SOUTH BAILEY, HOBART, OK 73651"
KIOWA,KIOWA,380008,KIOWA COUNTY PRECINCT 380008,LONE WOLF SENIOR CITIZEN BLDG,"1101 MAIN STREET, LONE WOLF, OK 73655"
LATIMER,LATIMER,390002,LATIMER COUNTY PRECINCT 390002,SENIOR CITIZENS CENTER,"309 W ADA, WILBURTON, OK 74578"
LATIMER,LATIMER,390012,LATIMER COUNTY PRECINCT 390012,SALONIA COMMUNITY CENTER,"16439 SE 116 RD, RED OAK, OK 74563"
LEFLORE,LEFLORE,400303,LEFLORE COUNTY PRECINCT 400303,MUSE BAPTIST CHURCH,"28128 STATE HIGHWAY 63, MUSE, OK 74949"
LINCOLN,LINCOLN,410005,LINCOLN COUNTY PRECINCT 410005,AGRA SENIOR CITIZENS CENTER,"1 SOUTH MAIN, AGRA, OK 74824"
LINCOLN,LINCOLN,410008,LINCOLN COUNTY PRECINCT 410008,WELLSTON CITY HALL,"211 CEDAR, WELLSTON, OK 74881"
LINCOLN,LINCOLN,410021,LINCOLN COUNTY PRECINCT 410021,PRAGUE HOUSING AUTHORITY BLDG,"600 MITACEK AVE., PRAGUE, OK 74855"
LOGAN,LOGAN,420204,LOGAN COUNTY PRECINCT 420204,GUTHRIE HOUSING AUTHORITY,"1524 EAST PERKINS, GUTHRIE, OK 73044"
LOGAN,LOGAN,420309,LOGAN COUNTY PRECINCT 420309,WESLEY FOUNDATION AT LANGSTON,"777 SAMMY DAVIS JR., LANGSTON, OK 73050"
LOVE,LOVE,430310,LOVE COUNTY PRECINCT 430310,LOVE COUNTY FAIR BUILDING,"500 NW 2 AVE., MARIETTA, OK 73448"
MCCLAIN,MCCLAIN,440011,MCCLAIN COUNTY PRECINCT 440011,DIBBLE FREEWILL BAPTIST CHURCH,"22275 OLD TOWN 1ST ST, DIBBLE, OK 73031"
MCCLAIN,MCCLAIN,440023,MCCLAIN COUNTY PRECINCT 440023,PURCELL EMMANUEL BAPTIST CH,"2705 N 9TH AVE, PURCELL, OK 73080"
MCCURTAIN,MCCURTAIN,450013,MCCURTAIN COUNTY PRECINCT 450013,HAWORTH SENIOR CITIZENS,"3 MAIN STREET, HAWORTH, OK 74740"
MCCURTAIN,MCCURTAIN,450026,MCCURTAIN COUNTY PRECINCT 450026,WATSON VOLUNTEER FIRE DEPT.,"WATSON COMMUNITY, WATSON, OK 74963"
MAJOR,MAJOR,470004,MAJOR COUNTY PRECINCT 470004,CLEO SPRINGS FIRE STATION,"202 E SQUARE ST, E SIDE OF THE TOWN SQUARE, CLEO SPRINGS, OK 73729"
MAJOR,MAJOR,470015,MAJOR COUNTY PRECINCT 470015,AMES CITY HALL,"106 E. CORP. DR., AMES, OK 73718"
MARSHALL,MARSHALL,480102,MARSHALL COUNTY PRECINCT 480102,NUTRITION CENTER,"408 W. OVERTON, BUILDING #2, MADILL, OK 73446"
MARSHALL,MARSHALL,480106,MARSHALL COUNTY PRECINCT 480106,POWELL CHURCH OF CHRIST,"18934 POWELL ROAD, KINGSTON, OK 73439"
MARSHALL,MARSHALL,480304,MARSHALL COUNTY PRECINCT 480304,ENOS VOLUNTEER FIRE DEPT.,"12451 FIREHOUSE RD, KINGSTON, OK 73439"
MAYES,MAYES,490021,MAYES COUNTY PRECINCT 490021,PRYOR FAIRGROUNDS AG BUILDING,"2200 NE 1ST, PRYOR, OK 74361"
MAYES,MAYES,490241,MAYES COUNTY PRECINCT 490241,ST MARK CATHOLIC CHURCH,"1507 S VANN ST, PRYOR, OK 74361"
MURRAY,MURRAY,500007,MURRAY COUNTY PRECINCT 500007,DAVIS SENIOR CITIZENS,"103 S 4TH, DAVIS, OK 73030"
MUSKOGEE,MUSKOGEE,510021,MUSKOGEE COUNTY PRECINCT 510021,BOSTON AVE BAPTIST CHURCH,"201 S 30TH ST, MUSKOGEE, OK 74401"
MUSKOGEE,MUSKOGEE,510052,MUSKOGEE COUNTY PRECINCT 510052,WAINWRIGHT SCHOOL,"100 WALNUT ST, WAINWRIGHT, OK 74468"
MUSKOGEE,MUSKOGEE,510060,MUSKOGEE COUNTY PRECINCT 510060,GREEN VALLEY BAPTIST CHURCH,"19702 S ROSS ROAD, WEBBERS FALLS, OK 74470"
NOBLE,NOBLE,520101,NOBLE COUNTY PRECINCT 520101,PERRY GOLF & COUNTRY CLUB,"2001 N 9TH ST , FROM FIR N ON 9 TO END OF ST, PERRY, OK 73077"
NOBLE,NOBLE,520102,NOBLE COUNTY PRECINCT 520102,PERRY MUNICIPAL AIRPORT ,"15500 COUNTY RD 110, FROM FIR AVE N ON HWY 77, PERRY, OK 73077"
NOBLE,NOBLE,520103,NOBLE COUNTY PRECINCT 520103,BILLINGS COMMUNITY BLDG,"200 W MAIN , EAST SIDE OF BLDG, BILLINGS, OK 74630"
OKFUSKEE,OKFUSKEE,540102,OKFUSKEE COUNTY PRECINCT 540102,BOLEY NEW AGE NUTRITION CENTER,"13 NORTH PECAN STREET, BOLEY, OK 74829"
OKFUSKEE,OKFUSKEE,540313,OKFUSKEE COUNTY PRECINCT 540313,GRAHAM-DUSTIN SCHOOL,"116118 HWY 84, WELEETKA, OK 74880"
OKLAHOMA,OKLAHOMA,550013,OKLAHOMA COUNTY PRECINCT 550013,AMERICAN LEGION POST #12,"6101 NW 50TH ST, OKLAHOMA CITY, OK 73122"
OKLAHOMA,OKLAHOMA,550021,OKLAHOMA COUNTY PRECINCT 550021,GRACE CHURCH,"100 S. CHOCTAW RD., CHOCTAW, OK 73020"
OKLAHOMA,OKLAHOMA,550022,OKLAHOMA COUNTY PRECINCT 550022,EASTWOOD BAPTIST CHURCH,"12251 E RENO AVE, MIDWEST CITY, OK 73130"
OKLAHOMA,OKLAHOMA,550024,OKLAHOMA COUNTY PRECINCT 550024,CHOCTAW COMMUNITY CENTER,"2500 N CHOCTAW ROAD, CHOCTAW, OK 73020"
OKLAHOMA,OKLAHOMA,550032,OKLAHOMA COUNTY PRECINCT 550032,DEL CITY FIRST CH OF NAZARENE,"4701 SE 26TH, DEL CITY, OK 73115"
OKLAHOMA,OKLAHOMA,550038,OKLAHOMA COUNTY PRECINCT 550038,HOLY TRINITY LUTHERAN CHURCH,"308 NW 164TH ST, EDMOND, OK 73013"
OKLAHOMA,OKLAHOMA,550039,OKLAHOMA COUNTY PRECINCT 550039,CALVARY TEMPLE,"1801 S KELLY AVE, EDMOND, OK 73034"
OKLAHOMA,OKLAHOMA,550044,OKLAHOMA COUNTY PRECINCT 550044,REVIVE CHURCH ASSEMBLY OF GOD ,"400 W DANFORTH, EDMOND, OK 73003"
OKLAHOMA,OKLAHOMA,550048,OKLAHOMA COUNTY PRECINCT 550048,EDMOND CHURCH OF GOD,"1005 N BROADWAY, EDMOND, OK 73034"
OKLAHOMA,OKLAHOMA,550051,OKLAHOMA COUNTY PRECINCT 550051,THE CROSSING CLUBHOUSE,"13801 CROSSING WAY EAST, EDMOND, OK 73013"
OKLAHOMA,OKLAHOMA,550055,OKLAHOMA COUNTY PRECINCT 550055,FIRST CHRISTIAN CHURCH,"2ND AND BOULEVARD, EDMOND, OK 73083"
OKLAHOMA,OKLAHOMA,550059,OKLAHOMA COUNTY PRECINCT 550059,WATERLOO ROAD BAPTIST CHURCH,"3100 E WATERLOO RD, EDMOND, OK 73034"
OKLAHOMA,OKLAHOMA,550061,OKLAHOMA COUNTY PRECINCT 550061,SPRING CREEK ASSEMBLY OF GOD,"1600 SE 15TH ST, EDMOND, OK 73013"
OKLAHOMA,OKLAHOMA,550069,OKLAHOMA COUNTY PRECINCT 550069,FAITH BAPTIST CHURCH,"142 N. DOBBS, HARRAH, OK 73045"
OKLAHOMA,OKLAHOMA,550078,OKLAHOMA COUNTY PRECINCT 550078,SPENCER CENTER,"8306 NE 36TH ST, SPENCER, OK 73084"
OKLAHOMA,OKLAHOMA,550081,OKLAHOMA COUNTY PRECINCT 550081,SOONER BAPTIST CHURCH,"5824 SE 15TH ST, MIDWEST CITY, OK 73110"
OKLAHOMA,OKLAHOMA,550083,OKLAHOMA COUNTY PRECINCT 550083,MIDWEST CITY ELEMENTARY SCHOOL,"2211 S MIDWEST BLVD, MIDWEST CITY, OK 73110"
OKLAHOMA,OKLAHOMA,550085,OKLAHOMA COUNTY PRECINCT 550085,MONRONEY MIDDLE SCHOOL,"7400 E RENO AVE, MIDWEST CITY, OK 73110"
OKLAHOMA,OKLAHOMA,550087,OKLAHOMA COUNTY PRECINCT 550087,MIDWEST BOULEVARD CHRISTIAN CH,"320 MIDWEST BLVD, MIDWEST CITY, OK 73110"
OKLAHOMA,OKLAHOMA,550102,OKLAHOMA COUNTY PRECINCT 550102,CHRIST THE KING CHURCH ATRIUM,"8005 DORSET DR, OKLAHOMA CITY, OK 73120"
OKLAHOMA,OKLAHOMA,550113,OKLAHOMA COUNTY PRECINCT 550113,LONE STAR BAPTIST CHURCH,"1805 E HEFNER RD, OKLAHOMA CITY, OK 73131"
OKLAHOMA,OKLAHOMA,550116,OKLAHOMA COUNTY PRECINCT 550116,SANTA FE FAMILY LIFE CENTER,"6300 N. SANTA FE AVE., OKLAHOMA CITY, OK 73118"
OKLAHOMA,OKLAHOMA,550132,OKLAHOMA COUNTY PRECINCT 550132,LORD OF LIFE LUTHERAN CHURCH,"15400 N WESTERN AVE, EDMOND, OK 73013"
OKLAHOMA,OKLAHOMA,550135,OKLAHOMA COUNTY PRECINCT 550135,EDMOND FREE METHODIST CHURCH,"1500 NW 178TH ST, EDMOND, OK 73003"
OKLAHOMA,OKLAHOMA,550138,OKLAHOMA COUNTY PRECINCT 550138,FRANCIS TUTTLE TECHNOLOGY CTR,"12777 N ROCKWELL AVE, OKLAHOMA CITY, OK 73142"
OKLAHOMA,OKLAHOMA,550148,OKLAHOMA COUNTY PRECINCT 550148,SPRING CREEK BAPTIST CHURCH,"11701 N MACARTHUR BLVD, OKLAHOMA CITY, OK 73162"
OKLAHOMA,OKLAHOMA,550165,OKLAHOMA COUNTY PRECINCT 550165,WHEATLAND METHODIST CHURCH,"6920 KLEINER ST, WHEATLAND, OK 73097"
OKLAHOMA,OKLAHOMA,550172,OKLAHOMA COUNTY PRECINCT 550172,CHURCH OF PENTACOST,"3106 N UTAH AVE, OKLAHOMA CITY, OK 73112"
OKLAHOMA,OKLAHOMA,550194,OKLAHOMA COUNTY PRECINCT 550194,NORTHWEST CHRISTIAN CHURCH,"2828 NW 30TH, OKLAHOMA CITY, OK 73112"
OKLAHOMA,OKLAHOMA,550203,OKLAHOMA COUNTY PRECINCT 550203,TRINITY BAPTIST CHURCH,"1329 NW 23RD ST, OKLAHOMA CITY, OK 73106"
OKLAHOMA,OKLAHOMA,550204,OKLAHOMA COUNTY PRECINCT 550204,ST LUKE'S METHODIST CHURCH,"222 NW 15TH ST, OKLAHOMA CITY, OK 73103"
OKLAHOMA,OKLAHOMA,550210,OKLAHOMA COUNTY PRECINCT 550210,CROSS OF CAL INT'L AT AGNEW,"2401 SW 32ND ST, OKLAHOMA CITY, OK 73119"
OKLAHOMA,OKLAHOMA,550211,OKLAHOMA COUNTY PRECINCT 550211,ASBURY UNITED METHODIST CHURCH,"1320 SW 38TH ST, OKLAHOMA CITY, OK 73119"
OKLAHOMA,OKLAHOMA,550219,OKLAHOMA COUNTY PRECINCT 550219,LIBERTY WORSHIP CENTER,"1200 SW 44TH ST, OKLAHOMA CITY, OK 73109"
OKLAHOMA,OKLAHOMA,550225,OKLAHOMA COUNTY PRECINCT 550225,MAYRIDGE BAPTIST CHURCH,"4617 S. MAY, OKLAHOMA CITY, OK 73119"
OKLAHOMA,OKLAHOMA,550234,OKLAHOMA COUNTY PRECINCT 550234,FRONTLINE CHURCH,"4501 S. I-35 SERVICE ROAD, OKLAHOMA CITY, OK 73129"
OKLAHOMA,OKLAHOMA,550252,OKLAHOMA COUNTY PRECINCT 550252,BARNES ELEMENTARY SCHOOL,"10551 SE 59TH ST, MIDWEST CITY, OK 73110"
OKLAHOMA,OKLAHOMA,550253,OKLAHOMA COUNTY PRECINCT 550253,CRESTVIEW BAPTIST CHURCH,"7715 S HIWASSEE RD, OKLAHOMA CITY, OK 73150"
OKMULGEE,OKMULGEE,560006,OKMULGEE COUNTY PRECINCT 560006,OKMULGEE PRESBYTERIAN CHURCH,"401 S SEMINOLE AVE, OKMULGEE, OK 74447"
OKMULGEE,OKMULGEE,560012,OKMULGEE COUNTY PRECINCT 560012,OKMULGEE EASTSIDE SCHOOL,"1614 E 9 ST, OKMULGEE, OK 74447"
OKMULGEE,OKMULGEE,560021,OKMULGEE COUNTY PRECINCT 560021,GRAYSON COMMUNITY CENTER,"21460 MARTIN LUTHER KING, HENRYETTA, OK 74437"
OKMULGEE,OKMULGEE,560038,OKMULGEE COUNTY PRECINCT 560038,WILSON SCHOOL,"8867 CHESTNUT ROAD, HENRYETTA, OK 74437"
OSAGE,OSAGE,570101,OSAGE COUNTY PRECINCT 570101,BOWRING SCHOOL,"87 CR 3304 RD, PAWHUSKA, OK 74056"
OSAGE,OSAGE,570103,OSAGE COUNTY PRECINCT 570103,SHIDLER COMMUNITY BUILDING,"269 S COSDEN, SHIDLER, OK 74652"
OSAGE,OSAGE,570113,OSAGE COUNTY PRECINCT 570113,SHIDLER COMMUNITY BUILDING,"269 S COSDEN, SHIDLER, OK 74652"
OSAGE,OSAGE,570107,OSAGE COUNTY PRECINCT 570107,PRESBYTERIAN CHURCH,"101 E 12 ST PAWHUSKA, PAWHUSKA, OK 74056"
OTTAWA,OTTAWA,580004,OTTAWA COUNTY PRECINCT 580004,MIAMI FRIENDS CHURCH,"209 I NE, MIAMI, OK 74354"
OTTAWA,OTTAWA,580031,OTTAWA COUNTY PRECINCT 580031,OTTAWA TRIBAL BLDG.,"11400 S 613 RD, MIAMI, OK 74354"
PAWNEE,PAWNEE,590104,PAWNEE COUNTY PRECINCT 590104,TOWN OF LONE CHIMNEY,"52976 S 349 RD, PAWNEE, OK 74058"
PAYNE,PAYNE,600006,PAYNE COUNTY PRECINCT 600006,SUNNYBROOK CHRISTIAN CHURCH,"419 RICHMOND RD., STILLWATER, OK 74075"
PAYNE,PAYNE,600402,PAYNE COUNTY PRECINCT 600402,FORMAN HARLEY DAVIDSON,"3512 S. BOOMER RD., STILLWATER, OK 74074"
PAYNE,PAYNE,600403,PAYNE COUNTY PRECINCT 600403,GRACE MISSIONARY CHURCH,"5704 N. WASHINGTON, STILLWATER, OK 74075"
PITTSBURG,PITTSBURG,610011,PITTSBURG COUNTY PRECINCT 610011,LIVING WORD CHURCH,"103 W. TAYLOR AVE, MC ALESTER, OK 74501"
PITTSBURG,PITTSBURG,610019,PITTSBURG COUNTY PRECINCT 610019,ALDERSON TOWN HALL,"103 WASHINGTON, ALDERSON, OK 74522"
PITTSBURG,PITTSBURG,610020,PITTSBURG COUNTY PRECINCT 610020,JONELL RAY RESIDENCE,"ARCH COMMUNITY, NEAR HAILEYVILLE, HAILEYVILLE, OK 74546"
PITTSBURG,PITTSBURG,610036,PITTSBURG COUNTY PRECINCT 610036,HAYWOOD SCHOOL,"HAYWOOD SCHOOL, 11461 W STATE HWY 31, MCALESTER, OK 74501"
PONTOTOC,PONTOTOC,620058,PONTOTOC COUNTY PRECINCT 620058,LATTA SCHOOL LIBRARY #58,"13925 CR 1560, ADA, OK 74820-0804"
PONTOTOC,PONTOTOC,620064,PONTOTOC COUNTY PRECINCT 620064,HAPPYLAND FW BAPTIST CHUR. #64,"23453 HIGHWAY 1E, ADA, OK 74820"
PONTOTOC,PONTOTOC,620066,PONTOTOC COUNTY PRECINCT 620066,UNION HILL BAPTIST CHURCH #66,"10041 CR 3500 RD, ADA, OK 74820"
PONTOTOC,PONTOTOC,620067,PONTOTOC COUNTY PRECINCT 620067,"VANOSS SCHOOL, AG BLDG #67","4665 CR 1555, ADA, OK 74820"
POTTAWATOMIE,POTTAWATOMIE,630015,POTTAWATOMIE COUNTY PRECINCT 630015,TEMPLE BAPTIST CHURCH  ,"1244 E. ADA, SHAWNEE, OK 74801"
POTTAWATOMIE,POTTAWATOMIE,630025,POTTAWATOMIE COUNTY PRECINCT 630025,CHURCH OF CHRIST LAKEVIEW,"15301 HWY 102, SHAWNEE, OK 74801"
