state,election_date,jurisdiction,county_name,precinct_id,precinct_name,name,address
AR,2014-11-04,county,Garland,02G,02G,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,02H,02H,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,02J,02J,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,02K,02K,Webb Community Center,"127 Pleasant Sts, Hot Springs 71901"
AR,2014-11-04,county,Garland,02M,02M,Webb Community Center,"127 Pleasant Sts, Hot Springs 71901"
AR,2014-11-04,county,Garland,02N,02N,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,01R,01R,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,01S,01S,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,01T,01T,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,01U,01U,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,01V,01V,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,01W,01W,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,01X,01X,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,01Y,01Y,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,01Z,01Z,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,02E,02E,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,13J,13J,Lonsdale City Hall,"501 Cockrill St, Lonsdale 72087"
AR,2014-11-04,county,Garland,13K,13K,Lonsdale City Hall,"501 Cockrill St, Lonsdale 72087"
AR,2014-11-04,county,Garland,13M,13M,Lonsdale City Hall,"501 Cockrill St, Lonsdale 72087"
AR,2014-11-04,county,Garland,13N,13N,Fountain Lake School,"4207 Park Ave, Hot Springs"
AR,2014-11-04,county,Garland,01K,01K,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,01M,01M,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,01N,01N,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,01P,01P,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,10E,10E,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,10F,10F,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,10G,10G,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,10H,10H,Old Armory Bldg,"401 Mid America Blvd, Hot Springs 71913"
AR,2014-11-04,county,Garland,10J,10J,Old Armory Bldg,"401 Mid America Blvd, Hot Springs 71913"
AR,2014-11-04,county,Garland,10K,10K,Old Armory Bldg,"401 Mid America Blvd, Hot Springs 71913"
AR,2014-11-04,county,Garland,01A,01A,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,01B,01B,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,01C,01C,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,01D,01D,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,01E,01E,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,01F,01F,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,01G,01G,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,02A,02A,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,02B,02B,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,02C,02C,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,02D,02D,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,03A,03A,Old Armory Bldg,"401 Mid America Blvd, Hot Springs 71913"
AR,2014-11-04,county,Garland,03B,03B,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,03C,03C,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,03D,03D,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,03E,03E,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,04A,04A,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,04B,04B,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,04C,04C,Oaklawn First Church Of God,"2110 7th St, Hot Springs 71901"
AR,2014-11-04,county,Garland,04D,04D,Oaklawn First Church Of God,"2110 7th St, Hot Springs 71901"
AR,2014-11-04,county,Garland,04E,04E,Oaklawn First Church Of God,"2110 7th St, Hot Springs 71901"
AR,2014-11-04,county,Garland,04F,04F,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,04G,04G,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,05A,05A,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,05B,05B,Oaklawn First Church Of God,"2110 7th St, Hot Springs 71901"
AR,2014-11-04,county,Garland,05C,05C,Oaklawn First Church Of God,"2110 7th St, Hot Springs 71901"
AR,2014-11-04,county,Garland,05D,05D,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,05E,05E,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,05F,05F,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06A,06A,Oaklawn First Church Of God,"2110 7th St, Hot Springs 71901"
AR,2014-11-04,county,Garland,06B,06B,Oaklawn First Church Of God,"2110 7th St, Hot Springs 71901"
AR,2014-11-04,county,Garland,06C,06C,Oaklawn First Church Of God,"2110 7th St, Hot Springs 71901"
AR,2014-11-04,county,Garland,06D,06D,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06E,06E,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,07A,07A,Center Fork Baptist Church,"1101 S Moore Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,07B,07B,Center Fork Baptist Church,"1101 S Moore Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,07C,07C,Lake Hamilton Fire Dept. No. 2,"1111 Hwy. 290, Hot Springs 71913"
AR,2014-11-04,county,Garland,07D,07D,Red Oak Baptist Church,"107 Redoak Dr, Hot Springs 71913"
AR,2014-11-04,county,Garland,08A,08A,Antioch Baptist Church,"3212 Sunshine Rd, Royal 71968"
AR,2014-11-04,county,Garland,08B,08B,Antioch Baptist Church,"3212 Sunshine Rd, Royal 71968"
AR,2014-11-04,county,Garland,09A,09A,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,09B,09B,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,09C,09C,Antioch Baptist Church,"3212 Sunshine Rd, Royal 71968"
AR,2014-11-04,county,Garland,09D,09D,Antioch Baptist Church,"3212 Sunshine Rd, Royal 71968"
AR,2014-11-04,county,Garland,09E,09E,Piney Grove United Methodist Ch.,"2963 Airport Rd, Pearcy 71964"
AR,2014-11-04,county,Garland,10A,10A,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,10B,10B,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,10C,10C,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,10D,10D,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,11A,11A,Rock Springs Baptist Church,"1026 Rock Springs Rd, Jessieville 71949"
AR,2014-11-04,county,Garland,11B,11B,Rock Springs Baptist Church,"1026 Rock Springs Rd, Jessieville 71949"
AR,2014-11-04,county,Garland,11C,11C,Rock Springs Baptist Church,"1026 Rock Springs Rd, Jessieville 71949"
AR,2014-11-04,county,Garland,11D,11D,Jessieville First Baptist Church,"174 Beaudry Cir, Jessieville 71949"
AR,2014-11-04,county,Garland,11E,11E,Jessieville First Baptist Church,"174 Beaudry Cir, Jessieville 71949"
AR,2014-11-04,county,Garland,12A,12A,Mountain Pine School,"201 Mountain View, Mt. Pine"
AR,2014-11-04,county,Garland,12B,12B,Mountain Pine School,"201 Mountain View, Mt. Pine"
AR,2014-11-04,county,Garland,12C,12C,Mountain Pine School,"201 Mountain View, Mt. Pine"
AR,2014-11-04,county,Garland,12D,12D,Mountain Pine School,"201 Mountain View, Mt. Pine"
AR,2014-11-04,county,Garland,12E,12E,Old Armory Bldg,"401 Mid America Blvd, Hot Springs 71913"
AR,2014-11-04,county,Garland,13A,13A,Village Bible Church,"100 Ponderosa Way, Hot Springs 71909"
AR,2014-11-04,county,Garland,13B,13B,Village Bible Church,"100 Ponderosa Way, Hot Springs 71909"
AR,2014-11-04,county,Garland,13C,13C,Village Bible Church,"100 Ponderosa Way, Hot Springs 71909"
AR,2014-11-04,county,Garland,13D,13D,Fountain Lake School,"4207 Park Ave, Hot Springs"
AR,2014-11-04,county,Garland,13E,13E,Fountain Lake School,"4207 Park Ave, Hot Springs"
AR,2014-11-04,county,Garland,13F,13F,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,13G,13G,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,11M,11M,Jessieville First Baptist Church,"174 Beaudry Cir, Jessieville 71949"
AR,2014-11-04,county,Garland,10M,10M,Old Armory Bldg,"401 Mid America Blvd, Hot Springs 71913"
AR,2014-11-04,county,Garland,11F,11F,Jessieville First Baptist Church,"174 Beaudry Cir, Jessieville 71949"
AR,2014-11-04,county,Garland,11G,11G,Jessieville First Baptist Church,"174 Beaudry Cir, Jessieville 71949"
AR,2014-11-04,county,Garland,11H,11H,Jessieville First Baptist Church,"174 Beaudry Cir, Jessieville 71949"
AR,2014-11-04,county,Garland,11J,11J,Village Bible Church,"100 Ponderosa Way, Hot Springs 71909"
AR,2014-11-04,county,Garland,12F,12F,Mountain Pine School,"201 Mountain View, Mt. Pine"
AR,2014-11-04,county,Garland,12G,12G,Jessieville First Baptist Church,"174 Beaudry Cir, Jessieville 71949"
AR,2014-11-04,county,Garland,12H,12H,Mountain Pine School,"201 Mountain View, Mt. Pine"
AR,2014-11-04,county,Garland,12J,12J,Old Armory Bldg,"401 Mid America Blvd, Hot Springs 71913"
AR,2014-11-04,county,Garland,12K,12K,Fountain Lake School,"4207 Park Ave, Hot Springs"
AR,2014-11-04,county,Garland,12M,12M,Fountain Lake School,"4207 Park Ave, Hot Springs"
AR,2014-11-04,county,Garland,12N,12N,Village Bible Church,"100 Ponderosa Way, Hot Springs 71909"
AR,2014-11-04,county,Garland,12P,12P,Old Armory Bldg,"401 Mid America Blvd, Hot Springs 71913"
AR,2014-11-04,county,Garland,13H,13H,Lonsdale City Hall,"501 Cockrill St, Lonsdale 72087"
AR,2014-11-04,county,Garland,01J,01J,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,03P,03P,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,07E,07E,Red Oak Baptist Church,"107 Redoak Dr, Hot Springs 71913"
AR,2014-11-04,county,Garland,08C,08C,Piney Grove United Methodist Ch.,"2963 Airport Rd, Pearcy 71964"
AR,2014-11-04,county,Garland,08D,08D,Lake Hamilton Assembly of God Ch,"2251 Airport Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,08E,08E,Lake Hamilton Assembly of God Ch,"2251 Airport Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,08F,08F,Lake Hamilton Assembly of God Ch,"2251 Airport Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,09G,09G,Antioch Baptist Church,"3212 Sunshine Rd, Royal 71968"
AR,2014-11-04,county,Garland,09H,09H,Lake Hamilton Assembly of God Ch,"2251 Airport Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,09J,09J,Antioch Baptist Church,"3212 Sunshine Rd, Royal 71968"
AR,2014-11-04,county,Garland,09K,09K,1st Baptist Ch Royal,"7402 Albert Pike Rd, Royal 71968"
AR,2014-11-04,county,Garland,09M,09M,Antioch Baptist Church,"3212 Sunshine Rd, Royal 71968"
AR,2014-11-04,county,Garland,09N,09N,Lake Hamilton Assembly of God Ch,"2251 Airport Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,09P,09P,Lake Hamilton Assembly of God Ch,"2251 Airport Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,09R,09R,Lake Hamilton Assembly of God Ch,"2251 Airport Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,09S,09S,Lake Hamilton Assembly of God Ch,"2251 Airport Rd, Hot Springs 71913"
AR,2014-11-04,county,Garland,06S,06S,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,06F,06F,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06G,06G,Sulphur Springs Baptist Church,"4340 Malvern Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06H,06H,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06J,06J,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06K,06K,Bates Community Church,"419 McClendon Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06M,06M,Sulphur Springs Baptist Church,"4340 Malvern Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06N,06N,Sulphur Springs Baptist Church,"4340 Malvern Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06P,06P,Sulphur Springs Baptist Church,"4340 Malvern Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,06R,06R,Sulphur Springs Baptist Church,"4340 Malvern Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,01H,01H,Arkansas School of Math & Science,"200 Whittington Ave., Hot Springs 71901"
AR,2014-11-04,county,Garland,03R,03R,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,03S,03S,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,03T,03T,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,03U,03U,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,03V,03V,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,03W,03W,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,03X,03X,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,03Y,03Y,Prince Of Peace Lutheran Ch,"109 Hobson Av, Hot Springs 71901"
AR,2014-11-04,county,Garland,03Z,03Z,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,03Z2,03Z2,Fairdale Baptist Church,"700 Richard St., Hot Springs 71913"
AR,2014-11-04,county,Garland,04H,04H,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,04J,04J,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,04K,04K,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,04M,04M,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,04N,04N,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,05G,05G,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,05H,05H,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,05J,05J,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,05K,05K,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,05M,05M,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,05N,05N,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,05P,05P,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,05R,05R,The Grove Church,"1010 Shady Grove Rd, Hot Springs 71901"
AR,2014-11-04,county,Garland,05S,05S,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,07F,07F,Red Oak Baptist Church,"107 Redoak Dr, Hot Springs 71913"
AR,2014-11-04,county,Garland,05T,05T,First Church Of Nazarene,"3804 Central, Hot Springs 71913"
AR,2014-11-04,county,Garland,11K1,11K1,Unitarian Universalist Village Church,"403 Barcelona Rd, Hot Springs 71909"
AR,2014-11-04,county,Garland,11K2,11K2,Unitarian Universalist Village Church,"403 Barcelona Rd, Hot Springs 71909"
AR,2014-11-04,county,Garland,11K3,11K3,Unitarian Universalist Village Church,"403 Barcelona Rd, Hot Springs 71909"
AR,2014-11-04,county,Grant,01,01 - Calvert,Calvert Fire Department,
AR,2014-11-04,county,Grant,02,02 - Davis,Philadelphia Baptist Church (Fellowship Hall),
AR,2014-11-04,county,Grant,03,03 - Dekalb 1,Palestine Community Center,
AR,2014-11-04,county,Grant,04,04 - Dekalb 2,Tull Community Center,
AR,2014-11-04,county,Grant,05,05 - Darysaw,St. Paul AME,
AR,2014-11-04,county,Grant,08,08 - Fenter,Poyen City Hall,
AR,2014-11-04,county,Grant,09,09 - Franklin,Corinth Baptist Church Fellowship Hall,
AR,2014-11-04,county,Grant,10,10 - Madison,Grapevine Fire Department,
AR,2014-11-04,county,Grant,11,11 - Merry Green 1,Sheridan Rec Center - 11,
AR,2014-11-04,county,Grant,12,12 - Merry Green 2,Sheridan Recreation Center-12,
AR,2014-11-04,county,Grant,13,13 - River,Prattsville City Hall,
AR,2014-11-04,county,Grant,14,14 - Simpson 1,Cane Creek Fire Department,
AR,2014-11-04,county,Grant,15,15 - Simpson 2,Orion Baptist Church Fellowship Hall,
AR,2014-11-04,county,Grant,17,17 - Tennessee,Leola City Hall,
AR,2014-11-04,county,Grant,19,19 - Washington,Center Grove Community Center,
AR,2014-11-04,county,Grant,20,20 - Ward 1,Lost Creek Baptist Church Fellowship Hall,
AR,2014-11-04,county,Grant,21,21 - Ward 2,First Assembly Of God Church (Vine St),
AR,2014-11-04,county,Grant,22,22 - Ward 3,Immanuel Baptist Church (Fellowship Hall),
AR,2014-11-04,county,Greene,04C,04 - Ward 4C,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,01A,01 - Ward 1A,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,02A,02 - Ward 2A,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,04A,04 - Ward 4A,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,03A,03 - Ward 3A,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,01,01 - Ward 1,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,02,02 - Ward 2,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,03,03 - Ward 3,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,04,04 - Ward 4,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,05,05 - Blue Cane,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,06,06 - Hopewell,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,07,07 - Hurricane,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,08,08 - Reynolds,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,09,09 - Breckenridge,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,10,10 - Bryan,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,11,11 - Walnut Corner,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,12,12 - Cache,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,13,13 - Clark,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,14,14 - Collier,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,15,15 - St. Francis,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,16,16 - Crowley,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,17,17 - Evening Shade,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,18,18 - Sugar Creek,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,19,19 - Friendship,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,20,20 - Hays,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,21,21 - Mainshore,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,22,22 - Jones,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,23,23 - Lake,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,24,24 - Poland,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,25,25 - Salem,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,26,26 - Spring Grove,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,27,27 - Union,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,28,28 - Shady Grove,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,29,29 - Delaplaine - Jones,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,30,30 - Lafe - Breckenridge,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,31,31 - Marmaduke - Hurricane,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,32,32 - Oak Grove - Union,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Greene,04B,04 - Ward 4B,County Clerk's Office,"320 W Court St Room 102, Courthouse Lobby, Paragould 72450"
AR,2014-11-04,county,Hempstead,01,01 Hope 1,Hope Fair Park Coliseum,
AR,2014-11-04,county,Hempstead,02,02 Hope 2,Hope Fair Park Coliseum,
AR,2014-11-04,county,Hempstead,03,03 Hope 3,Hope Fair Park Coliseum,
AR,2014-11-04,county,Hempstead,04,04 Hope 4,Hope Fair Park Coliseum,
AR,2014-11-04,county,Hempstead,05,05 Hope 5,Hope Fair Park Coliseum,
AR,2014-11-04,county,Hempstead,06,06 Hope 6,Hope Fair Park Coliseum,
AR,2014-11-04,county,Hempstead,07,07 Hope 7,Hope Fair Park Coliseum,
AR,2014-11-04,county,Hempstead,08,08 Bingen,Bingen Community Center,
AR,2014-11-04,county,Hempstead,09,09 Blevins,Word of Faith Church,
AR,2014-11-04,county,Hempstead,10,10 Columbus,Columbus Fire Station,
AR,2014-11-04,county,Hempstead,11,11 Cross Roads,Cross Roads Fire Station,
AR,2014-11-04,county,Hempstead,12,12 Deann,Deann Fire Station,
AR,2014-11-04,county,Hempstead,13,13 Fulton,Fulton Library (Fulton),
AR,2014-11-04,county,Hempstead,14,14 Guernsey,Guernsey Fire Station,
AR,2014-11-04,county,Hempstead,15,15 McCaskill,McCaskill Fire Station,
AR,2014-11-04,county,Hempstead,16,16 McNab,Fulton Library (Fulton),
AR,2014-11-04,county,Hempstead,17,17 Ozan,Ozan Fire Station (Ozan),Ozan
AR,2014-11-04,county,Hempstead,18,18 Patmos,Patmos Municipal  Fire Station,
AR,2014-11-04,county,Hempstead,19,19 Perrytown,Hope Fair Park Coliseum,
AR,2014-11-04,county,Hempstead,20,20 Rocky Mound,Rocky Mound Baptist Church,
AR,2014-11-04,county,Hempstead,21,21 Saratoga,Columbus Fire Station,
AR,2014-11-04,county,Hempstead,22,22 Shover Springs,Shover Springs Baptist Church Fellowship Hall,
AR,2014-11-04,county,Hempstead,23,23 Spring Hill,Spring Hill Fire Station,
AR,2014-11-04,county,Hempstead,24,24 Washington,Washington Fire Station,
AR,2014-11-04,county,Hot Spring,ANT,Antioch,Antioch Community Center,"3789 Antioch Cemetery Road, Donaldson 71941"
AR,2014-11-04,county,Hot Spring,BIG,Big Creek,Big Creek Baptist Church,"593 Big Creek Road, Malvern 72104"
AR,2014-11-04,county,Hot Spring,BIS,Bismarck,Bismarck Methodist Church,"7075 Highway 7, Bismarck 71929"
AR,2014-11-04,county,Hot Spring,BRO,Brown Springs,Anchor Baptist Church,"828 Brown Springs Loop, Donaldson 71941"
AR,2014-11-04,county,Hot Spring,BUT,Butterfield,Magnet Cove School-New Gym,"472 Magnet Cove Rd, Malvern 72104"
AR,2014-11-04,county,Hot Spring,CLE,Clear Creek,Victory Assembly of God Church,"4742 Hwy 9, Malvern 72104"
