election_date,state,jurisdiction,jurisdiction_type,precinct_id,precinct_name,name,address
2012-11-06,AK,Juneau,borough,31-430,Mendenhall Valley No. 1,Mendenhall Mall,"9105 Mendenhall Mall Road, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,31-440,Mendenhall Valley No. 2,Aldersgate Methodist Church,"9161 Cinema Dr, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,31-450,Mendenhall Valley No. 3,Glacier Valley Baptist Church,"3921 Mendenhall Loop Road, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,31-460,Mendenhall Valley No. 4,Shepherd Of The Valley Lutheran,"4212 Mendenhall Loop Road, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,32-500,Douglas,Douglas Public Library,"1016 3Rd Street, Douglas, AK 99801"
2012-11-06,AK,,borough,32-505,Gustavus,Gustavus Public Library,"Gustavus Road, Gustavus, AK 99826"
2012-11-06,AK,Juneau,borough,32-510,Juneau No. 1,Juneau Arts & Humanities Building,"350 Whittier Ave, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,32-515,Juneau No. 2,Northern Light United Church,"400 W 11Th St, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,32-520,Juneau No. 3,Tlingit & Haida Community Center,"3235 Hospital Dr, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,32-525,Lemon Creek,Alaska Electric Light & Power,"5601 Tonsgard Court, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,32-530,North Douglas,Juneau Fire Station,"820 Glacier Avenue, Juneau, AK 99801"
2012-11-06,AK,Petersburg,borough,32-535,Petersburg / Kupreanof,Aquatic Center Lobby,"109 Charles W Street, Petersburg, AK 99833"
2012-11-06,AK,Skagway,borough,32-540,Skagway,Skagway Borough Office,"700 Spring Street, Skagway, AK 99840"
2012-11-06,AK,,borough,32-545,Tenakee Springs,Tenakee Community Center,"Tenakee Avenue, Tenakee Springs, AK 99841"
2012-11-06,AK,Ketchikan Gateway,borough,33-600,Ketchikan No. 1,Schoenbar Middle School,"217 Schoenbar Road, Ketchikan, AK 99901"
2012-11-06,AK,Ketchikan Gateway,borough,33-610,Ketchikan No. 2,Plaza Mall,"2417 Tongass Avenue Suite 215, Ketchikan, AK 99901"
2012-11-06,AK,Ketchikan Gateway,borough,33-620,Ketchikan No. 3,Ketchikan Ferry Terminal,"3501 Tongass Avenue, Ketchikan, AK 99901"
2012-11-06,AK,,borough,33-630,North Prince Of Wales,City Library,"106 Denali Alley, Coffman Cove, AK 99918"
2012-11-06,AK,Ketchikan Gateway,borough,33-640,North Tongass No. 1,North Tongass Fire Station No 6,"7550 N Tongass Highway, Ketchikan, AK 99901"
2012-11-06,AK,Ketchikan Gateway,borough,33-650,North Tongass No. 2,North Tongass Fire Station No 8,"13110 N Tongass Highway, Ketchikan, AK 99901"
2012-11-06,AK,Ketchikan Gateway,borough,33-660,Saxman,Saxman Community Hall,"2841 S Tongass Hwy, Saxman, AK 99901"
2012-11-06,AK,Ketchikan Gateway,borough,33-670,South Tongass,Fawn Mountain School,"400 Old Homestead Road, Ketchikan, AK 99901"
2012-11-06,AK,,borough,33-680,Thorne Bay,Thorne Bay City Hall,"120 Freeman Dr, Thorne Bay, AK 99919"
2012-11-06,AK,Wrangell,borough,33-690,Wrangell,James & Elsie Nolan Civic Center,"296 Campbell Dr, Wrangell, AK 99929"
2012-11-06,AK,,borough,34-700,Angoon,Angoon City Office Court Room,"315 Heendae Street, Angoon, AK 99820"
2012-11-06,AK,,borough,34-705,Craig,Craig City Hall,"500 Third Street, Craig, AK 99921"
2012-11-06,AK,Haines,borough,34-710,Haines No. 1,American Bald Eagle Foundation,"113 Haines Highway, Haines, AK 99827"
2012-11-06,AK,Haines,borough,34-715,Haines No. 2,Klehini Valley Fire Department,"Mosquito Lake Road, Haines, AK 99827"
2012-11-06,AK,,borough,34-720,Hoonah,Hoonah City Hall,"300 Garteeni Highway, Hoonah, AK 99829"
2012-11-06,AK,,borough,34-725,Hydaburg,Hydaburg Municipal Building,"Eighth St Extension, Hydaburg, AK 99922"
2012-11-06,AK,,borough,34-730,Kake,Kake City Hall,"264 Front St, Kake, AK 99830"
2012-11-06,AK,,borough,34-735,Kasaan,Kasaan Community Hall,"Peele & Jones Street, Kasaan, AK 99919"
2012-11-06,AK,,borough,34-740,Klawock,Klawock City Hall,"609 Summit Street, Klawock, AK 99925"
2012-11-06,AK,,borough,34-745,Klukwan,Klukwan Ans,"Klukwan, Klukwan, AK 99827"
2012-11-06,AK,,borough,34-750,Metlakatla,Metlakatla Town Hall,"Upper Milton Street, Metlakatla, AK 99926"
2012-11-06,AK,,borough,34-755,Pelican / Elfin Cove,Pelican City Hall,"Salmon Way, Pelican, AK 99832"
2012-11-06,AK,Sitka,borough,34-760,Port Alexander,Bear Hall Community Center,
2012-11-06,AK,Sitka,borough,34-765,Sitka No. 1,Harrigan Centennial Hall,"330 Harbor Drive, Sitka, AK 99835"
2012-11-06,AK,Sitka,borough,34-770,Sitka No. 2,Harrigan Centennial Hall,"330 Harbor Drive, Sitka, AK 99835"
2012-11-06,AK,Kodiak Island,borough,35-800,Chiniak,Chiniak Community Library,"Chiniak Tsunami Center, Chiniak, AK 99615"
2012-11-06,AK,,borough,35-805,Cordova,Cordova Library,"First Street, Cordova, AK 99574"
2012-11-06,AK,Kodiak Island,borough,35-810,Flats,Womens Bay Fire Hall,"538 Sargent Creek Road, Kodiak, AK 99624"
2012-11-06,AK,Kodiak Island,borough,35-815,Kodiak Island South,Larsen Bay Community Hall,
2012-11-06,AK,Kodiak Island,borough,35-820,Kodiak No. 1,Harbormaster Building,"403 Marine Way West, Kodiak, AK 99615"
2012-11-06,AK,Kodiak Island,borough,35-825,Kodiak No. 2,Community Teen Center,"410 Cedar Street, Kodiak, AK 99615"
2012-11-06,AK,Kodiak Island,borough,35-830,Mission Road,Bayside Fire Hall,"4606 E Rezanof Drive, Kodiak, AK 99615"
2012-11-06,AK,Kodiak Island,borough,35-835,Old Harbor,Old Harbor Senior Center,"Three Saints Avenue, Old Harbor, AK 99643"
2012-11-06,AK,Kodiak Island,borough,35-840,Ouzinkie,Ouzinkie Community Center,"3Rd Street, Ouzinkie, AK 99644"
2012-11-06,AK,Kodiak Island,borough,35-845,Port Lions,Port Lions Community Building,"207 Spruce Drive, Port Lions, AK 99550"
2012-11-06,AK,,borough,35-850,Tatitlek,Tatitlek Community Center,
2012-11-06,AK,,borough,35-855,Whittier,Begich Towers Cullum Room,"Kenai St, Whittier, AK 99693"
2012-11-06,AK,Yakutat,borough,35-860,Yakutat,Yakutat Public Safety Building,"609 Forest Hwy 10, Yakutat, AK 99689"
2012-11-06,AK,,borough,36-006,Aleknagik,Aleknagik City Hall,
2012-11-06,AK,,borough,36-020,Dillingham,Dillingham City Hall,
2012-11-06,AK,,borough,36-022,Ekwok,Ekwok City Hall,
2012-11-06,AK,Bristol Bay,borough,36-028,King Salmon,King Salmon Village Council Bldg,
2012-11-06,AK,,borough,36-032,Koliganek,Koliganek Village Council Bldg,
2012-11-06,AK,,borough,36-048,Manokotak,Manokotak City Office,
2012-11-06,AK,Bristol Bay,borough,36-050,Naknek,Borough Building Assembly Room,
2012-11-06,AK,,borough,36-056,New Stuyahok,New Stuyahok City Hall,
2012-11-06,AK,Bristol Bay,borough,36-074,South Naknek ,South Naknek Community Hall,
2012-11-06,AK,,borough,36-002,Akiachak,Akiachak Recreation Building,
2012-11-06,AK,,borough,36-004,Akiak ,Akiak Community Hall,
2012-11-06,AK,,borough,36-012,Atmautluak,Atmautluak Community Center,
2012-11-06,AK,,borough,36-014,Chefornak,Chefornak Complex Building,
2012-11-06,AK,,borough,36-086,Upper Kalskag,Multi-Facility Bldg Tribal Ofc,
2012-11-06,AK,,borough,36-026,Kasigluk,Kasigluk Community Center,
2012-11-06,AK,,borough,36-030,Kipnuk,Kanganak Community Hall,
2012-11-06,AK,,borough,36-034,Kongiganak,Kongiganak Community Hall,
2012-11-06,AK,,borough,36-036,Kwethluk,Kwethluk City Office,
2012-11-06,AK,,borough,36-038,Kwigillingok,Kwigillingok Community Hall,
2012-11-06,AK,,borough,36-046,Lower Kalskag,Lower Kalskag Community Hall,
2012-11-06,AK,,borough,36-052,Napakiak ,Napakiak Bingo Hall,
2012-11-06,AK,,borough,36-054,Napaskiak ,Napaskiak City Office,
2012-11-06,AK,,borough,36-058,Newtok ,Newtok Community Quyurrvik Hall,
2012-11-06,AK,,borough,36-060,Nightmute,Nightmute Community Hall,
2012-11-06,AK,,borough,36-064,Nunapitchuk,Nunapitchuk Community Building,
2012-11-06,AK,,borough,36-076,Toksook Bay,Billy Lincoln Sr Memorial Bldg,
2012-11-06,AK,,borough,36-078,Tuluksak,Tuluksak Recreation Building,
2012-11-06,AK,,borough,36-080,Tuntutuliak,Tuntutuliak Community Hall,
2012-11-06,AK,,borough,36-082,Tununak,Tununak Ira Building,
2012-11-06,AK,,borough,36-008,Aniak,Aniak Community Hall,
2012-11-06,AK,,borough,36-010,Anvik,Anvik Community Hall,
2012-11-06,AK,,borough,36-016,Chuathbaluk,Chuathbaluk Community Hall,
2012-11-06,AK,,borough,36-018,Crooked Creek ,Crooked Creek Village Office,
2012-11-06,AK,,borough,36-024,Holy Cross,Holy Cross Community Hall ,
2012-11-06,AK,Lake & Peninsula ,borough,36-040,Lake Iliamna No. 1,Newhalen City Hall,
2012-11-06,AK,Lake & Peninsula ,borough,36-042,Lake Iliamna No. 2,Kokhanok Community Hall,
2012-11-06,AK,Lake & Peninsula ,borough,36-044,Levelock ,Levelock Rainbow Hall,
2012-11-06,AK,Lake & Peninsula ,borough,36-062,Nondalton,Nondalton Community Building,
2012-11-06,AK,Lake & Peninsula ,borough,36-066,Pedro Bay,Pedro Bay Village Council Building,
2012-11-06,AK,,borough,36-068,Russian Mission,Russian Mission City Office,
2012-11-06,AK,,borough,36-070,Shageluk,Shageluk City Building,
2012-11-06,AK,,borough,36-072,Sleetmute,Sleetmute Office Building,
2012-11-06,AK,,borough,36-084,Tyonek,Tyonek Community Hall,
2012-11-06,AK,Aleutians East,borough,37-700,Akutan,Akutan City Hall,"109 Winday Way, Akutan, AK 99553"
2012-11-06,AK,,borough,37-702,Aleutians No. 1,Bob Reeves High School,
2012-11-06,AK,,borough,37-704,Aleutians No. 2,Unalaska City Hall,
2012-11-06,AK,Lake & Peninsula ,borough,37-710,Chignik,Chignik City Office,
2012-11-06,AK,,borough,37-712,Clark's Point,Clark's Point City Office,
2012-11-06,AK,Aleutians East,borough,37-714,Cold Bay,Cold Bay Municipal Building,"10 Baranov Street, Cold Bay, AK 99571"
2012-11-06,AK,Lake & Peninsula ,borough,37-718,Egegik,Egegik Community Center,
2012-11-06,AK,Aleutians East,borough,37-722,King Cove,King Cove City Office,
2012-11-06,AK,Lake & Peninsula ,borough,37-726,Port Heiden ,Port Heiden Community Building,
2012-11-06,AK,Aleutians East,borough,37-730,Sand Point,Sand Point City Hall,"249 Main Street, Sand Point, AK 99661"
2012-11-06,AK,,borough,37-732,St. George Island,City Of St George,
2012-11-06,AK,,borough,37-734,St. Paul Island,St Paul City Auditorium,
2012-11-06,AK,,borough,37-736,Togiak ,Togiak City Office,
2012-11-06,AK,,borough,37-706,Bethel No. 1,Long House Conference Room,
2012-11-06,AK,,borough,37-708,Bethel No. 2,Yupiit Piciryarait Cultural Center,
2012-11-06,AK,,borough,37-716,Eek,Eek City Office,
2012-11-06,AK,,borough,37-720,Goodnews Bay,Goodnews Bay Community Hall,
2012-11-06,AK,,borough,37-724,Mekoryuk,Mekoryuk Old City Office,
2012-11-06,AK,,borough,37-728,Quinhagak,Quinhagak Bingo Hall,
2012-11-06,AK,,borough,38-900,Alakanuk,Alakanuk Community Hall,
2012-11-06,AK,,borough,38-904,Chevak,Jvp Building,
2012-11-06,AK,,borough,38-910,Emmonak,Emmonak Community Center,
2012-11-06,AK,,borough,38-916,Hooper Bay,Brown Council Building,
2012-11-06,AK,,borough,38-918,Kotlik ,Kotlik City Hall,
2012-11-06,AK,,borough,38-922,Mountain Village,Mountain Village Community Hall,
2012-11-06,AK,,borough,38-928,Nunam Iqua,Nunam Iqua Community Hall,
2012-11-06,AK,,borough,38-930,Pilot Station,Tutalgaq Community Center,
2012-11-06,AK,,borough,38-936,Scammon Bay,Old High School Gymnasium,
2012-11-06,AK,,borough,38-940,St. Marys,St Mary'S City Hall,
2012-11-06,AK,,borough,38-920,Marshall,Community Center,
2012-11-06,AK,,borough,39-400,Brevig Mission,Brevig Mission Community Hall,
2012-11-06,AK,,borough,39-405,Diomede,Diomede Community Hall,
2012-11-06,AK,,borough,39-410,Elim,Elim City Building,
2012-11-06,AK,,borough,39-415,Gambell ,Qerngughvik Community Hall,
2012-11-06,AK,,borough,39-420,Golovin,Golovin Community Hall,
2012-11-06,AK,,borough,39-425,Koyuk,Koyuk Community Hall,
2012-11-06,AK,,borough,39-430,Nome No. 1,Old St. Joe'S,
2012-11-06,AK,,borough,39-435,Nome No. 2,Old St. Joe'S,
2012-11-06,AK,,borough,39-440,Savoonga,Savoonga Municipal Building,
2012-11-06,AK,,borough,39-445,Shaktoolik,Shaktoolik City Hall,
2012-11-06,AK,,borough,39-455,St. Michael ,St Michael City Office Building,
2012-11-06,AK,,borough,39-460,Stebbins,Stebbins Community Hall,
2012-11-06,AK,,borough,39-465,Teller ,Teller Community/Bingo Hall,
2012-11-06,AK,,borough,39-470,Unalakleet,Community Building Memorial Hall,
2012-11-06,AK,,borough,39-475,Wales,Wales Multi-Purpose Building,
2012-11-06,AK,,borough,39-480,White Mountain ,New Community Building,
2012-11-06,AK,,borough,39-450,Shishmaref,Shishmaref Community Hall,
2012-11-06,AK,Northwest Arctic,borough,40-002,Ambler,Ambler Ira Building,"1001 Grizzly Way, Ambler, AK 99786"
2012-11-06,AK,North Slope,borough,40-004,Anaktuvuk Pass,City Office/Recreation Bldg,"3031 Main Street, Anaktuvuk Pass, AK 99721"
2012-11-06,AK,North Slope,borough,40-006,Atqasuk,Atqasuk Community Building,"5010 Ekosik Street, Atqasuk, AK 99791"
2012-11-06,AK,North Slope,borough,40-008,Barrow,North Slope Borough Building,"1274 Agvik Street, Barrow, AK 99723"
2012-11-06,AK,North Slope,borough,40-010,Browerville,Heritage Center,"5421 North Star Street, Browerville, AK 99723"
2012-11-06,AK,Northwest Arctic,borough,40-012,Buckland,Buckland Community Building,"49 Old Airport Road, Buckland, AK 99727"
2012-11-06,AK,Northwest Arctic,borough,40-014,Deering,Deering Community Building,"59 Main Street, Deering, AK 99736"
2012-11-06,AK,North Slope,borough,40-016,Kaktovik,Kaktovik Community Hall,"2051 Barter AVE, Kaktovik, AK 99747"
2012-11-06,AK,Northwest Arctic,borough,40-018,Kiana,Kiana Community Building,"Casonoff Street, Kiana, AK 99749"
2012-11-06,AK,Northwest Arctic,borough,40-020,Kivalina,Kivalina Community Hall,"Bering Street, Kivalina, AK 99750"
2012-11-06,AK,Northwest Arctic,borough,40-022,Kobuk,Kobuk Community Building,"519 Church Street, Kobuk, AK 99751"
2012-11-06,AK,Northwest Arctic,borough,40-024,Kotzebue,Northwest Arctic Borough Bldg,"163 Lagoon Street, Kotzebue, AK 99752"
2012-11-06,AK,Northwest Arctic,borough,40-026,Noatak ,Noatak Ira Building,
2012-11-06,AK,Northwest Arctic,borough,40-028,Noorvik,Noorvik Community Building,"20 Firweed Drive, Noorvik, AK 99763"
2012-11-06,AK,North Slope,borough,40-030,Nuiqsut,Kisik Community Center,"2230 2nd AVE, Nuiqsut, AK 99789"
2012-11-06,AK,North Slope,borough,40-032,Point Hope,Point Hope City Hall,"530 Qalgi Street, Point Hope, AK 99766"
2012-11-06,AK,North Slope,borough,40-034,Point Lay,Point Lay Community Center,
2012-11-06,AK,Northwest Arctic,borough,40-036,Selawik ,Selawik Community Hall,
2012-11-06,AK,Northwest Arctic,borough,40-038,Shungnak,Coffee House,"128 Hall Street, Shungnak, AK 99773"
2012-11-06,AK,North Slope,borough,40-040,Wainwright,Wainwright Community Center,"1216 Airport Raod, Wainwright, AK 99782"
