county_name,precinct_id,precinct_name,name,address
FAIRFAX COUNTY,0806,806 - SYDENSTRICKER,SYDENSTRICKER UNITED METHODIST CHURCH,8508 HOOES ROAD
FAIRFAX COUNTY,0807,807 - HUNT VALLEY,HUNT VALLEY ELEMENTARY SCHOOL,7107 SYDENSTRICKER ROAD
FAIRFAX COUNTY,0811,811 - POHICK,ST ANDREWS EPISCOPAL CHURCH,6509 Sydenstricker Rd
FAIRFAX COUNTY,0812,812 - VALLEY,ROLLING VALLEY ELEM SCHOOL,6703 Barnack Dr
FAIRFAX COUNTY,0815,815 - WOODYARD,ANTIOCH BAPTIST CHURCH,6531 LITTLE OX ROAD
FAIRFAX COUNTY,0824,824 - ORANGE,ORANGE HUNT ELEM SCHOOL,6820 Sydenstricker Rd
FAIRFAX COUNTY,0825,825 - CHERRY RUN,CHERRY RUN ELEMENTARY SCHOOL,9732 Ironmaster Dr
FAIRFAX COUNTY,0827,827 - IRVING,IRVING MIDDLE SCHOOL,8100 Old Keene Mill Rd
FAIRFAX COUNTY,0833,833 - WHITE OAKS,WHITE OAKS ELEMENTARY SCHOOL,6130 Shiplett Blvd
FAIRFAX COUNTY,0838,838 - SANGSTER,SANGSTER ELEMENTARY SCHOOL,7420 Reservation Dr
FAIRFAX COUNTY,0839,839 - SILVERBROOK,SILVERBROOK ELEMENTARY SCHOOL,9350 Crosspointe Dr
FAIRFAX COUNTY,0840,840 - WEST SPRINGFIELD,WEST SPRINGFIELD ELEM SCHOOL,6802 Deland Dr
FAIRFAX COUNTY,0841,841 - POPES HEAD,LIVING SAVIOR LUTHERAN CHURCH,5500 Ox Rd
FAIRFAX COUNTY,0842,842 - PARKWAY,BURKE COMMUNITY CHURCH,9900 Old Keene Mill Rd
FAIRFAX COUNTY,0843,843 - FAIR LAKES,ST PAUL CHUNG CATHOLIC CHURCH,4712 Rippling Pond Dr
FAIRFAX COUNTY,0844,844 - CENTERPOINTE,The Waterford at Fair Oaks,12025 Lee-Jackson Mem. Hwy
FAIRFAX COUNTY,0845,845 - FOUNTAINHEAD,Christ Church,7600 Ox Road
FAIRFAX COUNTY,0846,846 - GREENBRIAR EAST,GREENBRIAR EAST ELEM SCHOOL,13006 Point Pleasant Dr
FAIRFAX COUNTY,0847,847 - GREENBRIAR WEST,GREENBRIAR WEST ELEM SCHOOL,13300 Poplar Tree Rd
FAIRFAX COUNTY,0848,848 - FAIR OAKS,Virginia DOT Building ,4975 Alliance Drive
FAIRFAX COUNTY,0849,849 - NEWGATE,CENTREVILLE HIGH SCHOOL,6001 Union Mill Rd
FAIRFAX COUNTY,0850,850 - SOUTH RUN,SOUTH RUN RECREATION CENTER,7550 Reservation Dr
FAIRFAX COUNTY,0851,851 - WILLOW SPRINGS,WILLOW SPRINGS ELEM SCHOOL,5400 Willow Springs School Rd
FAIRFAX COUNTY,0901,901 - CENTRE RIDGE,CENTRE RIDGE ELEMENTARY SCHOOL,14400 New Braddock Rd
FAIRFAX COUNTY,0902,902 - BROOKFIELD,BROOKFIELD ELEMENTARY SCHOOL,4200 Lees Corner Rd
FAIRFAX COUNTY,0903,903 - CUB RUN,CUB RUN ELEMENTARY SCHOOL,5301 Sully Station Dr
FAIRFAX COUNTY,0904,904 - STONECROFT,CUB RUN RECREATION CENTER,4630 Stonecroft Blvd
FAIRFAX COUNTY,0905,905 - FRANKLIN,FRANKLIN MIDDLE SCHOOL,3300 Lees Corner Rd
FAIRFAX COUNTY,0908,908 - HIDDEN MEADOW,EPISCOPAL CHURCH OF THE EPIPHANY,3301 HIDDEN MEADOW DR
FAIRFAX COUNTY,0909,909 - OAK HILL,OAK HILL ELEMENTARY SCHOOL,3210 KINROSS CIRCLE
FAIRFAX COUNTY,0910,910 - LONDON TOWNE,LONDON TOWNE ELEMENTARY SCHOOL,6100 Stone Rd
FAIRFAX COUNTY,0911,911 - NAVY,NAVY ELEMENTARY SCHOOL,3500 W Ox Rd
FAIRFAX COUNTY,0913,913 - ROCKY RUN,ROCKY RUN MIDDLE SCHOOL,4400 Stringfellow Rd
FAIRFAX COUNTY,0914,914 - VALE,CROSSFIELD ELEMENTARY SCHOOL,2791 FOXMILL ROAD
FAIRFAX COUNTY,0915,915 - VIRGINIA RUN,VIRGINIA RUN ELEMENTARY SCHOOL,15450 Martins Hundred Dr
FAIRFAX COUNTY,0916,916 - WAPLES MILL,WAPLES MILL ELEMENTARY SCHOOL,11509 Waples Mill Rd
FAIRFAX COUNTY,0917,917 - STONE NORTH,STONE MIDDLE SCHOOL,5500 Sully Park Dr
FAIRFAX COUNTY,0918,918 - CENTREVILLE,Mountain View High School,5775 Spindle Court
FAIRFAX COUNTY,0919,919 - GREEN TRAILS,CENTREVILLE ELEMENTARY SCHOOL,14330 Green Trails Blvd
FAIRFAX COUNTY,0920,920 - CHANTILLY,CHANTILLY HIGH SCHOOL,4201 STRINGFELLOW ROAD
FAIRFAX COUNTY,0921,921 - DEER PARK,DEER PARK ELEMENTARY SCHOOL,15109 Carlbern Dr
FAIRFAX COUNTY,0923,923 - BULL RUN,BULL RUN ELEM SCHOOL,15301 Lee Hwy
FAIRFAX COUNTY,0924,924 - SPINDLE,Centreville Regional Library,14200 Saint Germain Drive
FAIRFAX COUNTY,0925,925 - OLD MILL,CENTREVILLE UNITED METH CHURCH,6400 Old Centreville Rd
FAIRFAX COUNTY,0926,926 - POWELL,POWELL ELEMENTARY SCHOOL,13340 Leland Rd
FAIRFAX COUNTY,0927,927 - ARMFIELD,FRANKLIN MIDDLE SCHOOL,3300 LEES CORNER RD
FAIRFAX COUNTY,0928,928 - POPLAR TREE,POPLAR TREE ELEMENTARY SCHOOL,13440 Melville Ln
FAIRFAX COUNTY,0929,929 - DIFFICULT RUN,CHURCH OF THE GOOD SHEPHERD,2351 HUNTER MILL ROAD
FAIRFAX COUNTY,0930,930 - LEES CORNER ,LEES CORNER ELEMENTARY SCHOOL,13500 HOLLINGER AVENUE
FAIRFAX COUNTY,0931,931 - CARSON,RACHEL CARSON MIDDLE SCHOOL,13618 MCLEAREN ROAD
FAIRFAX COUNTY,0932,932 - STONE SOUTH,STONE MIDDLE SCHOOL,5500 SULLY PARK DRIVE
FAIRFAX COUNTY,0933,933 - COMPTON,CENTREVILLE ELEMENTARY SCHOOL,14330 GREEN TRAILS BOULEVARD
FAUQUIER COUNTY,0101,101 - KETTLE RUN,KETTLE RUN HIGH SCHOOL,7403 Academic Ave
FAUQUIER COUNTY,0102,102 - CATLETT,SOUTHEASTERN ALTERNATIVE SCHOOL,4484 Catlett Rd
FAUQUIER COUNTY,0103,103 - CASANOVA,HM PEARSON ELEMENTARY SCHOOL,9347 Bastable Mill Rd
FAUQUIER COUNTY,0104,104 - LOIS,GROVE BAPTIST CHURCH,14260 Goldvein Rd
FAUQUIER COUNTY,0105,105 - OPAL,LIBERTY HIGH SCHOOL,6300 Independence Ave
FAUQUIER COUNTY,0106,106 - BALDWIN RIDGE,PB SMITH ELEMENTARY SCHOOL,6176 Dumfries Rd 
FAUQUIER COUNTY,0201,201 - COURTHOUSE,WARRENTON PRESBYTERIAN CHURCH,91 Main St
FAUQUIER COUNTY,0202,202 - AIRLIE,CM BRADLEY ELEMENTARY SCHOOL,674 Hastings Ln
FAUQUIER COUNTY,0203,203 - WARRENTON,WARRENTON COMMUNITY CENTER,430 E Shirley Ave
FAUQUIER COUNTY,0301,301 - MORRISVILLE,MARY WALTER ELEMENTARY SCHOOL,4529 Morrisville Rd
FAUQUIER COUNTY,0302,302 - REMINGTON,MM PIERCE ELEMENTARY SCHOOL,12074 James Madison St
FAUQUIER COUNTY,0303,303 - BEALETON,CEDAR LEE MIDDLE SCHOOL,11138 Marsh Rd
FAUQUIER COUNTY,0401,401 - MARSHALL,MARSHALL RURITAN CLUB,8400 Salem Avenue
FAUQUIER COUNTY,0402,402 - LEEDS,EMMANUEL EPISCOPAL CHURCH,9668 Maidstone Rd
FAUQUIER COUNTY,0403,403 - WATERLOO,FAUQUIER HIGH SCHOOL,705 Waterloo Rd
FAUQUIER COUNTY,0404,404 - SPRINGS VALLEY,BRUMFIELD ELEMENTARY SCHOOL,550 Alwington Blvd
FAUQUIER COUNTY,0501,501 - THE PLAINS,GRACE EPISCOPAL CHURCH,6507 Main St
FAUQUIER COUNTY,0502,502 - NEW BALTIMORE,AUBURN MIDDLE SCHOOL,7270 Riley Rd
FAUQUIER COUNTY,0503,503 - BROAD RUN,OUR SAVIOUR LUTHERAN CHURCH,6194 Dumfries Rd
FAUQUIER COUNTY,0504,504 - VINT HILL,C HUNTER RITCHIE ELEMENTARY SCHOOL,4416 Broad Run Church Rd
FLOYD COUNTY,0101,101 - LOCUST GROVE,CHECK ELEMENTARY SCHOOL,6810 Floyd Hwy N
FLOYD COUNTY,0201,201 - LITTLE RIVER,FLOYD ELEMENTARY SCHOOL,531 Oak Hill Dr SE
FLOYD COUNTY,0301,301 - COURTHOUSE,FLOYD COUNTY HIGH SCHOOL,721 Baker St
FLOYD COUNTY,0401,401 - BURKS FORK,WILLIS ELEMENTARY SCHOOL,5075 Floyd Hwy S
FLOYD COUNTY,0501,501 - INDIAN VALLEY,INDIAN VALLEY ELEMENTARY,4130 Indian Valley Rd NW
FLUVANNA COUNTY,0101,101 - PALMYRA,PALMYRA FIREHOUSE,14567 James Madison Highway
FLUVANNA COUNTY,0201,201 - COLUMBIA,KENTS STORE A R C BUILDING,111 Kents Store Way
FLUVANNA COUNTY,0301,301 - FORK UNION,FLUVANNA COUNTY COMMUNITY CNTR,5725 James Madison Hwy
FLUVANNA COUNTY,0401,401 - CUNNINGHAM,ANTIOCH BAPTIST CHURCH,4422 Antioch Rd
FLUVANNA COUNTY,0501,501 - RIVANNA,LAKE MONTICELLO FIREHOUSE,10 Slice Rd
FRANKLIN COUNTY,0102,102 - BURNT CHIMNEY,BURNT CHIMNEY ELEM SCHOOL,80 Burnt Chimney Rd
FRANKLIN COUNTY,0103,103 - SCRUGGS,SCRUGGS VFD & RESCUE SQD BLDG,2090 Bluewater Dr
FRANKLIN COUNTY,0201,201 - GLADE HILL,GLADE HILL ELEMENTARY SCHOOL,8081 Old Franklin Tpke
FRANKLIN COUNTY,0202,202 - PENHOOK,PENHOOK METHODIST CHURCH,29 Morgans Fork Rd
FRANKLIN COUNTY,0203,203 - HODGESVILLE,ROCKY MOUNT ELEMENTARY SCHOOL,555 School Board Rd
FRANKLIN COUNTY,0204,204 - DUDLEY,DUDLEY ELEMENTARY SCHOOL,7250 Brooks Mill Rd
FRANKLIN COUNTY,0301,301 - SNOW CREEK,SNOW CREEK RESCUE SQUAD BLDG,7049 Snow Creek Rd
FRANKLIN COUNTY,0302,302 - FORK MOUNTAIN,FORK MOUNTAIN V F D,2805 Virgil H Goode Hwy
FRANKLIN COUNTY,0303,303 - SONTAG,SONTAG ELEMENTARY SCHOOL,3101 Sontag Rd
FRANKLIN COUNTY,0304,304 - DICKINSON,FOREST HILL CHRISTIAN CHURCH,13181 Snow Creek Rd
FRANKLIN COUNTY,0401,401 - HENRY,HENRY ELEMENTARY SCHOOL,200 Henry School Rd
FRANKLIN COUNTY,0402,402 - FERRUM,FERRUM ELEMENTARY SCHOOL,660 Ferrum School Road
FRANKLIN COUNTY,0403,403 - ENDICOTT,CROSSROADS RURITAN CLUB BLDG,7155 Dry Hill Rd
FRANKLIN COUNTY,0501,501 - WAIDSBORO,WAIDSBORO RURITAN CLUB BLDG,370 Ruritan Rd
FRANKLIN COUNTY,0502,502 - CALLAWAY,CALLAWAY ELEMENTARY SCHOOL,8451 Callaway Rd
FRANKLIN COUNTY,0503,503 - BOWMANS,FAIRMONT BAPTIST CHURCH,1669 Bethlehem Rd
FRANKLIN COUNTY,0504,504 - GOGGINSVILLE,GOGGINSVILLE FAMILY CENTER,114 Gogginsville Rd
FRANKLIN COUNTY,0601,601 - BOONES MILL,BOONES MILL ELEMENTARY SCHOOL,265 Taylors Rd
FRANKLIN COUNTY,0602,602 - BONBROOK,RED VALLEY RESCUE SQUAD BLDG,2885 Jubal Early Hwy
FRANKLIN COUNTY,0603,603 - COOPERS COVE,COOPERS COVE COMMUNITY CENTER,35 Penick Pl
FRANKLIN COUNTY,0701,701 - ROCKY MOUNT EAST,ROCKY MOUNT FIRST CHURCH OF THE BRETHREN,405 Tanyard Rd
FRANKLIN COUNTY,0702,702 - ROCKY MOUNT WEST,LEONARD GEREAU CATCE CTR BLDG,150 Technology Dr
FRANKLIN COUNTY,0703,703 - ROCKY MOUNT SOUTH,PIGG RIVER MISSIONARY BAPTIST COMMUNITY CTR,2410 South Main Street
FREDERICK COUNTY,0101,101 - RUSSELLS,ROUND HILL FIRE EVENT CENTER,141 Spinning Wheel Lane
FREDERICK COUNTY,0102,102 - GORE,NORTH MOUNTAIN FIRE HALL,186 Rosenberger Ln
FREDERICK COUNTY,0103,103 - KERNSTOWN,ORCHARD VIEW ELEMENTARY SCHOOL,4275 Middle Rd
FREDERICK COUNTY,0104,104 - CEDAR CREEK,MIDDLETOWN ELEMENTARY SCHOOL,190 Mustang Ln
FREDERICK COUNTY,0201,201 - GAINESBOROUGH,GAINESBORO ELEMENTARY SCHOOL,4651 N Frederick Pike
FREDERICK COUNTY,0202,202 - ALBIN,JAMES WOOD HIGH SCHOOL,161 Apple Pie Ridge Rd
FREDERICK COUNTY,0203,203 - REDLAND,INDIAN HOLLOW ELEMENTARY SCHOOL,1548 N Hayfield Rd
FREDERICK COUNTY,0204,204 - NAIN,JAMES WOOD HIGH SCHOOL,161 Apple Pie Ridge Rd
FREDERICK COUNTY,0301,301 - CLEAR BROOK,STONEWALL ELEMENTARY SCHOOL,3165 Martinsburg Pike
FREDERICK COUNTY,0302,302 - NEFF'S TOWN,REDBUD RUN ELEMENTARY SCHOOL,250 First Woods Dr
FREDERICK COUNTY,0303,303 - WHITE HALL,APPLE PIE RIDGE ELEMENTARY SCHOOL,349 Apple Pie Ridge Rd
FREDERICK COUNTY,0401,401 - CARPERS VALLEY,SENSENY ROAD SCHOOL,1481 Senseny Rd
FREDERICK COUNTY,0402,402 - SHENANDOAH,EVENDALE ELEMENTARY SCHOOL,220 Rosa Ln
FREDERICK COUNTY,0403,403 - PARKIN'S MILL,BOWMAN LIBRARY,871 Tasker Rd
FREDERICK COUNTY,0404,404 - ARMEL,ARMEL ELEMENTARY SCHOOL,2239 Front Royal Pike
FREDERICK COUNTY,0501,501 - STEPHENS CITY,BASS-HOOVER ELEMENTARY SCHOOL,471 Aylor Rd
FREDERICK COUNTY,0502,502 - NEWTOWN,R. E. AYLOR MIDDLE SCHOOL,901 Aylor Rd
FREDERICK COUNTY,0503,503 - CANTERBURG,SHERANDO HIGH SCHOOL,185 S Warrior Dr
FREDERICK COUNTY,0601,601 - MILLBROOK,MILLBROOK HIGH SCHOOL,251 First Woods Dr
FREDERICK COUNTY,0602,602 - ASH HOLLOW,DOWELL J HOWARD CENTER,156 Dowell J Cir
FREDERICK COUNTY,0603,603 - GREENWOOD,GREENWOOD MILL ELEMENTARY SCHOOL,281 Channing Dr
GILES COUNTY,0101,101 - GLEN LYN,GLEN LYN TOWN HALL,205 Houston Ln
GILES COUNTY,0102,102 - RICH CREEK,RICH CREEK COMMUNITY CENTER,140 Spruce St
GILES COUNTY,0103,103 - NARROWS,NARROWS VFW COMMAND POST 6000,206 Hare St
GILES COUNTY,0201,201 - PEARISBURG,PEARISBURG TOWN HALL,112 Tazewell St
GILES COUNTY,0202,202 - STAFFORDSVILLE,TRIANGLE RURITAN CLUB,250 Sugar Run Rd
GILES COUNTY,0203,203 - WHITE GATE,WHITE GATE COMMUNITY CENTER,2760 Walkers Creek Valley Rd
GILES COUNTY,0301,301 - EGGLESTON,EGGLESTON MASONIC LODGE,101 FIREHOUSE ROAD
GILES COUNTY,0302,302 - PEMBROKE,PEMBROKE VFD ACTIVITIES BLDG,102 CASCADE DRIVE
GILES COUNTY,0303,303 - NEWPORT,NEWPORT RECREATION CENTER,434 Blue Grass Trl
GLOUCESTER COUNTY,0101,101 - HARCUM,BridgePoint Church,10487 Harcum Rd
GLOUCESTER COUNTY,0102,102 - SALEM,Petsworth Elementary School,10658 George Washington Memorial Hwy
GLOUCESTER COUNTY,0103,103 - PEASLEY,Peasley Middle School,2885 Hickory Fork Rd
GLOUCESTER COUNTY,0201,201 - COURTHOUSE,Grace Covenant Presbyterian Church,6470 Main St
GLOUCESTER COUNTY,0202,202 - BOTETOURT,Botetourt Elementary School,6361 Main St
GLOUCESTER COUNTY,0301,301 - WHITE MARSH,Bethel Elementary School,2991 Hickory Fork Rd
GLOUCESTER COUNTY,0302,302 - ROANES,Gloucester High School,6680 Short Ln
GLOUCESTER COUNTY,0401,401 - HAYES,Abingdon Elementary School,7087 Powhatan Dr
GLOUCESTER COUNTY,0402,402 - SARAHS CREEK,Gloucester Point Baptist Church,7741 Terrapin Cove Rd
GLOUCESTER COUNTY,0501,501 - ACHILLES,Abingdon Ruritan Club,8784 Guinea Rd
GLOUCESTER COUNTY,0502,502 - WALKER,T C Walker Education Center,6099 T C Walker Rd
GOOCHLAND COUNTY,0101,101 - FIFE,FIFE FIRE HOUSE,2397 Hadensville Fife Rd
GOOCHLAND COUNTY,0102,102 - HADENSVILLE,COUNTY LINE BAPTIST CHURCH,4070 County Line Rd
GOOCHLAND COUNTY,0201,201 - THREE SQUARE,SMYRNA BAPTIST CHURCH,1470 Rock Castle Rd
GOOCHLAND COUNTY,0202,202 - SANDY HOOK,GOOCHLAND RECREATION CENTER,2415 Sandy Hook Rd
GOOCHLAND COUNTY,0301,301 - GOOCHLAND COURT HOUSE 1,GOOCHLAND COMPANY 5 FIREHOUSE,2710 Fairground Rd
GOOCHLAND COUNTY,0302,302 - GOOCHLAND COURT HOUSE 2,GOOCHLAND COMPANY 5 FIREHOUSE,2710 Fairground Rd
GOOCHLAND COUNTY,0401,401 - SHALLOW WELL,GRACE CHINESE BAPTIST CHURCH,850 Broad Street Rd
GOOCHLAND COUNTY,0402,402 - CENTERVILLE,ST MATTHEW'S UNITED METHODIST CHURCH,1706 St Matthew's Ln
GOOCHLAND COUNTY,0501,501 - MANAKIN,DOVER BAPTIST CHURCH ,635 Manakin Rd
GOOCHLAND COUNTY,0502,502 - BLAIR ROAD,COLLEGIATE SCHOOL ATHLETICS BUILDING,400 Blair Rd
GRAYSON COUNTY,0101,101 - BRIDLE CREEK,GRACE FREEWILL BAPTIST CHURCH ,6211 WILSON HWY
GRAYSON COUNTY,0102,102 - FLATRIDGE,FLATRIDGE COMMUNITY BLDG,8496 FLATRIDGE ROAD
GRAYSON COUNTY,0103,103 - GRANT,GRANT GRANGE HALL,840 GRANGE HALL ROAD
GRAYSON COUNTY,0104,104 - MOUTH OF WILSON,OAK HILL ACADEMY,2635 OAK HILL ROAD
GRAYSON COUNTY,0105,105 - MOUNT ROGERS,WHITETOP COMMUNITY CTR,16153 HIGHLANDS PKWY
GRAYSON COUNTY,0106,106 - RUGBY,RUGBY FIRE & RESCUE BLDG,53 RUGBY ROAD
GRAYSON COUNTY,0107,107 - TROUTDALE,TROUTDALE FIRE & RESCUE BLDG,291 RIPSHIN ROAD
GRAYSON COUNTY,0108,108 - COMERS ROCK,COMERS ROCK COMMUNITY CENTER,692 MT ZION ROAD
GRAYSON COUNTY,0202,202 - ELK CREEK,ELK CREEK RESCUE SQUAD BLDG,9109 ELK CREEK PKWY
GRAYSON COUNTY,0203,203 - INDEPENDENCE,GRAYSON CO. HIGH SCHOOL,110 BLUE DEVIL DR
GRAYSON COUNTY,0301,301 - BAYWOOD,Baywood Wesleyan Church,1995 Old Baywood Rd
GRAYSON COUNTY,0302,302 - FAIRVIEW,FAIRVIEW ELEMENTARY SCHOOL,2323 FAIRVIEW ROAD
GRAYSON COUNTY,0401,401 - FRIES,FRIES SCHOOL,114 E MAIN ST
GRAYSON COUNTY,0402,402 - PROVIDENCE,OLD PROVIDENCE SCHOOL,56 BAINBRIDGE RD
GRAYSON COUNTY,0403,403 - OLDTOWN,BIBLE BAPTIST CHURCH,1149 GREENVILLE ROAD
GREENE COUNTY,0101,101 - DYKE,DYKE FIRE STATION,9144 Dyke Rd
GREENE COUNTY,0102,102 - SWIFT RUN,GREENE COUNTY TECHNICAL EDUCATION CTR,10415 Spotswood Trail
GREENE COUNTY,0201,201 - RUCKERSVILLE,RUCKERSVILLE FIRE STATION,50 Sassafras Lane
GREENE COUNTY,0301,301 - STANARDSVILLE,PVCC EUGENE GIUSEPPE CENTER,222 Main St
GREENE COUNTY,0401,401 - MIDWAY,RUCKERSVILLE ELEMENTARY SCHOOL,105 Progress Place
GREENSVILLE COUNTY,0101,101 - PRECINCT 1-A,SKIPPERS VOTING HOUSE,4900 Skippers Rd
GREENSVILLE COUNTY,0102,102 - PRECINCT 1-B,TAYLORS MILL VOTING HOUSE,8215 Little Low Ground Rd
GREENSVILLE COUNTY,0103,103 - PRECINCT 1-C,ZION VOTING HOUSE,1986 Skippers Rd
GREENSVILLE COUNTY,0201,201 - PRECINCT 2-A,HICKSFORD POLLING PLACE,1775 Dry Bread Rd
GREENSVILLE COUNTY,0202,202 - PRECINCT 2-B,BRINK RURITAN CLUB,5926 Brink Rd
GREENSVILLE COUNTY,0302,302 - PRECINCT 3-A,BELFIELD POLLING PLACE,20 Robinson Ln
GREENSVILLE COUNTY,0401,401 - PRECINCT 4-A,PURDY VOTING HOUSE,31 Smokey Ordinary Rd
GREENSVILLE COUNTY,0402,402 - PRECINCT 4-B,JARRATT FIRE HOUSE,414 Jarratt Ave
GREENSVILLE COUNTY,0403,403 - PRECINCT 4-C,GREENSVILLE RURITAN CLUB,370 Ruritan Dr
HALIFAX COUNTY,0101,101 - CHILDREY,CHILDREY BAPTIST CHURCH,1224 CHILDREY CHURCH ROAD
HALIFAX COUNTY,0102,102 - LIBERTY,LIBERTY FIRE STATION,4070 Liberty Rd
HALIFAX COUNTY,0103,103 - REPUBLICAN GROVE,NORTH HALIFAX FIRE STATION,4201 Leda Grove Rd
HALIFAX COUNTY,0201,201 - CLAYS MILL,Halifax County Agricultural Marketing Center,1001 Farmway Lane
HALIFAX COUNTY,0202,202 - CROSSROADS,TRIANGLE FIRE STATION,1051 Mortons Ferry Rd
HALIFAX COUNTY,0203,203 - CLOVER,CLOVER FIRE DEPARTMENT,1020 North Gayle Street
HALIFAX COUNTY,0302,302 - MEADVILLE,"BANISTER, STAUNTON RIVER, & SUNNYSIDE BAPTIST CTR.",7114 Chatham Rd
HALIFAX COUNTY,0304,304 - VERNON HILL,OAK LEVEL FIRE STATION,2019 Oak Level Rd
HALIFAX COUNTY,0305,305 - SINAI,AMERICAN LEGION POST 99,1034 Mallard Ln
HALIFAX COUNTY,0401,401 - COURTHOUSE,MARY BETHUNE COMPLEX GYMNASIUM,1030 Cowford Rd
HALIFAX COUNTY,0403,403 - CENTER,FIRE TRAINING SCHOOL,1018 Middle School Cir
HALIFAX COUNTY,0502,502 - DAN RIVER,SOUTH BOSTON FIRE STATION,403 Broad St
HALIFAX COUNTY,0503,503 - SCOTTSBURG,SCOTTSBURG COMMUNITY CENTER,3050 Scottsburg Rd
HALIFAX COUNTY,0601,601 - BLACK WALNUT,COMM ACTION CHILD CARE CENTER,1176 Huell Matthews Hwy
HALIFAX COUNTY,0603,603 - MT CARMEL,TURBEVILLE FIRE DEPARTMENT,1002 Melon Road
HALIFAX COUNTY,0605,605 - UNION,UNION RURITAN BUILDING,3055 UNION CHURCH ROAD
HALIFAX COUNTY,0701,701 - HYCO,CLUSTER SPG FIRE DEPT COMM CTR,1011 Black Walnut Church Rd
HALIFAX COUNTY,0702,702 - MIDWAY,MIDWAY FIRE STATION,11009 Bill Tuck Hwy
HALIFAX COUNTY,0703,703 - VIRGILINA,VIRGILINA FIRE STATION,8052 FLORENCE AVENUE
HALIFAX COUNTY,0801,801 - SOUTH BOSTON,South Boston Recreation Bld,1620 Jeffress Blvd
HANOVER COUNTY,0101,101 - ASHLAND,Ashland Library,201 S Railroad Ave
HANOVER COUNTY,0104,104 - SLIDING HILL,Chickahominy Fire Station #10,10414 Leadbetter Rd
HANOVER COUNTY,0105,105 - BERKLEY,Ashland Fire Station #1,501 Archie Cannon Dr.
HANOVER COUNTY,0106,106 - KERSEY CREEK,Kersy Creek Elementary School,10004 Learning Ln. 
HANOVER COUNTY,0107,107 - CHICKAHOMINY,Chickahominy Middle School,9450 Atlee Station Rd
HANOVER COUNTY,0201,201 - BEAVERDAM,Beaverdam Elementary School,15485 Beaverdam School Rd
HANOVER COUNTY,0202,202 - BLUNTS,Doswell Ruritan Club,16433 Washington Hwy
HANOVER COUNTY,0203,203 - WILMINGTON PARISH,Patrick Henry High School,12449 W Patrick Henry Rd.
HANOVER COUNTY,0206,206 - COURTHOUSE,County Administration Building,7516 County Complex Rd.
HANOVER COUNTY,0208,208 - OAK KNOLL,Oak Knoll Middle School,10295 Chamberlayne Rd.
HANOVER COUNTY,0209,209 - WEST HANOVER,Hanover Parks & Rec/Montpelier,17205 Mountain Rd.
HANOVER COUNTY,0210,210 - OAK HILL,Patrick Henry High School,12449 West Patrick Henry Rd.
HANOVER COUNTY,0301,301 - CLAY,Washington Henry Elementary School,9025 Washington Henry Dr.
HANOVER COUNTY,0303,303 - SHADY GROVE,Northside Baptist Church,7600 Studley Rd.
HANOVER COUNTY,0304,304 - ATLEE,Atlee High School,9414 Atlee Station Rd
HANOVER COUNTY,0305,305 - COOL SPRING,Pearsons Corner Elementary School,8290 New Ashcake Rd.
HANOVER COUNTY,0401,401 - BATTLEFIELD,Battlefield Elementary School,5501 Mechanicsville Tpke
HANOVER COUNTY,0403,403 - COLD HARBOR,Cold Harbor Elementary School,6740 Cold Harbor Rd
HANOVER COUNTY,0404,404 - BLACK CREEK,Fellowship Center of Black Creek Church ,6229 Mcclellan Rd
HANOVER COUNTY,0405,405 - PEBBLE CREEK,East Hanover Rescue Squad,8105 Walnut Grove Rd
HANOVER COUNTY,0406,406 - BEAVERDAM CREEK,Post 9808 VFW Building,7168 Flag Ln.
HANOVER COUNTY,0502,502 - RURAL POINT,Rural Point Elementary School,7161 Studley Rd.
HANOVER COUNTY,0503,503 - NEWMAN,Pole Green Elementary School,8993 Pole Green Park Ln.
HANOVER COUNTY,0504,504 - STUDLEY,Salem Presbyterian Church,5394 Studley Rd.
HANOVER COUNTY,0505,505 - TOTOPOTOMOY,Eastern Hanover Fire Station,4428 Mechanicsville Tpke
HANOVER COUNTY,0506,506 - GEORGETOWN,Hanover High School,10307 Chamberlayne Rd.
HANOVER COUNTY,0507,507 - LAUREL MEADOW,Laurel Meadow Elementary School,8248 Lee Davis Rd.
HANOVER COUNTY,0601,601 - VILLAGE,Mechanicsville Elementary School,7425 Mechanicsville Elem Dr.
HANOVER COUNTY,0602,602 - LEE DAVIS,Lee Davis High School,7052 Mechanicsville Tpke
HANOVER COUNTY,0603,603 - MECHANICSVILLE,Mechanicsville Christian Center,8061 Shady Grove Rd.
HANOVER COUNTY,0604,604 - HANOVER GROVE,Mechanicsville Library,7461 Sherwood Crossing Pl.
HANOVER COUNTY,0701,701 - FARRINGTON,Abner Baptist Church,15143 Abner Church Rd.
HANOVER COUNTY,0702,702 - MONTPELIER,Montpelier Center for Arts and Education,17205 Mountain Rd.
HANOVER COUNTY,0703,703 - ROCKVILLE,Rockville Library,16600 Pouncey Tract Rd.
HANOVER COUNTY,0704,704 - ELMONT,Elmont Elementary School,12007 Cedar Ln.
HANOVER COUNTY,0705,705 - SOUTH ANNA,South Anna Elementary School,13122 Waltons Tavern Rd.
HENRICO COUNTY,0101,101 - COALPIT,ECHO LAKE ELEMENTARY SCHOOL,5200 Francistown Rd
HENRICO COUNTY,0102,102 - DUMBARTON,DUMBARTON ELEMENTARY SCHOOL,9000 Hungary Spring Rd
