state,jurisdiction_type,county_name,precinct_id,name,address
MD,county,Baltimore City,027-020-1,School No. 245,"1235 Sherwood Ave., Baltimore, MD 21239"
MD,county,Baltimore City,027-021-1,School No. 219,"5931 Yorkwood Road, Baltimore, MD 21239"
MD,county,Baltimore City,027-022-1,School No. 242,"5201 Loch Raven Boulevard, Baltimore, MD 21239"
MD,county,Baltimore City,027-023-1,School No. 242,"5201 Loch Raven Boulevard, Baltimore, MD 21239"
MD,county,Baltimore City,027-024-1,School No. 242,"5201 Loch Raven Boulevard, Baltimore, MD 21239"
MD,county,Baltimore City,027-025-1,Northwood Appold Community Academy,"4417 Loch Raven Boulevard, Baltimore, MD 21218"
MD,county,Baltimore City,027-026-1,Enoch Pratt Free Library Northwood Branch Side Entrance,"4420 Loch Raven Boulevard, Baltimore, MD 21218"
MD,county,Baltimore City,027-027-1,Enoch Pratt Free Library Northwood Branch Side Entrance,"4420 Loch Raven Boulevard, Baltimore, MD 21218"
MD,county,Baltimore City,027-028-1,Baltimore IT Academy #378,"900 Woodbourne Avenue At Tunbridge Road, Baltimore, MD 21212"
MD,county,Baltimore City,027-029-1,Baltimore IT Academy #378,"900 Woodbourne Avenue At Tunbridge Road, Baltimore, MD 21212"
MD,county,Baltimore City,027-030-1,School No. 242,"5201 Loch Raven Boulevard, Baltimore, MD 21239"
MD,county,Baltimore City,027-031-1,School No. 245,"1235 Sherwood Avenue, Baltimore, MD 21239"
MD,county,Baltimore City,027-032-1,Northside Baptist Church,"1100 E. Northern Parkway, Baltimore, MD 21239"
MD,county,Baltimore City,027-033-1,School No. 213,"500 Campbell Lane at Govane, Baltimore, MD 21212"
MD,county,Baltimore City,027-034-1,Deweese Recreation Center,"5501 Ivanhoe Avenue, Baltimore, MD 21212"
MD,county,Baltimore City,027-035-1,School No. 382,"1101 Winston Avenue, Baltimore, MD 21212"
MD,county,Baltimore City,027-036-1,School No. 214,"4520 York Road, Baltimore, MD 21212"
MD,county,Baltimore City,027-037-1,School No. 214,"4520 York Road, Baltimore, MD 21212"
MD,county,Baltimore City,027-038-1,Govans Manor,"5220 York Road, Baltimore, MD 21212"
MD,county,Baltimore City,027-039-1,St. Marys Church of Govans,"5502 York Road, Baltimore, MD 21212"
MD,county,Baltimore City,027-040-1,Grace United Methodist Church,"5407 N. Charles Street, Baltimore, MD 21210"
MD,county,Baltimore City,027-041-1,Grace United Methodist Church,"5407 N. Charles Street, Baltimore, MD 21210"
MD,county,Baltimore City,027-042-1,First Christian Church,"5802 Roland Avenue, Baltimore, MD 21210"
MD,county,Baltimore City,027-043-1,School No. 407,"4600 Falls Road, Baltimore, MD 21209"
MD,county,Baltimore City,027-044-1,School No. 233,"5207 Roland Avenue, Baltimore, MD 21210"
MD,county,Baltimore City,027-045-1,St. David's Church,"4700 Roland Avenue, Baltimore, MD 21210"
MD,county,Baltimore City,027-046-1,Bolton Street Synagogue,"212 West Coldspring Lane, Baltimore, MD 21210"
MD,county,Baltimore City,027-047-1,School No. 249,"4300 Buchanan Avenue, Baltimore, MD 21211"
MD,county,Baltimore City,027-048-1,Ruscombe Garden Apartments,"4800 Yellowwood Avenue, Baltimore, MD 21209"
MD,county,Baltimore City,027-049-1,Shrine of the Sacred Heart School,"5800 Smith Avenue, Baltimore, MD 21209"
MD,county,Baltimore City,027-050-1,Elderslie United Methodist Church,"5601 Pimlico Road, Baltimore, MD 21209"
MD,county,Baltimore City,027-051-1,Levindale Home,"2434 W. Belvedere Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-052-1,School No. 223,"4849 Pimlico Road, Baltimore, MD 21215"
MD,county,Baltimore City,027-053-1,School No. 62,"2835 Virginia Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-054-1,C.C. Jackson Recreation Center,"4910 Park Heights Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-055-1,School No. 5,"5011 Arbutus Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-056-1,Bel-Park Tower,"3800 W. Belvedere Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-057-1,Bel-Park Tower,"3800 W. Belvedere Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-058-1,School No. 223,"4849 Pimlico Road, Baltimore, MD 21215"
MD,county,Baltimore City,027-059-1,Jewish Community Center,"5700 Park Heights Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-060-1,Jewish Community Center,"5700 Park Heights Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-061-1,School No. 401,"6900 Park Heights Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-062-1,School No. 401,"6900 Park Heights Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-063-1,School No. 247,"6100 Cross Country Boulevard, Baltimore, MD 21215"
MD,county,Baltimore City,027-064-1,Engine House No. 45,"2700 Glen Avenue at Cross Country, Baltimore, MD 21209"
MD,county,Baltimore City,027-065-1,School No. 247,"6100 Cross Country Boulevard, Baltimore, MD 21215"
MD,county,Baltimore City,027-066-1,School No. 401,"6900 Park Heights Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,027-067-1,School No. 241,"3801 Fallstaff Road, Baltimore, MD 21215"
MD,county,Baltimore City,028-001-1,School No. 241,"3801 Fallstaff Road, Baltimore, MD 21215"
MD,county,Baltimore City,028-002-1,School No. 224,"5545 Kennison Avenue, Baltimore, MD 21215"
MD,county,Baltimore City,028-003-1,School No. 177,"4411 Garrison Boulevard, Baltimore, MD 21215"
MD,county,Baltimore City,028-004-1,School No. 256,"3501 Hillsdale Road, Baltimore, MD 21207"
MD,county,Baltimore City,028-005-1,Forest Park Senior Center,"4801 Liberty Heights Avenue, Baltimore, MD 21207"
MD,county,Baltimore City,028-006-1,Forest Park Senior Center,"4801 Liberty Heights Avenue, Baltimore, MD 21207"
MD,county,Baltimore City,028-007-1,School No. 256,"3501 Hillsdale Road, Baltimore, MD 21207"
MD,county,Baltimore City,028-008-1,Liberty Recreation Center,"3901 Maine Avenue, Baltimore, MD 21207"
MD,county,Baltimore City,028-009-1,School No. 201,"5025 Dickey Hill Road, Baltimore, MD 21207"
MD,county,Baltimore City,028-010-1,St. William of York Church,"600 Cooks Lane, Baltimore, MD 21229"
MD,county,Baltimore City,028-011-1,School No. 232,"605 Dryden Drive, Baltimore, MD 21229"
MD,county,Baltimore City,028-012-1,School No. 232,"605 Dryden Drive, Baltimore, MD 21229"
MD,county,Baltimore City,028-013-1,School No. 400,"501 Athol Avenue, Baltimore, MD 21229"
MD,county,Baltimore City,028-014-1,School No. 246 Annex,"301 S. Beechfield Avenue, Baltimore, MD 21229"
MD,county,Baltimore City,028-015-1,Green Street Academy #377,"201 North Bend Road, Baltimore, MD 21229"
MD,county,Baltimore,001-001-1,Woodlawn High School Cafeteria,"1801 Woodlawn Drive, Baltimore, MD 21207"
MD,county,Baltimore,001-002-1,Chadwick Elementary School Gym,"1918 Winder Road, Baltimore, MD 21244"
MD,county,Baltimore,001-003-1,Woodbridge Elementary School Gym,"1410 Pleasant Valley Drive, Baltimore, MD 21228"
MD,county,Baltimore,001-004-1,Woodbridge Elementary School Cafeteria,"1410 Pleasant Valley Drive, Baltimore, MD 21228"
MD,county,Baltimore,001-005-1,Johnnycake Elementary School Multipurpose Room,"5910 Craigmont Road, Baltimore, MD 21228"
MD,county,Baltimore,001-006-1,Edmondson Heights Elementary School Gym,"1600 Langford Road, Baltimore, MD 21207"
MD,county,Baltimore,001-007-1,Westowne Elementary School Cafeteria,"401 Harlem Lane, Baltimore, MD 21228"
MD,county,Baltimore,001-008-1,Westowne Elementary School Gym,"401 Harlem Lane, Baltimore, MD 21228"
MD,county,Baltimore,001-009-1,Banneker Community Center Gym,"27 Main Avenue, Baltimore, MD 21228"
MD,county,Baltimore,001-010-1,Hillcrest Elementary School Cafeteria,"1500 Frederick Road, Baltimore, MD 21228"
MD,county,Baltimore,001-011-1,St. Paul Lutheran Church Fellowship Hall,"2001 Old Frederick Road, Baltimore, MD 21228"
MD,county,Baltimore,001-012-1,Catonsville Middle School Cafeteria,"2301 Edmondson Avenue, Baltimore, MD 21228"
MD,county,Baltimore,001-013-1,Hillcrest Elementary School Gym,"1500 Frederick Road, Baltimore, MD 21228"
MD,county,Baltimore,001-014-1,Catonsville High School Gym,"421 Bloomsbury Avenue, Baltimore, MD 21228"
MD,county,Baltimore,001-015-1,Western School of Technology Gym,"100 Kenwood Avenue, Baltimore, MD 21228"
MD,county,Baltimore,001-016-1,Charlestown Retirement Community Conference Ctr,"719 Maiden Choice Lane, Baltimore, MD 21228"
MD,county,Baltimore,001-017-1,Dogwood Elementary School Gym,"7215 Dogwood Road, Baltimore, MD 21244"
MD,county,Baltimore,002-001-1,Powhatan Elementary School Gym,"3300 Kelox Road, Baltimore, MD 21207"
MD,county,Baltimore,002-002-1,Powhatan Elementary School Cafeteria,"3300 Kelox Road, Baltimore, MD 21207"
MD,county,Baltimore,002-003-1,Featherbed Lane Elementary Primary School,"6700 Richardson Road, Baltimore, MD 21207"
MD,county,Baltimore,002-004-1,Woodmoor Elementary School Multipurpose Room,"3200 Elba Drive, Baltimore, MD 21207"
MD,county,Baltimore,002-005-1,Hebbville Elementary School Multipurpose Room,"3335 Washington Avenue, Baltimore, MD 21244"
MD,county,Baltimore,002-006-1,Milford Mill Academy Gym,"3800 Washington Avenue, Baltimore, MD 21244"
MD,county,Baltimore,002-007-1,Old Court Middle School Cafeteria,"4627 Old Court Road, Baltimore, MD 21208"
MD,county,Baltimore,002-008-1,Winand Elementary School Cafeteria,"8301 Scotts Level Road, Baltimore, MD 21208"
MD,county,Baltimore,002-009-1,Scotts Branch Elementary School Cafeteria,"8220 Tawnmoore Road, Baltimore, MD 21244"
MD,county,Baltimore,002-010-1,Winfield Elementary School Gym,"8300 Carlson Lane, Baltimore, MD 21244"
MD,county,Baltimore,002-011-1,Community Support Service for the Deaf,"3113 Richwood Avenue, Baltimore, MD 21244"
MD,county,Baltimore,002-012-1,Liberty Senior Center Multipurpose Room,"3525 Resource Drive, Randallstown, MD 21133"
MD,county,Baltimore,002-013-1,Church Lane Elementary/Technology School Multi-Room,"3820 Fernside Road, Randallstown, MD 21133"
MD,county,Baltimore,002-014-1,Church Lane Elementary/Technology School Cafeteria,"3820 Fernside Road, Randallstown, MD 21133"
MD,county,Baltimore,002-015-1,Deer Park Elementary School Cafeteria,"9809 Lyons Mill Road, Owings Mills, MD 21117"
MD,county,Baltimore,002-016-1,Randallstown High School Gym,"4000 Offutt Road, Randallstown, MD 21133"
MD,county,Baltimore,002-017-1,Randallstown High School Cafeteria,"4000 Offutt Road, Randallstown, MD 21133"
MD,county,Baltimore,002-018-1,Hernwood Elementary School Cafeteria,"9919 Marriottsville Road, Randallstown, MD 21133"
MD,county,Baltimore,002-019-1,Granite Presbyterian Church Social Hall,"10637 Old Court Road, Woodstock, MD 21163"
MD,county,Baltimore,002-020-1,Deer Park Mid/Mag Cafeteria,"9830 Winans Road, Randallstown, MD 21133"
MD,county,Baltimore,002-021-1,Wards Chapel Methodist Church Fellowship Hall,"11023 Liberty Road, Randallstown, MD 21133"
MD,county,Baltimore,002-022-1,Hernwood Elementary School Rec Room,"9919 Marriottsville Road, Randallstown, MD 21133"
MD,county,Baltimore,002-023-1,Old Court Middle School Library,"4627 Old Court Road, Baltimore, MD 21208"
MD,county,Baltimore,002-024-1,Deer Park Mid/Mag Gym,"9830 Winans Road, Randallstown, MD 21133"
MD,county,Baltimore,002-025-1,North Oaks Retirement Community Wilson Hall,"725 Mount Wilson Road, Baltimore, MD 21208"
MD,county,Baltimore,002-026-1,New Town Elementary School Gym,"4924 New Town Blvd, Owings Mills, MD 21117"
MD,county,Baltimore,002-027-1,Deer Park Elementary School Gym,"9809 Lyons Mill Road, Owings Mills, MD 21117"
MD,county,Baltimore,002-028-1,Milford Mill Academy Cafeteria,"3800 Washington Avenue, Baltimore, MD 21244"
MD,county,Baltimore,002-029-1,New Town High School Cafeteria,"4931 New Town Blvd., Owings Mills, MD 21117"
MD,county,Baltimore,003-001-1,Augsburg Lutheran Home Rec Room,"6811 Campfield Road, Baltimore, MD 21207"
MD,county,Baltimore,003-002-1,Milbrook Elementary School Gym,"4300 Crest Heights Road, Baltimore, MD 21215"
MD,county,Baltimore,003-003-1,Sudbrook Magnet Middle School Cafeteria,"4300 Bedford Road, Baltimore, MD 21208"
MD,county,Baltimore,003-004-1,Bedford Elementary School Gym,"7407 Dorman Drive, Baltimore, MD 21208"
MD,county,Baltimore,003-005-1,Pikesville Armory Drill Floor,"610 Reisterstown Road, Baltimore, MD 21208"
MD,county,Baltimore,003-006-1,Pikesville Middle School Cafeteria,"7701 Seven Mile Lane, Baltimore, MD 21208"
MD,county,Baltimore,003-007-1,Pikesville High School Cafeteria,"7621 Labyrinth Road, Baltimore, MD 21208"
MD,county,Baltimore,003-008-1,Summit Park Elementary School Cafeteria,"6920 Diana Road, Baltimore, MD 21209"
MD,county,Baltimore,003-009-1,Summit Park Elementary School Gym,"6920 Diana Road, Baltimore, MD 21209"
MD,county,Baltimore,003-010-1,Fort Garrison Elementary School Multi-Room,"3310 Woodvalley Drive, Baltimore, MD 21208"
MD,county,Baltimore,003-011-1,Woodholme Elementary School Gym,"300 Mount Wilson Lane, Baltimore, MD 21208"
MD,county,Baltimore,003-012-1,St. Thomas Episcopal Church Hall,"232 St. Thomas Lane, Owings Mills, MD 21117"
MD,county,Baltimore,003-013-1,Fort Garrison Elementary School Cafeteria,"3310 Woodvalley Drive, Baltimore, MD 21208"
MD,county,Baltimore,003-014-1,Woodholme Elementary School Rec Council Room,"300 Mount Wilson Lane, Baltimore, MD 21208"
MD,county,Baltimore,004-001-1,Owings Mills High School Multipurpose Room,"124 Tollgate Road, Owings Mills, MD 21117"
MD,county,Baltimore,004-002-1,Timber Grove Elementary School Cafeteria,"701 Academy Avenue, Owings Mills, MD 21117"
MD,county,Baltimore,004-003-1,Har Sinai Congregation Social Hall,"2905 Walnut Avenue, Owings Mills, MD 21117"
MD,county,Baltimore,004-004-1,Glyndon Elementary School Cafeteria,"445 Glyndon Drive, Reisterstown, MD 21136"
MD,county,Baltimore,004-005-1,Glyndon Elementary School Gym,"445 Glyndon Drive, Reisterstown, MD 21136"
MD,county,Baltimore,004-006-1,Reisterstown Elementary School Gym,"223 Walgrove Road, Reisterstown, MD 21136"
MD,county,Baltimore,004-007-1,Franklin Middle School Annex Cafeteria,"10 Cockeysmill Road, Reisterstown, MD 21136"
MD,county,Baltimore,004-008-1,Chatsworth School Cafeteria,"222 New Avenue, Reisterstown, MD 21136"
MD,county,Baltimore,004-009-1,Boring Volunteer Fire Department Engine Bay,"14711 Old Hanover Road, Boring, MD 21020"
MD,county,Baltimore,004-010-1,Franklin Elementary School Gym,"33 Cockeysmill Road, Reisterstown, MD 21136"
MD,county,Baltimore,004-011-1,Butler Volunteer Fire Company Hall,"15019 Falls Road, Butler, MD 21023"
MD,county,Baltimore,004-012-1,Cedarmere Elementary School Cafeteria,"17 Nicodemus Road, Reisterstown, MD 21136"
MD,county,Baltimore,004-013-1,Chestnut Ridge Volunteer Fire Company Meeting Room,"12020 Greenspring Avenue, Owings Mills, MD 21117"
MD,county,Baltimore,004-014-1,Christ the King Lutheran Church Fellow Hall,"515 Academy Avenue, Owings Mills, MD 21117"
MD,county,Baltimore,005-001-1,Fifth District Elementary School Gym,"3725 Mount Carmel Road, Upperco, MD 21155"
MD,county,Baltimore,006-001-1,Prettyboy Elementary School Cafeteria,"19810 Middletown Road, Freeland, MD 21053"
MD,county,Baltimore,006-002-1,Gunpowder Baptist Church,"20074 Middletown Road, Freeland, MD 21053"
MD,county,Baltimore,007-001-1,Seventh District Elementary School Gym,"20300 York Road, Parkton, MD 21120"
MD,county,Baltimore,007-002-1,American Legion Hall Post  #256 Social Hall,"19520 York Road, Parkton, MD 21120"
MD,county,Baltimore,007-003-1,Hereford High School Auditorium,"17301 York Road, Parkton, MD 21120"
MD,county,Baltimore,008-001-1,Sparks Elementary School Cafeteria,"601 Belfast Road, Sparks, MD 21152"
MD,county,Baltimore,008-002-1,Oregon Ridge Lodge Sequoia Hall,"13401 Beaver Dam Road, Cockeysville, MD 21030"
MD,county,Baltimore,008-003-1,Warren Elementary School Cafeteria,"900 Bosley Road, Cockeysville, MD 21030"
MD,county,Baltimore,008-004-1,Warren Elementary School Gym,"900 Bosley Road, Cockeysville, MD 21030"
MD,county,Baltimore,008-005-1,Dulaney High School Auditorium Lobby,"255 Padonia Road, Timonium, MD 21093"
MD,county,Baltimore,008-006-1,Padonia International Elementary School Gym,"9834 Greenside Drive, Cockeysville, MD 21030"
MD,county,Baltimore,008-007-1,Cockeysville Middle School Cafeteria,"10401 Greenside Drive, Cockeysville, MD 21030"
MD,county,Baltimore,008-008-1,Hunt Valley Baptist Church Fellowship Hall,"1800 Worthington Heights Parkway, Hunt Valley, MD 21030"
MD,county,Baltimore,008-009-1,Grace English Evangelical Lutheran Church Hall,"8601 Valleyfield Road, Timonium, MD 21093"
MD,county,Baltimore,008-010-1,Pinewood Elementary School Cafeteria,"200 Rickswood Road, Timonium, MD 21093"
MD,county,Baltimore,008-011-1,Padonia International Elementary School Cafeteria,"9834 Greenside Drive, Cockeysville, MD 21030"
MD,county,Baltimore,008-012-1,Pot Spring Elementary School Cafeteria,"2410 Springlake Drive, Timonium, MD 21093"
MD,county,Baltimore,008-013-1,Timonium Elementary School Gym,"2001 Eastridge Road, Timonium, MD 21093"
MD,county,Baltimore,008-014-1,Lutherville Elementary School Gym,"1700 York Road, Lutherville, MD 21093"
MD,county,Baltimore,008-015-1,Ridgely Middle School Cafeteria,"121 Ridgely Road, Lutherville, MD 21093"
MD,county,Baltimore,008-016-1,Lutherville Elementary School Cafeteria,"1700 York Road, Timonium, MD 21093"
MD,county,Baltimore,008-017-1,Riderwood Elementary School Gym,"1711 Landrake Road, Baltimore, MD 21204"
MD,county,Baltimore,008-018-1,Trinity Assembly of God Social Hall,"2122 W. Joppa Road, Lutherville, MD 21093"
MD,county,Baltimore,008-019-1,Mays Chapel United Methodist Church,"11911 Jenifer Road, Timonium, MD 21093"
MD,county,Baltimore,008-020-1,Pinewood Elementary School Gym,"200 Rickswood Road, Timonium, MD 21093"
MD,county,Baltimore,008-021-1,St. Mary's Orthodox Church Hall,"909 Shawan Road, Cockeysville, MD 21030"
MD,county,Baltimore,008-022-1,Broadmead Auditorium,"13801 York Road, Cockeysville, MD 21030"
MD,county,Baltimore,008-023-1,Baltimore Chinese Baptist Church,"1804 Ridge Road, Reisterstown, MD 21136"
MD,county,Baltimore,008-024-1,Korean Presbyterian Church First Floor,"1600 W. Seminary Avenue, Lutherville, MD 21093"
MD,county,Baltimore,008-025-1,Sparks Elementary School Gym,"601 Belfast Road, Sparks, MD 21152"
MD,county,Baltimore,008-026-1,Cockeysville Middle School Cafeteria,"10401 Greenside Drive, Cockeysville, MD 21030"
MD,county,Baltimore,008-027-1,Oregon Ridge Lodge Seneca Room,"13401 Beaver Dam Road, Cockeysville, MD 21030"
MD,county,Baltimore,009-001-1,Brooklandville Fire Department Engine Bay,"10017 Falls Road, Lutherville, MD 21093"
MD,county,Baltimore,009-002-1,Ridge Ruxton School Multipurpose Room,"6916 Charles Street, Baltimore, MD 21204"
MD,county,Baltimore,009-003-1,Rodgers Forge Elementary School Cafeteria,"250 Dumbarton Road, Baltimore, MD 21212"
MD,county,Baltimore,009-004-1,Dumbarton Middle School Lobby,"300 Dumbarton Road, Baltimore, MD 21212"
MD,county,Baltimore,009-005-1,Towson Presbyterian Church Thompson Hall,"400 W. Chesapeake Avenue, Baltimore, MD 21204"
MD,county,Baltimore,009-006-1,Towson Ruhl Armory Drill Floor,"1035 York Road, Baltimore, MD 21204"
MD,county,Baltimore,009-007-1,Hampton Elementary School Multipurpose Room,"1115 Charmuth Road, Lutherville, MD 21093"
MD,county,Baltimore,009-008-1,St. Thomas Episcopal Church Classroom,"1108 Providence Road, Baltimore, MD 21286"
MD,county,Baltimore,009-009-1,Loch Raven High School Cafeteria,"1212 Cowpens Avenue, Baltimore, MD 21286"
MD,county,Baltimore,009-010-1,Cromwell Valley Elementary/Regional Magnet School Gym,"825 Providence Road, Baltimore, MD 21286"
MD,county,Baltimore,009-011-1,Towson Area Branch Library Meeting Room,"320 York Road, Baltimore, MD 21204"
MD,county,Baltimore,009-012-1,Towson High School Cafeteria,"69 Cedar Avenue, Baltimore, MD 21286"
MD,county,Baltimore,009-013-1,Towson High School Senior Cafeteria,"69 Cedar Avenue, Baltimore, MD 21286"
MD,county,Baltimore,009-014-1,Dumbarton Middle School Gym,"300 Dumbarton Road, Baltimore, MD 21212"
MD,county,Baltimore,009-015-1,Loch Raven Academy Cafeteria,"8101 LaSalle Road, Baltimore, MD 21286"
MD,county,Baltimore,009-016-1,Pleasant Plains Elementary School Gym,"8300 Pleasant Plains Road, Baltimore, MD 21286"
MD,county,Baltimore,009-017-1,Immaculate Heart of Mary Hall Gym,"8501 Loch Raven Boulevard, Baltimore, MD 21286"
MD,county,Baltimore,009-018-1,Oakleigh Elementary School Cafeteria,"1901 White Oak Avenue, Baltimore, MD 21234"
MD,county,Baltimore,009-019-1,Loch Raven Community Center Gym,"1801 Glen Keith Boulevard, Baltimore, MD 21234"
MD,county,Baltimore,009-020-1,Halstead Academy Cafeteria,"1111 Halstead Road, Baltimore, MD 21234"
MD,county,Baltimore,009-021-1,Villa Cresta Elementary School Gym,"2600 Rader Avenue, Baltimore, MD 21234"
MD,county,Baltimore,009-022-1,Parkville High School Cafeteria,"2600 Putty Hill Avenue, Baltimore, MD 21234"
MD,county,Baltimore,009-023-1,Harford Hills Elementary School Gym,"8902 Old Harford Road, Baltimore, MD 21234"
MD,county,Baltimore,009-024-1,Pine Grove Elementary School Cafeteria,"2701 Summit Avenue, Baltimore, MD 21234"
MD,county,Baltimore,009-025-1,Pine Grove Middle School Commons,"9200 Old Harford Road, Baltimore, MD 21234"
MD,county,Baltimore,009-026-1,St. Margaret's Episcopal Church Parish Hall,"1819 Cromwood Road, Baltimore, MD 21234"
MD,county,Baltimore,009-027-1,Loch Raven High School Lobby,"1212 Cowpens Avenue, Baltimore, MD 21286"
MD,county,Baltimore,009-028-1,Halstead Academy Gym,"1111 Halstead Road, Baltimore, MD 21234"
MD,county,Baltimore,009-029-1,Towson University University Union,"8000 York Road, Towson, MD 21252"
MD,county,Baltimore,010-001-1,St. James Episcopal Church Parish House,"3100 Monkton Road, Monkton, MD 21111"
MD,county,Baltimore,010-002-1,Jacksonville Community Center Activity Room,"3605 B Sweet Air Road, Phoenix, MD 21131"
MD,county,Baltimore,010-003-1,Jacksonville Elementary School Gym,"3400 Hillendale Heights Road, Phoenix, MD 21131"
MD,county,Baltimore,010-004-1,Jacksonville Elementary School Cafeteria,"3400 Hillendale Heights Road, Phoenix, MD 21131"
MD,county,Baltimore,010-005-1,Carroll Manor Elementary School,"4434 Carroll Manor Road, Baldwin, MD 21013"
MD,county,Baltimore,011-001-1,Long Green Volunteer Fire Company Lower Hall,"4506 Long Green Road, Long Green, MD 21092"
MD,county,Baltimore,011-002-1,St. John the Evangelist  Hall,"13305 Long Green Pike, Hydes, MD 21082"
MD,county,Baltimore,011-003-1,Kingsville Elementary School Gym,"7300 Sunshine Avenue, Kingsville, MD 21087"
MD,county,Baltimore,011-004-1,Vincent Farm Elementary School Gym,"6019 Ebenezer Road, White Marsh, MD 21162"
MD,county,Baltimore,011-005-1,Chapel Hill Elementary School Multipurpose Room,"5200 E. Joppa Road, Perry Hall, MD 21128"
MD,county,Baltimore,011-006-1,Gunpowder Elementary School Cafeteria,"9540 Holiday Manor Road, Baltimore, MD 21236"
MD,county,Baltimore,011-007-1,Seven Oaks Elementary School Gym,"9220 Seven Courts Drive, Baltimore, MD 21236"
MD,county,Baltimore,011-008-1,Cub Hill Bible Presbyterian Church Hall,"2927 Cub Hill Road, Baltimore, MD 21234"
MD,county,Baltimore,011-009-1,Carney Elementary School Gym,"3131 E. Joppa Road, Baltimore, MD 21234"
MD,county,Baltimore,011-010-1,Perry Hall Middle School Cafeteria,"4300 Ebenezer Road, Baltimore, MD 21236"
MD,county,Baltimore,011-011-1,Perry Hall Elementary School Gym,"9021 Belair Road, Baltimore, MD 21236"
MD,county,Baltimore,011-012-1,Perry Hall High School Cafeteria,"4601 Ebenezer Road, Baltimore, MD 21236"
MD,county,Baltimore,011-013-1,Joppa View Elementary School Gym,"8727 Honeygo Boulevard, Perry Hall, MD 21128"
MD,county,Baltimore,011-014-1,Joppa View Elementary School Cafeteria,"8727 Honeygo Boulevard, Perry Hall, MD 21128"
MD,county,Baltimore,011-015-1,Oak Crest Village Crestview Hall,"8800 Walther Boulevard, Baltimore, MD 21234"
MD,county,Baltimore,011-016-1,Parkville Armory Drill Floor,"3727 Putty Hill Avenue, Baltimore, MD 21234"
MD,county,Baltimore,011-017-1,Gunpowder Elementary School Gym,"9540 Holiday Manor Road, Baltimore, MD 21236"
MD,county,Baltimore,011-018-1,Seven Oaks Elementary School Cafeteria,"9220 Seven Courts Drive, Baltimore, MD 21236"
MD,county,Baltimore,011-019-1,Perry Hall High School Library,"4601 Ebenezer Road, Baltimore, MD 21236"
MD,county,Baltimore,011-020-1,Kingsville Volunteer Fire Hall,"11601 Bellvue Avenue, Kingsville, MD 21087"
MD,county,Baltimore,011-021-1,Carney Elementary School Library,"3131 E. Joppa Road, Baltimore, MD 21234"
MD,county,Baltimore,011-022-1,Chapel Hill Elementary School Cafeteria,"5200 E. Joppa Road, Perry Hall, MD 21128"
MD,county,Baltimore,011-023-1,Long Green Volunteer Fire Company Long Green Garden Rm,"4506 Long Green Road, Long Green, MD 21092"
MD,county,Baltimore,011-024-1,Vincent Farm Elementary School Cafeteria,"6019 Ebenezer Road, White Marsh, MD 21162"
MD,county,Baltimore,012-001-1,Eastwood Center Multipurpose Room,"428 Westham Way, Baltimore, MD 21224"
MD,county,Baltimore,012-002-1,Berkshire Elementary School Gym,"7431 Poplar Avenue, Baltimore, MD 21224"
MD,county,Baltimore,012-003-1,Norwood Elementary School Gym,"1700 Delvale Avenue, Baltimore, MD 21222"
MD,county,Baltimore,012-004-1,Gen. John Stricker Middle School Cafeteria,"7855 Trappe Road, Baltimore, MD 21222"
MD,county,Baltimore,012-005-1,Patapsco High School Cafeteria,"8100 Wise Avenue, Baltimore, MD 21222"
MD,county,Baltimore,012-006-1,Sandy Plains Elementary School Cafeteria,"8330 Kavanagh Road, Baltimore, MD 21222"
MD,county,Baltimore,012-007-1,Grange Elementary School Multipurpose Room,"2000 Church Road, Baltimore, MD 21222"
MD,county,Baltimore,012-008-1,Ateaze Senior Center Multipurpose Room,"7401 Holabird Avenue, Baltimore, MD 21222"
MD,county,Baltimore,012-009-1,Dundalk Church of the Brethren Basement,"2660 Yorkway, Baltimore, MD 21222"
MD,county,Baltimore,012-010-1,Dundalk Middle School Audi/Lobby,"7400 Dunmanway, Baltimore, MD 21222"
MD,county,Baltimore,012-011-1,Dundalk Middle School Cafeteria,"7400 Dunmanway, Baltimore, MD 21222"
MD,county,Baltimore,012-012-1,Logan Elementary School Cafeteria,"7601 Dunmanway, Baltimore, MD 21222"
MD,county,Baltimore,012-013-1,Fleming Community Center Gym,"641 Main Street, Baltimore, MD 21222"
MD,county,Baltimore,013-001-1,Maiden Choice School Gym,"4901 Shelbourne Road, Baltimore, MD 21227"
MD,county,Baltimore,013-002-1,Arbutus Fire Hall,"5200 Southwestern Blvd., Baltimore, MD 21227"
MD,county,Baltimore,013-003-1,Arbutus Middle School Cafeteria,"5525 Shelbourne Road, Baltimore, MD 21227"
MD,county,Baltimore,013-004-1,Relay Elementary School Gym,"5885 Selford Road, Baltimore, MD 21227"
