name,type,number,id
"STATE SENATE DISTRICT 026","State Senate",026,9913
"STATE SENATE DISTRICT 028","State Senate",028,9943
"STATE SENATE DISTRICT 030","State Senate",030,9945
"STATE SENATE DISTRICT 032","State Senate",032,99243
"STATE SENATE DISTRICT 034","State Senate",034,9914
"STATE SENATE DISTRICT 036","State Senate",036,9915
"STATE SENATE DISTRICT 038","State Senate",038,99178
"STATE SENATE DISTRICT 040","State Senate",040,99147
"STATE SENATE DISTRICT 042","State Senate",042,9946
"STATE SENATE DISTRICT 044","State Senate",044,99114
"STATE SENATE DISTRICT 046","State Senate",046,9947
"STATE SENATE DISTRICT 048","State Senate",048,99149
"STATEWIDE 01","State of Oklahoma",01,99213
