Textbox97,CountyCode,CountyName,PrecinctCode,PrecinctName,PollingLocationName,PollingLocationAddress
County: 10 - CHARLESTON,10,CHARLESTON,406,James Island 7,James Island Charter High,"1000 Fort Johnson Road
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,407,James Island 8A,Fort Johnson Baptist Church,"1473 Camp Rd
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,408,James Island 8B,Fort Johnson Baptist Church,"1473 Camp Rd
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,409,James Island 9,Fort Johnson Baptist Church,"1473 Camp Rd
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,410,James Island 10,James Island Charter High,"1000 Fort Johnson Road
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,411,James Island 11,Stiles Point Elem School,"883 Mikell Drive
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,412,James Island 12,Stiles Point Elem School,"883 Mikell Drive
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,413,James Island 13,Stiles Point Elem School,"883 Mikell Drive
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,414,James Island 14,James Island Rec Complex,"1088 Quail Drive
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,415,James Island 15,Fort Johnson Baptist Church,"1473 Camp Rd
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,417,James Island 17,Harborview Elem School,"1576 Harborview Rd
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,419,James Island 19,Harborview Elem School,"1576 Harborview Rd
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,420,James Island 20,Murray Lasaine Elem Sch,"691 Riverland Dr
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,422,James Island 22,Murray Lasaine Elem Sch,"691 Riverland Dr
Charleston SC 29412"
County: 10 - CHARLESTON,10,CHARLESTON,440,Johns Island 1A,St. Johns Fire,"1148 Main Rd
Johns Island SC 29455"
County: 10 - CHARLESTON,10,CHARLESTON,441,Johns Island 1B,Berkeley Electric,"1135 Main Rd
Johns Island SC 29455"
County: 10 - CHARLESTON,10,CHARLESTON,442,Johns Island 2,St Johns High School,"1518 Main Road
Johns Island SC 29455"
County: 10 - CHARLESTON,10,CHARLESTON,443,Johns Island 3A,Haut Gap Middle School,"1861 Bohicket Road
Johns Island SC 29455"
County: 10 - CHARLESTON,10,CHARLESTON,444,Johns Island 3B,Mt Zion Elementary School,"3464 River Road
Johns Island SC 29455"
County: 10 - CHARLESTON,10,CHARLESTON,445,Johns Island 4,Haut Gap Middle School,"1861 Bohicket Road
Johns Island SC 29455"
County: 10 - CHARLESTON,10,CHARLESTON,460,St.Pauls 1,Adams Run Civic Ctr,"5166 Highway 174
Adams Run SC 29426"
County: 10 - CHARLESTON,10,CHARLESTON,461,St.Pauls 2A,CC Blaney Elementary School,"7184 Highway 162
Hollywood SC 29449"
County: 10 - CHARLESTON,10,CHARLESTON,462,St.Pauls 2B,CC Blaney Elementary School,"7184 Highway 162
Hollywood SC 29449"
County: 10 - CHARLESTON,10,CHARLESTON,463,St.Pauls 3,Lowcountry Leadership Charter School,"5139 Gibson Rd # A
Hollywood SC 29449"
County: 10 - CHARLESTON,10,CHARLESTON,464,St.Pauls 4,Baptist Hill High School,"5117 Baptist Hill Rd
Hollywood SC 29449"
County: 10 - CHARLESTON,10,CHARLESTON,465,St.Pauls 5,E B Ellington Elem School,"5540 Old Jacksonboro Road
Ravenel SC 29470"
County: 10 - CHARLESTON,10,CHARLESTON,466,St.Pauls 6,E B Ellington Elem School,"5540 Old Jacksonboro Road
Ravenel SC 29470"
County: 10 - CHARLESTON,10,CHARLESTON,501,St.Andrews 1,St Andrews School of Math & Science,"30 Chadwick Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,502,St.Andrews 2,St Andrews School of Math & Science,"30 Chadwick Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,503,St.Andrews 3,W L Stephens Aquatic Ctr,"780 W Oak Forest Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,504,St.Andrews 4,St Andrews School of Math & Science,"30 Chadwick Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,505,St.Andrews 5,St Andrews School of Math & Science,"30 Chadwick Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,506,St.Andrews 6,Ashley River Baptist Church,"1101 Savannah Hwy
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,507,St.Andrews 7,Stono Park Elementary,"1699 Garden St
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,508,St.Andrews 8,St Andrews Middle School,"721 Wappoo Road
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,509,St.Andrews 9,W L Stephens Aquatic Ctr,"780 W Oak Forest Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,510,St.Andrews 10,Pinecrest Baptist Church,"1285 Ashley Hall Road
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,511,St.Andrews 11,Masonic Center,"1285 Orange Grove Rd
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,512,St.Andrews 12,Masonic Center,"1285 Orange Grove Rd
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,513,St.Andrews 13,Masonic Center,"1285 Orange Grove Rd
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,514,St.Andrews 14,Pinecrest Baptist Church,"1285 Ashley Hall Road
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,515,St.Andrews 15,St Andrews Middle School,"721 Wappoo Road
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,516,St.Andrews 16,Stono Park Elementary,"1699 Garden St
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,517,St.Andrews 17,Oakland Elem School,"505 Arlington Dr Apt A
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,518,St.Andrews 18,St Andrews Middle School,"721 Wappoo Road
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,519,St.Andrews 19,Ashley River Elem School,"1871 Wallace School Road
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,520,St.Andrews 20,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,521,St.Andrews 21,Masonic Center,"1285 Orange Grove Rd
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,522,St.Andrews 22,Old St. Andrews Parish,"2604 Ashley River Rd
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,523,St.Andrews 23,Old St. Andrews Parish,"2604 Ashley River Rd
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,524,St.Andrews 24,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,525,St.Andrews 25,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,526,St.Andrews 26,Essex Village Church of Christ,"736 Savage Rd
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,527,St.Andrews 27,C E Williams Middle Sch,"3090 Sanders Rd
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,528,St.Andrews 28,Grace On The Ashley Churc,"2014 Bees Ferry Road
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,529,St.Andrews 29,West Ashley High School,"4060 Wildcat Boulevard
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,530,St.Andrews 30,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407"
County: 10 - CHARLESTON,10,CHARLESTON,531,St.Andrews 31,West Ashley High School,"4060 Wildcat Boulevard
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,532,St.Andrews 32,Montessori Community School,"2122 Wood Ave
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,533,St.Andrews 33,West Ashley High School,"4060 Wildcat Boulevard
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,534,St.Andrews 34,Drayton Hall Elem School,"3183 Ashley River Road
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,535,St.Andrews 35,Drayton Hall Elem School,"3183 Ashley River Road
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,536,St.Andrews 36,Drayton Hall Elem School,"3183 Ashley River Road
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,537,St.Andrews 37,Holy Spirit Lutheran Church,"3075 Bees Ferry Rd
Charleston SC 29414"
County: 10 - CHARLESTON,10,CHARLESTON,601,North Charleston 1,Gethsemani Comm Center,"2449 Beacon Street
Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,602,North Charleston 2,Azalea Drive Church of Christ,"3950 Azalea Dr
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,603,North Charleston 3,Miner Crosby Building,"3901 Paramount Drive
Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,604,North Charleston 4,Garrett Academy Of Tech,"2731 Gordon Street
Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,605,North Charleston 5,Azalea Drive Church of Christ,"3950 Azalea Dr
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,606,North Charleston 6,Mary Ford Elem School,"3180 Thomasina McPherson Blvd
N Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,607,North Charleston 7,Mary Ford Elem School,"3180 Thomasina McPherson Blvd
N Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,608,North Charleston 8,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,609,North Charleston 9,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,610,North Charleston 10,Matilda Dunston Elem Sch,"1825 Remount Road
N Charleston SC 29406"
County: 10 - CHARLESTON,10,CHARLESTON,611,North Charleston 11,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,612,North Charleston 12,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,613,North Charleston 13,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,614,North Charleston 14,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,615,North Charleston 15,St John Catholic Church,"3921 St Johns Avenue
N Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,616,North Charleston 16,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,617,North Charleston 17,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,618,North Charleston 18,W B Goodwin Elem School,"5501 Dorchester Road
N Charleston SC 29418"
County: 10 - CHARLESTON,10,CHARLESTON,619,North Charleston 19,Garrett Academy Of Tech,"2731 Gordon Street
Charleston SC 29405"
County: 10 - CHARLESTON,10,CHARLESTON,620,North Charleston 20,W B Goodwin Elem School,"5501 Dorchester Road
N Charleston SC 29418"
County: 10 - CHARLESTON,10,CHARLESTON,621,North Charleston 21,Lambs Elem School,"6800 Dorchester Road
N Charleston SC 29418"
County: 10 - CHARLESTON,10,CHARLESTON,622,North Charleston 22,Lambs Elem School,"6800 Dorchester Road
N Charleston SC 29418"
County: 10 - CHARLESTON,10,CHARLESTON,623,North Charleston 23,Hunley Park Elem School,"1000 Michigan Ave
N Charleston SC 29418"
County: 10 - CHARLESTON,10,CHARLESTON,624,North Charleston 24,Hunley Park Elem School,"1000 Michigan Ave
N Charleston SC 29418"
County: 10 - CHARLESTON,10,CHARLESTON,625,North Charleston 25,Highland Terrace Comm Ctr,"2401 Richardson Street
N Charleston SC 29406"
County: 10 - CHARLESTON,10,CHARLESTON,626,North Charleston 26,Persephone Moultrie Comm,"2001 Robertson Blvd
N Charleston SC 29406"
County: 10 - CHARLESTON,10,CHARLESTON,627,North Charleston 27,Midland Park Primary,"2415 Midland Park Road
N Charleston SC 29406"
County: 10 - CHARLESTON,10,CHARLESTON,628,North Charleston 28,Trident Tech 950 Bl Lobby,"7000 Rivers Ave
N Charleston SC 29406"
County: 10 - CHARLESTON,10,CHARLESTON,629,North Charleston 29,Midland Park Primary,"2415 Midland Park Road
N Charleston SC 29406"
County: 10 - CHARLESTON,10,CHARLESTON,630,North Charleston 30,Pepperhill Elem School,"3300 Creola Road
N Charleston SC 29420"
County: 10 - CHARLESTON,10,CHARLESTON,999,Barrier Free,Board Of Elections,"4367 Headquarters Rd
N Charleston SC 29405"
County: 11 - CHEROKEE,11,CHEROKEE,001,Allens,Corinth Elementary School,"128 Corinth Rd
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,002,Alma Mill,Alma Elementary School,"213 Alma St
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,003,Antioch and King's Creek,Antioch Community Bldg.,"339 Antioch Rd
Blackburg SC 29702"
County: 11 - CHEROKEE,11,CHEROKEE,004,Ashworth,Cherokee Creek Bapt. Ch. Act. Building,"532 Buck Shoals Rd
Gaffney SC 29341"
County: 11 - CHEROKEE,11,CHEROKEE,005,Blacksburg Ward No. 1,Blacksburg Museum,"100 N Shelby St
Blacksburg SC 29702"
County: 11 - CHEROKEE,11,CHEROKEE,006,Blacksburg Ward No. 2,Broad River Bapt.Church,"419 W Cherokee St
Blacksburg SC 29702"
County: 11 - CHEROKEE,11,CHEROKEE,010,Draytonville,Draytonville Elem. School,"2373 Wilkinsville Rd
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,011,Ezells and Butler,Crestview Baptist Church,"153 Daniel Morgan School Rd
Gaffney SC 29341"
County: 11 - CHEROKEE,11,CHEROKEE,012,Gaffney Ward No. 1,Mary Bramlett Elem. Sch.,"301 Spruce St
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,013,Gaffney Ward No. 2,Beltline Center Act. Bldg,"125 Beltline Rd
Gaffney SC 29341"
County: 11 - CHEROKEE,11,CHEROKEE,014,Gaffney Ward No. 3,Gaffney Middle School,"805 E. Frederick St.
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,015,Gaffney Ward No. 4,Limestone Presbyterian Church,"109 S Limestone St
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,016,Gaffney Ward No. 5,Central Baptist Church,"500 E Montgomery St
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,017,Gaffney Ward No. 6,Southside Baptist Church,"204 W Oneal St
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,018,Grassy Pond,Grassy Pond Elementary School,"1146 Boiling Springs Hwy
Gaffney SC 29341"
County: 11 - CHEROKEE,11,CHEROKEE,019,Goucher and Thicketty,Goucher Elementary School,"604 Goucher School Rd
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,020,Holly Grove and Buffalo,Mt. Paran Church Act. Bld,"105 Mt. Paran Rd.
Blacksburg SC 29702"
County: 11 - CHEROKEE,11,CHEROKEE,021,Limestone Mill,Cherokee Avenue Baptist Church,"805 Cherokee Ave
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,022,Littlejohn's and Sarratt's,Rehoboth Bapt Ch Activity,"110 Rehoboth Rd
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,023,Macedonia,Macedonia Fire Dept,"337 Macedonia Rd
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,024,Morgan,Cherokee Creek Fire Sub,"509 Keg Town Mill Rd
Gaffney SC 29341"
County: 11 - CHEROKEE,11,CHEROKEE,025,Musgrove Mill,Broad River Electric,"811 Hamrick Street
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,026,Ninety Nine and Cherokee Falls,CKC Fire Dept,"984 Old Chester Rd
Blacksburg SC 29702"
County: 11 - CHEROKEE,11,CHEROKEE,027,Pleasant Grove,New Harvest Church Of God,"120 Boiling Springs Hwy
Gaffney SC 29341"
County: 11 - CHEROKEE,11,CHEROKEE,028,Pleasant Meadows,BD Lee Elem School,"401 Overbrook Dr
Gaffney SC 29341"
County: 11 - CHEROKEE,11,CHEROKEE,030,Timber Ridge,Corinth Fire Dept.,"484 Corinth Rd
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,031,White Plains,White Plains Bapt. Church,"206 Soapstone Rd
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,032,Wilkinsville and Metcalf,DMW Fire Department,"538 McKowns Mountain Rd
Gaffney SC 29340"
County: 11 - CHEROKEE,11,CHEROKEE,033,Wood's,Grassy Pond Baptist Church,"254 Grassy Pond Rd
Gaffney SC 29341"
County: 11 - CHEROKEE,11,CHEROKEE,999,Barrier Free,Absentee/Administration Building,"110 Railroad Ave
Gaffney SC 29340"
County: 12 - CHESTER,12,CHESTER,001,Baldwin Mill,Baldwin,"604 Brice St
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,002,Baton Rouge,Baton Rouge,"1898 Pinckney Rd
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,003,Beckhamville,Beckhamville,"112 Chester Ave
Great Falls SC 29055"
County: 12 - CHESTER,12,CHESTER,004,Blackstock,Blackstock First Baptist,"907 Durham Rd
Blackstock SC 29014"
County: 12 - CHESTER,12,CHESTER,009,Edgemoor,Edgemoor,"4487 Edgeland Rd
Edgemoor SC 29712"
County: 12 - CHESTER,12,CHESTER,010,Eureka Mill,Eureka,"619 Saluda Rd
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,011,Fort Lawn,Fort Lawn,"554 Main St
Fort Lawn SC 29714"
County: 12 - CHESTER,12,CHESTER,012,Halsellville,Halsellville,"2344 W End Rd
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,013,Hazelwood,Hazelwood,"1660 Pleasant Grove Rd
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,018,Lowrys,Lowrys Community Center,"2266 Old York Rd
Lowrys SC 29706"
County: 12 - CHESTER,12,CHESTER,021,Richburg,Richburg,"201 N Main St
Richburg SC 29729"
County: 12 - CHESTER,12,CHESTER,022,Rodman,Cedar Grove Baptist Church,"2624 Saluda Rd
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,023,Rossville,Tabernacle Ministries,"4500 Great Falls Hwy
Great Falls SC 29055"
County: 12 - CHESTER,12,CHESTER,024,Wilksburg,Wilksburg Baptist Church,"3137 Pinckney Rd
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,029,"Chester, Ward 1",Ward 1,"154 Main St
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,030,"Chester, Ward 2",Ward 2,"100 Center St
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,031,"Chester, Ward 3",Voter Registration Office,"109 Ella St
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,032,"Chester, Ward 4",Ward 4,"130 Walnut St
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,033,"Chester, Ward 5",Chester Ward 5,"1476 J A Cochran Byp
Chester SC 29706"
County: 12 - CHESTER,12,CHESTER,034,Lando/Landsford,Lando/Landsford,"1966 Westbrook Rd
Edgemoor SC 29712"
County: 12 - CHESTER,12,CHESTER,035,Great Falls,Great Falls,"401 Dearborn St
Great Falls SC 29055"
County: 12 - CHESTER,12,CHESTER,999,Barrier Free,Voter Registration Office,"109 Ella St
Chester SC 29706"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,001,Angelus-catarrh,Angelus Community Center,"1859 Macedonia Angelus Rd
  Jefferson SC 29718"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,002,Bay Springs,Bay Springs Fire Dept,"8894 Hartsville Ruby Rd
Patrick SC 29584"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,003,Black Creek,Black Creek Sandhills VFD Station 4,"8713 Highway 265
Mt Croghan SC 29727"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,004,Brocks Mill,Brocks Mill Bapt Church,"4218 Brocks Mill Rd
Cheraw SC 29520"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,005,Cash,Cash Fire Dept,"143 Becker Rd
Cheraw SC 29520"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,006,Center Grove-Winzo,Central High School,"200 Zion Church Rd
Pageland SC 29728"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,007,Cheraw No. 1,Cheraw Community Center,"200 Powe St
Cheraw SC 29520"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,008,Cheraw No. 2,Cheraw Fire Department,"12 Chesterfield Hwy
Cheraw SC 29520"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,009,Cheraw No. 3,First Bapt Ch Rec Bldg,"126 Greene St
Cheraw SC 29520"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,010,Cheraw No. 4,Northeastern Tec College,"1201 Chesterfield Hwy
Cheraw SC 29520"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,011,Courthouse,Courthse Multipurpose Rm,"200 West Main St
Chesterfield SC 29709"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,012,Dudley-Mangum,Wolfe Pond Church,"78 Wolfe Church Rd
Pageland SC 29728"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,013,Grants Mill,Teals Mill Fire Dept,"5005 Teals Mill Road
Chesterfield SC 29709"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,014,Jefferson,Jefferson Community Centr,"117 W Church St
Jefferson SC 29718"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,015,McBee,McBee High School,"264 E Pine Ave
Mc Bee SC 29101"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,016,Middendorf,Alligator Fire Dept,"19028 Hwy 1
Hartsville SC 29550"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,017,Mt. Croghan,Mt. Croghan Town Hall,"55 Burch St
Mt Croghan SC 29727"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,018,Ousleydale,Plainview School,"16002 Hwy 102
Patrick SC 29584"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,019,Pageland No. 1,Pageland Community Center,"1113 W McGregor St
Pageland SC 29728"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,020,Pageland No. 2,Pageland Fire Dept,"111 N Poplar St
Pageland SC 29728"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,021,Patrick,Patrick Rescue Squad Bldg,"115 S Main St
Patrick SC 29584"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,022,Pee Dee,Harris Creek Fire Dept,"3243 Byrd Rd
Society Hill SC 29593"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,023,Ruby,Ruby Elementary School,"249 Thurman Avenue
Ruby, SC SC 29741"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,024,Shiloh,Shiloh Fish House,"3388 Hwy 102 S
Chesterfield SC 29709"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,025,Snow Hill-Vaughn,Ronnie Freeman Building,"691 Rue Freeman Rd
Chesterfield SC 29709"
County: 13 - CHESTERFIELD,13,CHESTERFIELD,999,Barrier Free,Voter Registration Office,"205 W Main St
Chesterfield SC 29709"
County: 14 - CLARENDON,14,CLARENDON,001,Alcolu,Alcolu Fire Station,"1612 Main St
Alcolu SC 29001"
County: 14 - CLARENDON,14,CLARENDON,002,Barrineau,Barrineau Fire Station,"3803 Saint James Rd
Lake City SC 29560"
County: 14 - CLARENDON,14,CLARENDON,003,Barrows Mill,Oakdale Union Fire Station,"1757 Fire Tower Rd
New Zion SC 29111"
County: 14 - CLARENDON,14,CLARENDON,004,Bloomville,Liberty Fire Station,"5119 Brewer Road
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,005,Calvary,Mt. Pleasant Rume Church,"14076 Panola Rd
Pinewood SC 29125"
County: 14 - CLARENDON,14,CLARENDON,006,Davis Station,Davis Station Fire Station,"2684 Mw Rickenbaker Rd
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,007,Harmony,Harmony Pres. Church,"8629 Highway 301
Alcolu SC 29001"
County: 14 - CLARENDON,14,CLARENDON,008,Hicks,Turbeville Town Hall,"1400 Main St
Turbeville SC 29162"
County: 14 - CLARENDON,14,CLARENDON,009,Home Branch,Paxville Town Hall,"10279 Lewis Rd
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,010,Jordan,Wyboo Fire Station (New),"9699 Highway 260
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,011,Manning No. 1,Weldon Auditorium Lobby,"7 Maple St
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,012,Manning No. 2,Clarendon County Administration Building,"411 Sunset Dr
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,013,Manning No. 3,Clarendon County Administration Building,"411 Sunset Dr
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,014,Manning No. 4,Manning Fire Station,"42 W Boyce St
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,015,Manning No. 5,Weldon Auditorium Lobby,"7 Maple St
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,016,New Zion,Clarendon County EMS Building,"15677 Highway 301
New Zion SC 29111"
County: 14 - CLARENDON,14,CLARENDON,017,Paxville,Paxville Town Hall,"10279 Lewis Rd
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,018,Panola,Mt. Pleasant Rume Church,"14076 Panola Rd
Pinewood SC 29125"
County: 14 - CLARENDON,14,CLARENDON,019,Sardinia-Gable,Melina Presbyterian Church,"3539 Black River Rd
Gable SC 29051"
County: 14 - CLARENDON,14,CLARENDON,020,Summerton No. 1,Summerton Fire Station,"6 N Cantey St
Summerton SC 29148"
County: 14 - CLARENDON,14,CLARENDON,021,Summerton No. 2,Clarendon1 Community Resource Center Gym,"1154 4th St
Summerton SC 29148"
County: 14 - CLARENDON,14,CLARENDON,022,Summerton No. 3,Clarendon1 Community Resource Center Gym,"1154 4th St
Summerton SC 29148"
County: 14 - CLARENDON,14,CLARENDON,023,Turbeville,Turbeville Town Hall,"1400 Main St
Turbeville SC 29162"
County: 14 - CLARENDON,14,CLARENDON,024,Wilson-Foreston,Wilson-Foreston Fire Station,"1015 N Brewington Rd
Manning SC 29102"
County: 14 - CLARENDON,14,CLARENDON,025,Oakdale,Oakdale Union Fire Station,"1757 Fire Tower Rd
New Zion SC 29111"
County: 14 - CLARENDON,14,CLARENDON,999,Barrier Free,Voter Registration Office,"411 Sunset Dr
Manning SC 29102"
County: 15 - COLLETON,15,COLLETON,002,Bells,Bells Elementary School,"12088 Bells Hwy
Ruffin SC 29475"
County: 15 - COLLETON,15,COLLETON,005,Canadys,Fire & Rescue Station #5,"13871 Augusta Hwy
Round O SC 29474"
County: 15 - COLLETON,15,COLLETON,006,Cottageville,Cottageville Elementary School,"648 Peirce Rd
Cottageville SC 29435"
County: 15 - COLLETON,15,COLLETON,007,Edisto,Fire & Rescue Station #17,"6800 Sunrise Rd
Smoaks SC 29481"
