"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Cass","09","24","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","24","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","24","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","24","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","24","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","24","02","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","24","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","01","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","02","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","25","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","01","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","02","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","03","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","03","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","03","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","03","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","03","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","27","03","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","01","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","02","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","41","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","01","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","02","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","44","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","01","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","02","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","03","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","03","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","03","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","03","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","03","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","03","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","04","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","04","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","04","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","04","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","04","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","45","04","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","01","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","02","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","03","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","03","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","03","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","03","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","03","Hilton Garden Inn","4351 17th Ave S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cass","09","46","03","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600"
"Cavalier","10","10","01","Cavalier County Courthouse","901 3RD ST","LANGDON","ND","58249","","(701) 256-2229"
"Dickey","11","26","02","Oakes Armory","124 5th St S","Oakes","ND","58474"," 8:00AM-7:00PM","(701) 349-3249"
"Dickey","11","26","02","Trinity Bible College Fieldhouse","2nd Street South, east of 6th Ave. S","Ellendale","ND","58436"," 8:00AM-7:00PM","(701) 349-3249"
"Dickey","11","26","03","Oakes Armory","124 5th St S","Oakes","ND","58474"," 8:00AM-7:00PM","(701) 349-3249"
"Dickey","11","26","03","Trinity Bible College Fieldhouse","2nd Street South, east of 6th Ave. S","Ellendale","ND","58436"," 8:00AM-7:00PM","(701) 349-3249"
"Dickey","11","28","01","Oakes Armory","124 5th St S","Oakes","ND","58474"," 8:00AM-7:00PM","(701) 349-3249"
"Dickey","11","28","01","Trinity Bible College Fieldhouse","2nd Street South, east of 6th Ave. S","Ellendale","ND","58436"," 8:00AM-7:00PM","(701) 349-3249"
"Divide","12","02","01","Divide County Courthouse","200 N Main ST","Crosby","ND","58730"," 9:00AM-7:00PM","(701) 965-6351"
"Divide","12","02","02","Divide County Courthouse","200 N Main ST","Crosby","ND","58730"," 9:00AM-7:00PM","(701) 965-6351"
"Divide","12","02","03","Divide County Courthouse","200 N Main ST","Crosby","ND","58730"," 9:00AM-7:00PM","(701) 965-6351"
"Divide","12","02","04","Divide County Courthouse","200 N Main ST","Crosby","ND","58730"," 9:00AM-7:00PM","(701) 965-6351"
"Dunn","13","04","01","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","04","01","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","04","02","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","04","02","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","04","03","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","04","03","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","04","11","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","04","11","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","04","15","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","04","15","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","36","07","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","36","07","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","36","10","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","36","10","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","36","12","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","36","12","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","36","14","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","36","14","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","39","08","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","39","08","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","39","09","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","39","09","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","39","16","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448"
"Dunn","13","39","16","Twin Buttes Elder Center","711 81C Ave NW","Twin Buttes","ND","58636"," 7:00AM-7:00PM","(701) 573-4448"
"Eddy","14","23","01","Brown Memorial","621 Central Avenue","New Rockford","ND","58356"," 8:00AM-7:00PM","(701) 947-2434 Ext. 2020"
"Eddy","14","23","02","Brown Memorial","621 Central Avenue","New Rockford","ND","58356"," 8:00AM-7:00PM","(701) 947-2434 Ext. 2020"
"Emmons","15","28","01","Emmons County Courthouse","100 4th St. NW","Linton","ND","58552"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","01","Hazelton City Hall","342 Main St.","Hazelton","ND","58544"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","01","The Blue Room","622 Main St.","Strasburg","ND","58573"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","02","Emmons County Courthouse","100 4th St. NW","Linton","ND","58552"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","02","Hazelton City Hall","342 Main St.","Hazelton","ND","58544"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","02","The Blue Room","622 Main St.","Strasburg","ND","58573"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","03","Emmons County Courthouse","100 4th St. NW","Linton","ND","58552"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","03","Hazelton City Hall","342 Main St.","Hazelton","ND","58544"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","03","The Blue Room","622 Main St.","Strasburg","ND","58573"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","04","Emmons County Courthouse","100 4th St. NW","Linton","ND","58552"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","04","Hazelton City Hall","342 Main St.","Hazelton","ND","58544"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","04","The Blue Room","622 Main St.","Strasburg","ND","58573"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","05","Emmons County Courthouse","100 4th St. NW","Linton","ND","58552"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","05","Hazelton City Hall","342 Main St.","Hazelton","ND","58544"," 9:00AM-7:00PM","(701) 254-4807"
"Emmons","15","28","05","The Blue Room","622 Main St.","Strasburg","ND","58573"," 9:00AM-7:00PM","(701) 254-4807"
"Foster","16","29","01","Carrington Library","87 8th Ave N","Carrington","No","58421"," 7:00AM-7:00PM","(701) 652-2441"
"Foster","16","29","02","Carrington Library","87 8th Ave N","Carrington","No","58421"," 7:00AM-7:00PM","(701) 652-2441"
"Foster","16","29","03","Carrington Library","87 8th Ave N","Carrington","No","58421"," 7:00AM-7:00PM","(701) 652-2441"
"Foster","16","29","04","Carrington Library","87 8th Ave N","Carrington","No","58421"," 7:00AM-7:00PM","(701) 652-2441"
"Foster","16","29","05","Carrington Library","87 8th Ave N","Carrington","No","58421"," 7:00AM-7:00PM","(701) 652-2441"
"Foster","16","29","06","Carrington Library","87 8th Ave N","Carrington","No","58421"," 7:00AM-7:00PM","(701) 652-2441"
"Golden Valley","17","39","01","Beach Community Center","153 Main St.","Beach","ND","58621"," 7:00AM-7:00PM","(701) 872-4331"
"Grand Forks","18","17","01","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","17","02","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","17","03","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","17","04","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","17","05","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","06","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","07","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","08","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","09","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","10","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","11","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","12","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","19","13","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","19","14","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","19","15","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","19","16","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","20","17","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","20","18","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","42","19","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","42","20","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","42","21","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","42","22","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","43","23","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","43","24","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","43","25","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","43","26","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","43","27","Alerus Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grant","19","31","01","Elgin Community Center","305 Main Street North","Elgin","ND","58533"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","01","Grant County Courthouse","106 2nd AVE NE","Carson","ND","58529"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","02","Elgin Community Center","305 Main Street North","Elgin","ND","58533"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","02","Grant County Courthouse","106 2nd AVE NE","Carson","ND","58529"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","03","Elgin Community Center","305 Main Street North","Elgin","ND","58533"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","03","Grant County Courthouse","106 2nd AVE NE","Carson","ND","58529"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","04","Elgin Community Center","305 Main Street North","Elgin","ND","58533"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","04","Grant County Courthouse","106 2nd AVE NE","Carson","ND","58529"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Griggs","20","23","01","Griggs County Courthouse","805 Odegard Ave SW","Cooperstown","ND","58425"," 9:00AM-7:00PM","(701) 797-3117"
"Griggs","20","23","02","Griggs County Courthouse","805 Odegard Ave SW","Cooperstown","ND","58425"," 9:00AM-7:00PM","(701) 797-3117"
"Griggs","20","23","03","Griggs County Courthouse","805 Odegard Ave SW","Cooperstown","ND","58425"," 9:00AM-7:00PM","(701) 797-3117"
"Griggs","20","23","04","Griggs County Courthouse","805 Odegard Ave SW","Cooperstown","ND","58425"," 9:00AM-7:00PM","(701) 797-3117"
"Griggs","20","23","05","Griggs County Courthouse","805 Odegard Ave SW","Cooperstown","ND","58425"," 9:00AM-7:00PM","(701) 797-3117"
"Hettinger","21","31","01","Enchanted Castle","607 Main Ave S","Regent","ND","58650"," 9:00AM-7:00PM MT","(701) 824-2515"
"Hettinger","21","31","02","Enchanted Castle","607 Main Ave S","Regent","ND","58650"," 9:00AM-7:00PM MT","(701) 824-2515"
"Hettinger","21","36","03","Enchanted Castle","607 Main Ave S","Regent","ND","58650"," 9:00AM-7:00PM MT","(701) 824-2515"
"Hettinger","21","36","04","Enchanted Castle","607 Main Ave S","Regent","ND","58650"," 9:00AM-7:00PM MT","(701) 824-2515"
"Kidder","22","14","01","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547"
"Kidder","22","14","02","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547"
