state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,name,address
IL,DuPage,DuPage County,city/county,90133,Downers Grove 133,Four Corners Community Church,"8251 S Lemont Rd, Darien, IL"
IL,DuPage,DuPage County,city/county,90134,Downers Grove 134,Four Corners Community Church,"8251 S Lemont Rd, Darien, IL"
IL,DuPage,DuPage County,city/county,90135,Downers Grove 135,Burr Ridge Village Hall,"7660 County Line Rd, Burr Ridge, IL"
IL,DuPage,DuPage County,city/county,90136,Downers Grove 136,AMC Woodridge 18 Theatres,"10000 Woodward Ave, Woodridge, IL"
IL,DuPage,DuPage County,city/county,90137,Downers Grove 137,Burr Ridge Police Dept,"7700 S County Line Rd, Burr Ridge, IL"
IL,DuPage,DuPage County,city/county,90138,Downers Grove 138,Our Lady of Mt Carmel Catholic Church,"8404 Cass Ave, Darien, IL"
IL,DuPage,DuPage County,city/county,90139,Downers Grove 139,The Mecca Center,"16W560 91st St, Willowbrook, IL"
IL,DuPage,DuPage County,city/county,90140,Downers Grove 140,Darien-Woodridge Fire Dist,"7550 Lyman Ave, Darien, IL"
IL,DuPage,DuPage County,city/county,90141,Downers Grove 141,Darien Park Dist Community Center,"7301 Fairview Ave, Darien, IL"
IL,DuPage,DuPage County,city/county,90142,Downers Grove 142,Christian Church of Clarendon Hills,"5750 Holmes Ave, Clarendon Hills, IL"
IL,DuPage,DuPage County,city/county,90143,Downers Grove 143,Burr Ridge Village Hall,"7660 County Line Rd, Burr Ridge, IL"
IL,DuPage,DuPage County,city/county,90144,Downers Grove 144,Christ the Servant Church,"8700 Havens Dr, Woodridge, IL"
IL,DuPage,DuPage County,city/county,90145,Downers Grove 145,First United Methodist Church (DG),"1032 Maple Ave, Downers Grove, IL"
IL,DuPage,DuPage County,city/county,90146,Downers Grove 146,Twin Lakes Golf Club,"400 W 59th St, Westmont, IL"
IL,DuPage,DuPage County,city/county,90147,Downers Grove 147,Christian Worship Center,"1330 63rd St, Downers Grove, IL"
IL,DuPage,DuPage County,city/county,90148,Downers Grove 148,Divine Savior Catholic Church,"6700 Main St, Downers Grove, IL"
IL,DuPage,DuPage County,city/county,90149,Downers Grove 149,Divine Savior Catholic Church,"6700 Main St, Downers Grove, IL"
IL,DuPage,DuPage County,city/county,90150,Downers Grove 150,Marquette Manor Baptist Church,"333 75th St, Downers Grove, IL"
IL,DuPage,DuPage County,city/county,90151,Downers Grove 151,St John Lutheran Church,"7214 Cass Ave, Darien, IL"
IL,DuPage,DuPage County,city/county,90152,Downers Grove 152,Sts Kiril & Metodij Macedonian Church,"10S330 Kingery Highway, Willowbrook, IL"
IL,DuPage,DuPage County,city/county,90153,Downers Grove 153,Burr Ridge Village Hall,"7660 County Line Rd, Burr Ridge, IL"
IL,DuPage,DuPage County,city/county,90154,Downers Grove 154,Lord of Life Lutheran Church,"725 75th St, Darien, IL"
IL,DuPage,DuPage County,city/county,90155,Downers Grove 155,Village Greens Golf Course,"1575 W 75th St, Woodridge, IL"
IL,DuPage,DuPage County,city/county,90156,Downers Grove 156,Comm High Sch Dist 99 - Admin Ctr,"6301 Springside Ave, Downers Grove, IL"
IL,Edgar,Edgar County,city/county,101,BROUILLETTS CREEK,CHRISMAN HIGH SCHOOL,"23231 N IL HWY 1, CHRISMAN, IL"
IL,Edgar,Edgar County,city/county,201,BUCK,BUCK TOWNSHIP BLDG,"601 OAK, REDMON, IL"
IL,Edgar,Edgar County,city/county,301,EDGAR,CHRISMAN HIGH SCHOOL,"23231 N IL HWY 1, CHRISMAN, IL"
IL,Edgar,Edgar County,city/county,401,ELBRIDGE,VERMILION FIRE STATION,"309 CHURCH, VERMILION, IL"
IL,Edgar,Edgar County,city/county,501,EMBARRASS,BUCK TOWNSHIP BLDG,"601 OAK, REDMON, IL"
IL,Edgar,Edgar County,city/county,601,GRANDVIEW,KANSAS CHRISTIAN CHURCH,"110 N FRANKLIN, KANSAS, IL"
IL,Edgar,Edgar County,city/county,701,HUNTER,VERMILION FIRE STATION,"309 CHURCH, VERMILION, IL"
IL,Edgar,Edgar County,city/county,801,KANSAS,KANSAS CHRISTIAN CHURCH,"110 N FRANKLIN, KANSAS, IL"
IL,Edgar,Edgar County,city/county,901,PARIS 1,CRESTWOOD SCHOOL,"15601 US HWY 150, PARIS, IL"
IL,Edgar,Edgar County,city/county,902,PARIS 2,CRESTWOOD SCHOOL,"15601 US HWY 150, PARIS, IL"
IL,Edgar,Edgar County,city/county,903,PARIS 3,MEMORIAL SCHOOL,"509 E NEWTON ST, PARIS, IL"
IL,Edgar,Edgar County,city/county,904,PARIS 4,K OF C HALL,"614 N MAIN, PARIS, IL"
IL,Edgar,Edgar County,city/county,905,PARIS 5,K OF C HALL,"614 N MAIN, PARIS, IL"
IL,Edgar,Edgar County,city/county,906,PARIS 6,MEMORIAL SCHOOL,"509 E NEWTON ST, PARIS, IL"
IL,Edgar,Edgar County,city/county,907,PARIS 7,MEMORIAL SCHOOL,"509 E NEWTON ST, PARIS, IL"
IL,Edgar,Edgar County,city/county,908,PARIS 8,CAROLYN WENZ SCHOOL,"437 W WASHINGTON, PARIS, IL"
IL,Edgar,Edgar County,city/county,909,PARIS 9,CAROLYN WENZ SCHOOL,"437 W WASHINGTON, PARIS, IL"
IL,Edgar,Edgar County,city/county,910,PARIS 10,CAROLYN WENZ SCHOOL,"437 W WASHINGTON, PARIS, IL"
IL,Edgar,Edgar County,city/county,911,PARIS 11,CRESTWOOD SCHOOL,"15601 US HWY 150, PARIS, IL"
IL,Edgar,Edgar County,city/county,912,PARIS 12,CAROLYN WENZ SCHOOL,"437 W WASHINGTON, PARIS, IL"
IL,Edgar,Edgar County,city/county,914,PARIS 14,CRESTWOOD SCHOOL,"15601 US HWY 150, PARIS, IL"
IL,Edgar,Edgar County,city/county,915,PARIS 15,K OF C HALL,"614 N MAIN, PARIS, IL"
IL,Edgar,Edgar County,city/county,1001,PRAIRIE,CHRISMAN HIGH SCHOOL,"23231 N IL HWY 1, CHRISMAN, IL"
IL,Edgar,Edgar County,city/county,1101,ROSS 1,CHRISMAN HIGH SCHOOL,"23231 N IL HWY 1, CHRISMAN, IL"
IL,Edgar,Edgar County,city/county,1102,ROSS 2,CHRISMAN HIGH SCHOOL,"23231 N IL HWY 1, CHRISMAN, IL"
IL,Edgar,Edgar County,city/county,1201,SHILOH,HUME COMMUNITY CENTER,"101 FRONT ST, HUME, IL"
IL,Edgar,Edgar County,city/county,1301,STRATTON,VERMILION FIRE STATION,"309 CHURCH, VERMILION, IL"
IL,Edgar,Edgar County,city/county,1401,SYMMES 1,SYMMES TWP OFFICE,"5301 N 1400TH ST, PARIS, IL"
IL,Edgar,Edgar County,city/county,1402,SYMMES 2,SYMMES TWP OFFICE,"5301 N 1400TH ST, PARIS, IL"
IL,Edgar,Edgar County,city/county,1501,YOUNG AMERICA 1,HUME COMMUNITY CENTER,"101 FRONT ST, HUME, IL"
IL,Edgar,Edgar County,city/county,1502,YOUNG AMERICA 2,HUME COMMUNITY CENTER,"101 FRONT ST, HUME, IL"
IL,Edwards,Edwards County,city/county,101,ALBION 1,FIRST CHRISTIAN CHURCH,"106 North Fourth Street, ALBION, IL"
IL,Edwards,Edwards County,city/county,102,ALBION 2,EXHIBITION BLDG,"90 West Pine, ALBION, IL"
IL,Edwards,Edwards County,city/county,103,ALBION 3,EXHIBITION BLDG,"90 West Pine, ALBION, IL"
IL,Edwards,Edwards County,city/county,201,BONE GAP,BONE GAP FIRE STATION,"Corner of State and Main, BONE GAP, IL"
IL,Edwards,Edwards County,city/county,301,BROWNS,BROWNS VILLAGE HALL,"311 Front Street, BROWNS, IL"
IL,Edwards,Edwards County,city/county,401,DIXON,EXHIBITION BUILDING,"90 West Pine, ALBION, IL"
IL,Edwards,Edwards County,city/county,501,ELLERY,FIRST CHRISTIAN CHURCH,"106 North Fourth Street, ALBION, IL"
IL,Edwards,Edwards County,city/county,601,FRENCH CREEK,NORTHSIDE BAPTIST CHURCH,"805 North State Road, GRAYVILLE, IL"
IL,Edwards,Edwards County,city/county,701,SALEM 1,WEST SALEM COM CENTER,"109 North Main Street, WEST SALEM, IL"
IL,Edwards,Edwards County,city/county,702,SALEM 2,WEST SALEM COM CENTER,"109 North Main Street, WEST SALEM, IL"
IL,Edwards,Edwards County,city/county,801,SHELBY 1,WEST SALEM COM CENTER,"109 North Main Street, WEST SALEM, IL"
IL,Edwards,Edwards County,city/county,802,SHELBY 2,EXHIBITION BLDG.,"90 West Pine, ALBION, IL"
IL,Effingham,Effingham County,city/county,,,DOUGLAS 10 - FIRST BAPTIST CHURCH,"213 W FAYETTE AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,101,WEST,WEST - TOWN HALL,"3347 E 300TH AVE, MASON, IL"
IL,Effingham,Effingham County,city/county,201,MOUND 1,"MOUND 1 - TOWN HALL, EAST ROOM","6 W ADAMS AVE, ALTAMONT, IL"
IL,Effingham,Effingham County,city/county,202,MOUND 2,"MOUND 2 - TOWN HALL, WEST ROOM","6 W ADAMS AVE, ALTAMONT, IL"
IL,Effingham,Effingham County,city/county,203,MOUND 3,MOUND 3 - MUNICIPAL BUILDING,"202 N SECOND ST, ALTAMONT, IL"
IL,Effingham,Effingham County,city/county,301,MOCCASIN,MOCCASIN - TOWN HALL,"CO ROAD #6, E 1600TH AVE, ALTAMONT, IL"
IL,Effingham,Effingham County,city/county,401,LIBERTY,LIBERTY - KLUTHE CENTER,"100 PARK ROAD, BEECHER CITY, IL"
IL,Effingham,Effingham County,city/county,501,MASON,MASON - MASON CIVIC CENTER,"861 E WASHINGTON ST, MASON, IL"
IL,Effingham,Effingham County,city/county,601,JACKSON,JACKSON - TOWN HALL,"N 890TH ST & E 900TH AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,701,SUMMIT 1,SUMMIT 1 - PEARSON BUILDING,"15170 N BEACH RD, LAKE SARA, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,702,SUMMIT 2,SUMMIT 2 - PEARSON BUILDING,"15170 N BEACH RD, LAKE SARA, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,703,SUMMIT 3,"SUMMIT 3- COMMUNITY BLDG, LAKE SARA","9282 E PARK AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,704,SUMMIT 4,"SUMMIT 4- COMMUNITY BLDG, LAKE SARA","9282 E PARK AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,801,BANNER,BANNER - KLUTHE CENTER SHUMWAY,"E FRONT ST, SHUMWAY, IL"
IL,Effingham,Effingham County,city/county,901,WATSON 1,WATSON 1 - EFF COUNTY EMERGENCY SERV BLDG,"311 W MIRACLE AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,902,WATSON 2,WATSON 2 - WATSON CIVIC CENTER,"103 N JACKSON, WATSON, IL"
IL,Effingham,Effingham County,city/county,903,WATSON 3,WATSON 3 - EFF COUNTY EMERGENCY SERV BLDG,"311 W MIRACLE AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1001,UNION,UNION - TOWN HALL,"14990 E 300TH AVE, DIETERICH, IL"
IL,Effingham,Effingham County,city/county,1101,DOUGLAS 1,DOUGLAS 1 - ST MARY'S CHURCH HALL,"20057 N 1525TH ST, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1102,DOUGLAS 2,DOUGLAS 2 - NEW HOPE CHURCH,"2210 N RANEY ST, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1103,DOUGLAS 3,DOUGLAS 3 - ST ANTHONY HIGH SCHOOL,"304 E ROADWAY AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1104,DOUGLAS 4,DOUGLAS 4 - EFF CO COOPERATIVE EXTENSION BUILDING,"1209 WENTHE ST, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1105,DOUGLAS 5,DOUGLAS 5 - ST ANTHONY HIGH SCHOOL,"304 E ROADWAY AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1106,DOUGLAS 6,DOUGLAS 6 - ST ANTHONY HIGH SCHOOL,"304 E ROADWAY AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1107,DOUGLAS 7,DOUGLAS 7 - ST ANTHONY HIGH SCHOOL,"304 E ROADWAY AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1108,DOUGLAS 8,DOUGLAS 8 - ST ANTHONY'S MEMORIAL HOSP AUDITORIUM,"503 N MAPLE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1109,DOUGLAS 9,DOUGLAS 9 - ST ANTHONY'S MEMORIAL HOSP AUDITORIUM,"503 N MAPLE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1110,DOUGLAS 10,DOUGLAS 10 - FIRST BAPTIST CHURCH,"213 W FAYETTE AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1111,DOUGLAS 11,DOUGLAS 11- FIRST BAPTIST CHURCH,"213 W FAYETTE AVE, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1112,DOUGLAS 12,DOUGLAS 12 - EFFINGHAM PARK DIST RON DIEHL CENTER,"1906 S FOURTH ST, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1113,DOUGLAS 13,DOUGLAS 13 - EFFINGHAM PARK DIST RON DIEHL CENTER,"1906 S FOURTH ST, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1114,DOUGLAS 14,DOUGLAS 14 - EFFINGHAM PARK DIST RON DIEHL CENTER,"1906 S FOURTH ST, EFFINGHAM, IL"
IL,Effingham,Effingham County,city/county,1201,TEUTOPOLIS 1,TEUTOPOLIS 1 -TEUTOPOLIS VILLAGE HALL,"106 W MAIN ST, TEUTOPOLIS, IL"
IL,Effingham,Effingham County,city/county,1202,TEUTOPOLIS 2,TEUTOPOLIS 2 - TOWN HALL,"200 S JOHN ST, TEUTOPOLIS, IL"
IL,Effingham,Effingham County,city/county,1203,TEUTOPOLIS 3,TEUTOPOLIS 3 - AMERICAN LEGION HALL,"106 N PLUM ST, TEUTOPOLIS, IL"
IL,Effingham,Effingham County,city/county,1301,LUCAS,LUCAS - TOWN HALL,"20950 E 300TH AVE, DIETERICH, IL"
IL,Effingham,Effingham County,city/county,1401,BISHOP,BISHOP - KLUTHE CIVIC CENTER,"102 W VIRGINIA ST, DIETERICH, IL"
IL,Effingham,Effingham County,city/county,1501,ST. FRANCIS,ST FRANCIS - MONTROSE MUNICIPAL BUILDING,"W NATIONAL RD, MONTROSE, MONTROSE, IL"
IL,Fayette,Fayette County,city/county,10001,Avena 1,Town Hall,"512 N Main, St Elmo, IL"
IL,Fayette,Fayette County,city/county,20001,Bear Grove 1,Town Hall,"431 East 1400 Ave, Hagarstown, IL"
IL,Fayette,Fayette County,city/county,30001,Bowling Green 1,Town Hall,"3254 North 1675 Street, Herrick, IL"
IL,Fayette,Fayette County,city/county,40001,Carson 1,Town Hall 2900N & 1400E,"2894 North 1400 Street, Ramsey, IL"
IL,Fayette,Fayette County,city/county,50001,Hurricane 1,Town Hall,"355 East 3050 Ave, Ramsey, IL"
IL,Fayette,Fayette County,city/county,60001,S Hurricane 1,Town/Village Hall,"Main & Washington Streets, Bingham, IL"
IL,Fayette,Fayette County,city/county,70001,Kaskaskia 1,Town Hall,"877 East 900 Ave, Shobonier, IL"
IL,Fayette,Fayette County,city/county,80001,La Clede 1,Village Of Farina Park Building,"Route 37 South, Farina, IL"
IL,Fayette,Fayette County,city/county,90001,Lone Grove 1,Village Hall,"201 W Railroad, St Peter, IL"
IL,Fayette,Fayette County,city/county,100001,Loudon 1,Town Hall,"Co Rds 2770N - 2100E, Beecher City, IL"
IL,Fayette,Fayette County,city/county,110001,Otego 1,1st Bapt. Church-Brownstown,"503 East Oak, Brownstown, IL"
IL,Fayette,Fayette County,city/county,120001,Pope 1,Town Hall,"178 North 400 Street, Patoka, IL"
IL,Fayette,Fayette County,city/county,130001,Ramsey 1,First Baptist Church,"2756 US 51, Ramsey, IL"
IL,Fayette,Fayette County,city/county,140001,Sefton 1,Town Hall,"1455 East 2100 Ave, Brownstown, IL"
IL,Fayette,Fayette County,city/county,150001,Seminary 1,Town Hall,"Co Rds 900N - 200E, Vandalia, IL"
IL,Fayette,Fayette County,city/county,160001,Shafter 1,Town Hall,"328 East 2100 Ave, Ramsey, IL"
IL,Fayette,Fayette County,city/county,170001,Sharon 1,Town Hall,"745 East 2045 Ave (Vera), Vandalia, IL"
IL,Fayette,Fayette County,city/county,180001,Vandalia 1,1st United Methodist Church,"Fellowship Hall 127 N 4th, Vandalia, IL"
IL,Fayette,Fayette County,city/county,180002,Vandalia 2,1st United Methodist Church,"Fellowship Hall 127 N 4th, Vandalia, IL"
IL,Fayette,Fayette County,city/county,180003,Vandalia 3,1st United Methodist Church,"Fellowship Hall 127 N 4th, Vandalia, IL"
IL,Fayette,Fayette County,city/county,180004,Vandalia 4,Mother Of Dolors Parish Center,"705 W St Clair, Vandalia, IL"
IL,Fayette,Fayette County,city/county,180005,Vandalia 5,Mother Of Dolors Parish Center,"705 W St Clair, Vandalia, IL"
IL,Fayette,Fayette County,city/county,180006,Vandalia 6,Mother Of Dolors Parish Center,"705 W St Clair, Vandalia, IL"
IL,Fayette,Fayette County,city/county,180007,Vandalia 7,Holy Cross Lutheran Church Gym,"726 Fillmore, Vandalia, IL"
IL,Fayette,Fayette County,city/county,180008,Vandalia 8,Holy Cross Lutheran Church Gym,"726 Fillmore, Vandalia, IL"
IL,Fayette,Fayette County,city/county,180009,Vandalia 9,Holy Cross Lutheran Church Gym,"726 Fillmore, Vandalia, IL"
IL,Fayette,Fayette County,city/county,190001,Wheatland 1,Town Hall,"2156 East 1495 Ave (St James), St Elmo, IL"
IL,Fayette,Fayette County,city/county,200001,Wilberton 1,Town Hall,"898 North 1500 Street, Shobonier, IL"
IL,Ford,Ford County,city/county,101,ROGERS,ROGERS,"KEMPTON LEGION HALL, 212 FIRST STREET, KEMPTON, IL., IL"
IL,Ford,Ford County,city/county,201,MONA,MONA,"KEMPTON LEGION HALL, 212 FIRST STREET, KEMPTON, IL"
IL,Ford,Ford County,city/county,301,PELLA,PELLA,"PELLA TOWNSHIP HALL, 2860 N STATE RTE. 115, PIPER CITY, IL"
IL,Ford,Ford County,city/county,401,BRENTON,BRENTON,"PIPER CITY COMM CENTER, 64 W. PEORIA STREET, PIPER CITY, IL"
IL,Ford,Ford County,city/county,501,LYMAN,LYMAN,"ROBERTS VILLAGE HALL, 118 W. WELDON, ROBERTS, IL"
IL,Ford,Ford County,city/county,601,WALL,WALL,"WALL TOWNSHIP HALL, 899 N. STATE RTE. 115, LODA, IL"
IL,Ford,Ford County,city/county,701,PEACH ORCHARD,PEACH ORCHARD,"MELVIN COMM HALL, 108 E. MAIN, MELVIN, IL"
IL,Ford,Ford County,city/county,801,SULLIVANT,SULLIVANT,"SIBLEY TOWNSHIP HALL, 125 W. OHIO, SIBLEY, IL"
IL,Ford,Ford County,city/county,901,DRUMMER 1,DRUMMER 1,"1ST PRESBYTERIAN CHURCH, 401 N. CHURCH, GIBSON CITY, IL"
IL,Ford,Ford County,city/county,902,DRUMMER 2,DRUMMER 2,"MOYER LIBRARY, 618 S. SANGAMON AVE., GIBSON CITY, IL., IL"
IL,Ford,Ford County,city/county,903,DRUMMER 3,DRUMMER 3,"1ST PRESBYTERIAN CHURCH, 401 N. CHURCH, GIBSON CITY, IL"
IL,Ford,Ford County,city/county,904,DRUMMER 4,DRUMMER 4,"MOYER LIBRARY, 618 S. SANGAMON AVE., GIBSON CITY, IL., IL"
IL,Ford,Ford County,city/county,905,DRUMMER 5,DRUMMER 5,"1ST PREBYTERIAN CHURCH, 401 N. CHURCH, GIBSON CITY, IL"
IL,Ford,Ford County,city/county,1001,DIX,DIX,"DIX TOWNSHIP HALL, 115 S. MAPLE, ELLIOTT, IL., IL"
IL,Ford,Ford County,city/county,1101,PATTON 1,PATTON 1,"PAXTON FIRE DEPT., 310 N. MARKET, PAXTON, IL"
IL,Ford,Ford County,city/county,1102,PATTON 2,PATTON 2,"PAXTON FIRE DEPT., 310 N. MARKET, PAXTON, IL"
IL,Ford,Ford County,city/county,1103,PATTON 3,PATTON 3,"WALL TOWNSHIP HALL, 899 N. STATE RTE. 115, LODA, IL"
IL,Ford,Ford County,city/county,1104,PATTON 4,PATTON 4,"PAXTON FIRE DEPT., 310 N. MARKET, PAXTON, IL"
IL,Ford,Ford County,city/county,1105,PATTON 5,PATTON 5,"PAXTON CIVIC CENTER, 601 S. FALL, PAXTON, IL"
IL,Ford,Ford County,city/county,1106,PATTON 6,PATTON 6,"PAXTON CIVIC CENTER, 601 S. FALL, PAXTON, IL"
IL,Ford,Ford County,city/county,1107,PATTON 7,PATTON 7,"PAXTON CIVIC CENTER, 601 S. FALL, PAXTON, IL"
IL,Ford,Ford County,city/county,1201,BUTTON,BUTTON,"AMERICAN LEGION, 763 E. PELLS, PAXTON, IL., IL"
IL,Franklin,Franklin County,city/county,5101,Goode 1,VFW Bldg,"302 W Coal St, Sesser, IL"
IL,Franklin,Franklin County,city/county,5102,Goode 2,Goode Township Bldg,"201 E Callie St, Sesser, IL"
IL,Franklin,Franklin County,city/county,5201,Barren,Barren Township Bldg,"15596 Rend City Rd, Sesser, IL"
IL,Franklin,Franklin County,city/county,5301,Ewing 1,Ewing Township Barn,"412 W Main St, Ewing, IL"
IL,Franklin,Franklin County,city/county,5302,Ewing 2,Ewing Township Bldg,"205 Harrison St, Whittington, IL"
IL,Franklin,Franklin County,city/county,5401,Northern,Northern Twp Bldg/Fire Station,"21455 Ewing Rd, Macedonia, IL"
IL,Franklin,Franklin County,city/county,6101,Tyrone 1,Historical Society Bldg,"2130 School House Rd, Mulkeytown, IL"
IL,Franklin,Franklin County,city/county,6102,Tyrone 2,Christopher City Hall/Civic Center,"208 N Thomas St, Christopher, IL"
IL,Franklin,Franklin County,city/county,6103,Tyrone 3,City Hall,"9124 Main St, Coello, IL"
IL,Franklin,Franklin County,city/county,6104,Tyrone 4,Hampton Bldg,"604 S Mulkey St, Christopher, IL"
IL,Franklin,Franklin County,city/county,6105,Tyrone 5,Valier Community Bldg,"400 E Main St, Valier, IL"
IL,Franklin,Franklin County,city/county,6201,Browning 1,Buckner Village Hall,"200 E Main St, Buckner, IL"
IL,Franklin,Franklin County,city/county,6202,Browning 2,West City Community Bldg,"201 Browning St, West City, IL"
IL,Franklin,Franklin County,city/county,6203,Browning 3,Valier Community Bldg,"400 E Main St, Valier, IL"
IL,Franklin,Franklin County,city/county,6301,Benton 1,Benton High School #103,"511 East Main St., Benton, IL"
IL,Franklin,Franklin County,city/county,6302,Benton 2,Benton High School #103,"511 East Main St., Benton, IL"
IL,Franklin,Franklin County,city/county,6303,Benton 3,Village Hall,"6342 Main St, Logan, IL"
IL,Franklin,Franklin County,city/county,6304,Benton 4,Benton High School #103,"511 East Main St., Benton, IL"
IL,Franklin,Franklin County,city/county,6305,Benton 5,Benton High School #103,"511 East Main St., Benton, IL"
IL,Franklin,Franklin County,city/county,6306,Benton 6,Benton High School #103,"511 East Main St., Benton, IL"
IL,Franklin,Franklin County,city/county,6307,Benton 7,Benton High School #103,"511 East Main St., Benton, IL"
IL,Franklin,Franklin County,city/county,6401,Eastern,Eastern Township Bldg,"22165 Main St, Akin, IL"
IL,Franklin,Franklin County,city/county,7101,Six Mile 1,Royalton Village Hall,"311 S Main St, Royalton, IL"
IL,Franklin,Franklin County,city/county,7102,Six Mile 2,Six Mile Township Bldg,"27 Circle, Zeigler, IL"
IL,Franklin,Franklin County,city/county,7103,Six Mile 3,Housing Bldg,"200 E Maryland, Zeigler, IL"
IL,Franklin,Franklin County,city/county,7201,Denning 1,Plumfield Water Office,"2029 Plumfield Rd, West Frankfort, IL"
IL,Franklin,Franklin County,city/county,7202,Denning 2,Denning Township Bldg,"217 S Horn St, West Frankfort, IL"
IL,Franklin,Franklin County,city/county,7203,Denning 3,Orient City Hall,"404 Lincoln St, Orient, IL"
IL,Franklin,Franklin County,city/county,7204,Denning 4,Precinct Hall,"217 S Horn St, West Frankfort, IL"
IL,Franklin,Franklin County,city/county,7205,Denning 5,Precinct Hall,"217 S Horn St, West Frankfort, IL"
IL,Franklin,Franklin County,city/county,7301,Frankfort 1,Frankfort Township Bldg,"2003 E St Louis St, West Frankfort, IL"
IL,Franklin,Franklin County,city/county,7302,Frankfort 2,Precinct Hall,"902 E Lindell St, West Frankfort, IL"
IL,Franklin,Franklin County,city/county,7303,Frankfort 3,Precinct Hall,"106 S Jackson St, West Frankfort, IL"
IL,Franklin,Franklin County,city/county,7304,Frankfort 4,Precinct Hall,"1713 E Oak St, West Frankfort, IL"
IL,Franklin,Franklin County,city/county,7401,Cave,Cave Township Bldg,"3716 Cherry St, Thompsonville, IL"
IL,Fulton,Fulton County,city/county,101,UNION,UNION TOWNSHIP HALL,"200 N. DEPOT, AVON, IL"
IL,Fulton,Fulton County,city/county,201,ELLISVILLE,ELLISVILLE FIRE STATION,"125 W. MAIN, ELLISVILLE, IL"
IL,Fulton,Fulton County,city/county,301,YOUNG HICKORY,LONDON MILLS VILLAGE OFFICE,"108 N. THIRD, LONDON MILLS, IL"
IL,Fulton,Fulton County,city/county,401,FAIRVIEW,FAIRVIEW FIRE STATION,"700 CARTER, FAIRVIEW, IL"
IL,Fulton,Fulton County,city/county,501,FARMINGTON 1,ST. MATTHEWS CATHOLIC CHURCH,"156 E. VERNON, FARMINGTON, IL"
IL,Fulton,Fulton County,city/county,502,FARMINGTON 2,BAPTIST CHURCH,"135 N. WEST ST., FARMINGTON, IL"
IL,Fulton,Fulton County,city/county,503,FARMINGTON 3,NORRIS UNITED METHODIST CHURCH,"241 N MAIN, NORRIS, IL"
IL,Fulton,Fulton County,city/county,504,FARMINGTON 4,BAPTIST CHURCH,"135 N. WEST ST., FARMINGTON, IL"
IL,Fulton,Fulton County,city/county,505,FARMINGTON 5,ST. MATTHEWS CATHOLIC CHURCH,"156 E. VERNON, FARMINGTON, IL"
IL,Fulton,Fulton County,city/county,506,FARMINGTON 6,BAPTIST CHURCH,"135 N. WEST ST., FARMINGTON, IL"
IL,Fulton,Fulton County,city/county,601,LEE TWP,ELLISVILLE FIRE STATION,"125 W. MAIN, ELLISVILLE, IL"
IL,Fulton,Fulton County,city/county,701,DEERFIELD,ELLISVILLE FIRE STATION,"125 W. MAIN, ELLISVILLE, IL"
IL,Fulton,Fulton County,city/county,801,JOSHUA,JOSHUA TOWNSHIP HALL,"13985 E. IL 9 HWY., FIATT, IL"
IL,Fulton,Fulton County,city/county,901,CANTON 1,EVANGELICAL FREE CHURCH,"1300 E. CHESTNUT, CANTON, IL"
IL,Fulton,Fulton County,city/county,902,CANTON 2,EVANGELICAL FREE CHURCH,"1300 E. CHESTNUT, CANTON, IL"
IL,Fulton,Fulton County,city/county,903,CANTON 3,FULTON COUNTY HEALTH DEPT.,"700 E. OAK, CANTON, IL"
IL,Fulton,Fulton County,city/county,904,CANTON 4,FULTON COUNTY HEALTH DEPT.,"700 E. OAK, CANTON, IL"
IL,Fulton,Fulton County,city/county,905,CANTON 5,WALLACE PARK,"250 S. AVENUE D, CANTON, IL"
IL,Fulton,Fulton County,city/county,906,CANTON 6,WALLACE PARK,"250 S. AVENUE D, CANTON, IL"
IL,Fulton,Fulton County,city/county,907,CANTON 7,PARLIN INGERSOLL LIBRARY,"205 W. CHESTNUT, CANTON, IL"
IL,Fulton,Fulton County,city/county,908,CANTON 8,PARLIN INGERSOLL LIBRARY,"205 W. CHESTNUT, CANTON, IL"
IL,Fulton,Fulton County,city/county,909,CANTON 9,NORRIS UNITED METHODIST CHURCH,"241 N MAIN, NORRIS, IL"
