state,jurisdiction_type,county_name,jurisdiction,precinct_id,name,address
MA,county,BOSTON,BOSTON,4-10 ,SIMMONS COLLEGE,"LEFAVOUR HALL AND BEATLEY LIBRARY - 2 AVENUE LOUIS PASTEUR, VOTE IN KOTZEN MEETING CENTER AND TERRACE, ROOMS L-001 AND L-002."
MA,county,BOSTON,BOSTON,5-1  ,FRANKLIN INSTITUTE OF,BOSTON - VOTER ENTRANCE 41 BERKELEY STREET.  VOTE IN AUDITORIUM.
MA,county,BOSTON,BOSTON,5-2  ,BOSTON ARTS ACADEMY,"/FENWAY HIGH SCHOOL - 174 IPSWICH STREET, VOTE IN AUDITORIUM."
MA,county,BOSTON,BOSTON,5-2A ,BOSTON ARTS ACADEMY,"/FENWAY HIGH SCHOOL - 174 IPSWICH STREET, VOTE IN AUDITORIUM."
MA,county,BOSTON,BOSTON,5-3  ,STATE HOUSE,"VOTE IN HEARING ROOM B1 IN BASEMENT, VOTER ENTRANCE ON BOWDOIN STREET THROUGH ASHBURTON PARK DOOR #16."
MA,county,BOSTON,BOSTON,5-4  ,WEST END LIBRARY,"151 CAMBRIDGE STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,5-5  ,HILL HOUSE COMMUNITY ,"CENTER - 127 MOUNT VERNON STREET, VOTE IN COMMUNITY ROOM. (INSIDE FIRE DOORS)"
MA,county,BOSTON,BOSTON,5-6  ,EMMANUEL EPISCOPAL CHURCH,"15 NEWBURY STREET, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE DOOR TO THE RIGHT CLOSEST TO ARLINGTON STREET"
MA,county,BOSTON,BOSTON,5-7  ,COPLEY SQUARE LIBRARY,"VOTER ENTRANCE 700 BOYLSTON STREET, VOTE IN CONFERENCE ROOM C-04, IN THE LOWER LEVEL."
MA,county,BOSTON,BOSTON,5-8  ,COPLEY SQUARE LIBRARY,"VOTER ENTRANCE 700 BOYLSTON STREET, VOTE IN CONFERENCE ROOM C-05, IN THE LOWER LEVEL."
MA,county,BOSTON,BOSTON,5-9  ,COPLEY SQUARE LIBRARY,"VOTER ENTRANCE 700 BOYLSTON STREET, VOTE IN CONFERENCE ROOM C-06, IN THE LOWER LEVEL."
MA,county,BOSTON,BOSTON,5-10 ,BOSTON UNIVERSITY,"MYLES STANDISH HALL, VOTE IN STUDENT STUDY HALL.  VOTER ENTRANCE 30 BAY STATE ROAD"
MA,county,BOSTON,BOSTON,5-11 ,HILL HOUSE COMMUNITY,"CENTER - 127 MOUNT VERNON STREET, VOTE IN COMMUNITY ROOM. (INSIDE FIRE DOORS)"
MA,county,BOSTON,BOSTON,6-1  ,JAMES F CONDON ELEMENTARY,"SCHOOL - 200 D STREET, VOTE IN CAFETERIA."
MA,county,BOSTON,BOSTON,6-2  ,JAMES F CONDON ELEMENTARY,"SCHOOL - 200 D STREET, VOTE IN CAFETERIA."
MA,county,BOSTON,BOSTON,6-3  ,JAMES F CONDON ELEMENTARY,"SCHOOL - 200 D STREET, VOTE IN CAFETERIA."
MA,county,BOSTON,BOSTON,6-4  ,JULIE'S FAMILY LEARNING,PROGRAM - 133 DORCHESTER STREET.  VOTE IN MULTIPURPOSE ROOM.  VOTERS ENTRANCE AROUND THE CORNER ON WEST FOURTH STREET.
MA,county,BOSTON,BOSTON,6-5  ,SOUTH BOSTON LIBRARY,"646 EAST BROADWAY, VOTE IN MEETING ROOM."
MA,county,BOSTON,BOSTON,6-6  ,MONSIGNOR JOHN T POWERS,ELDERLY HOUSING - 120 L STREET.  VOTE IN HALLWAY.  VOTERS USE MAIN ENTRANCE.
MA,county,BOSTON,BOSTON,6-7  ,MONSIGNOR JOHN T POWERS,ELDERLY HOUSING - 120 L STREET.  VOTE IN LOUNGE.  VOTERS USE MAIN ENTRANCE.
MA,county,BOSTON,BOSTON,6-8  ,MONSIGNOR JOHN T POWERS,ELDERLY HOUSING - 120 L STREET.  VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE USE DOOR CLOSEST TO EAST FIFTH STREET.
MA,county,BOSTON,BOSTON,6-9  ,MONSIGNOR JOHN T POWERS,ELDERLY HOUSING - 120 L STREET.  VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE USE DOOR CLOSEST TO EAST FIFTH STREET.
MA,county,BOSTON,BOSTON,7-1  ,CURLEY RECREATION CENTER,"(L STREET BATH HOUSE) 1663 COLUMBIA ROAD, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE AT M STREET SIDE OF BUILDING."
MA,county,BOSTON,BOSTON,7-2  ,CURLEY RECREATION CENTER,"(L STREET BATH HOUSE) 1663 COLUMBIA ROAD, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE AT M STREET SIDE OF BUILDING."
MA,county,BOSTON,BOSTON,7-3  ,FOLEY APARTMENTS,"199 H STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,7-4  ,GAVIN EDUCATION COMPLEX," - 215 DORCHESTER STREET, VOTE IN AUDITORIUM.  VOTER ENTRANCE RIGHT SIDE OF PARKING LOT ON WEST SEVENTH STREET."
MA,county,BOSTON,BOSTON,7-5  ,WEST NINTH STREET ELDERLY,"COMMUNITY ROOM - 185 WEST NINTH STREET, VOTE IN COMMUNITY ROOM.  HP ENTRANCE REAR OF BUILDING."
MA,county,BOSTON,BOSTON,7-6  ,MARY ELLEN MCCORMACK TASK,"FORCE OFFICE - 345 OLD COLONY AVE, VOTER ENTRANCE DEVINE WAY"
MA,county,BOSTON,BOSTON,7-7  ,MARY ELLEN MCCORMACK TASK,"FORCE OFFICE - 345 OLD COLONY AVE, VOTER ENTRANCE DEVINE WAY"
MA,county,BOSTON,BOSTON,7-8  ,BELLFLOWER APARTMENTS,"24 BELLFLOWER STREET, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE DORSET STREET. HP USE MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,7-9  ,BELLFLOWER APARTMENTS,"24 BELLFLOWER STREET, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE DORSET STREET. HP USE MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,7-10 ,UPHAM'S CORNER HEALTH,CENTER - ETHEL W. LENNOX BUILDING  636 COLUMBIA ROAD.  VOTE IN CONFERENCE ROOM.  HP RAMP TO THE RIGHT OF BUILDING
MA,county,BOSTON,BOSTON,8-1  ,CATHEDRAL HIGH SCHOOL ,GYMNASIUM - 1336 WASHINGTON STREET.  VOTER ENTRANCE RIGHT SIDE OF BULDING ON UNION PARK STREET
MA,county,BOSTON,BOSTON,8-2  ,CATHEDRAL HIGH SCHOOL ,GYMNASIUM - 1336 WASHINGTON STREET.  VOTER ENTRANCE RIGHT SIDE OF BULDING ON UNION PARK STREET
MA,county,BOSTON,BOSTON,8-3  ,ORCHARD GARDENS COMMUNITY, CENTER - 2 DEARBORN STREET.  VOTE IN GYMNASIUM.
MA,county,BOSTON,BOSTON,8-4  ,ORCHARD GARDENS COMMUNITY, CENTER - 2 DEARBORN STREET.  VOTE IN GYMNASIUM.
MA,county,BOSTON,BOSTON,8-5  ,ORCHARD GARDENS COMMUNITY, CENTER - 2 DEARBORN STREET.  VOTE IN GYMNASIUM.
MA,county,BOSTON,BOSTON,8-6  ,VINE STREET COMMUNITY ,"CENTER - 339 DUDLEY STREET,  VOTE IN THE PERFORMANCE ROOM. HP ENTRANCE ELEVATOR TO THE RIGHT OF MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,8-7  ,VINE STREET COMMUNITY,"CENTER - 339 DUDLEY STREET,  VOTE IN COMMUNITY ROOM.  HP ENTRANCE ELEVATOR TO THE RIGHT OF MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,9-1  ,CATHEDRAL HIGH SCHOOL,GYMNASIUM - 1336 WASHINGTON STREET.  VOTER ENTRANCE RIGHT SIDE OF BULDING ON UNION PARK STREET
MA,county,BOSTON,BOSTON,9-2  ,WASHINGTON MANOR,"APARTMENTS, 1701 WASHINGTON STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,9-3  ,HAMPTON HOUSE,"155 NORTHAMPTON STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,9-4  ,MADISON PARK COMPLEX,HAYNES HOUSE COMMUNITY ROOM - VOTER ENTRANCE 735 SHAWMUT AVENUE.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,9-5  ,MARCUS GARVEY GARDENS,"44 JOHN ELIOT SQUARE, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE REAR PARKING LOT."
MA,county,BOSTON,BOSTON,10-1  ,MISSION MAIN COMMUNITY ,CENTER - 43 SMITH STREET. VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,10-2  ,MISSION MAIN COMMUNITY ,CENTER - 43 SMITH STREET. VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,10-3  ,TOBIN MUNICIPAL BUILDING,"1481 TREMONT STREET, VOTE IN DOWNSTAIRS COMMUNITY ROOM.  VOTER ENTRANCE RIGHT SIDE OF BUILDING."
MA,county,BOSTON,BOSTON,10-4  ,ROBERT & THERESA PARKS,"COMMUNITY BUILDING, VOTER ENTRANCE 2 NEW WHITNEY STREET.  VOTE IN COMMUNITY ROOM ON FIRST FLOOR."
MA,county,BOSTON,BOSTON,10-5  ,TOBIN MUNICIPAL BUILDING,"1481 TREMONT STREET, VOTE IN DOWNSTAIRS COMMUNITY ROOM.  VOTER ENTRANCE RIGHT SIDE OF BUILDING."
MA,county,BOSTON,BOSTON,10-6  ,JOHN F KENNEDY ELEMENTARY,"SCHOOL - 7 BOLSTER STREET, VOTE ON AUDITORIUM STAGE.  VOTER ENTRANCE WYMAN STREET."
MA,county,BOSTON,BOSTON,10-7  ,JOHN F KENNEDY ELEMENTARY,"SCHOOL - 7 BOLSTER STREET, VOTE ON AUDITORIUM STAGE.  VOTER ENTRANCE WYMAN STREET."
MA,county,BOSTON,BOSTON,10-8  ,BACK OF THE HILL ,"APARTMENTS - 100 SOUTH HUNTINGTON AVENUE, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,10-9  ,MARY E CURLEY SCHOOL,"493 CENTRE STREET, VOTE IN CAFETERIA.  VOTER ENTRANCE THROUGH DRIVEWAY ON PERSHING ROAD."
MA,county,BOSTON,BOSTON,11-1  ,ROXBURY COMMUNITY COLLEGE,STUDENT LOUNGE - 1234 COLUMBUS AVENUE. VOTE IN STUDENT LOUNGE 103.  VOTER ENTRANCE CORNER OF CEDAR STREET AND COLUMBUS AVENUE.
MA,county,BOSTON,BOSTON,11-2  ,SHELBURNE CENTER,"2730 WASHINGTON STREET, VOTE IN GYMNASIUM.  VOTER ENTRANCE THROUGH PARKING LOT FROM DALE STREET."
MA,county,BOSTON,BOSTON,11-3  ,HIGGINSON/LEWIS K-8 ,"SCHOOL - 131 WALNUT AVE.  VOTER ENTRANCE GYM DOOR CORNER OF HUMBOLDT AVE & WALNUT AVE, ACROSS FROM ELIOT CHURCH OF ROXBURY."
MA,county,BOSTON,BOSTON,11-4  ,AMORY STREET APARTMENTS,"125 AMORY STREET, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE LEFT SIDE FROM PARKING LOT."
MA,county,BOSTON,BOSTON,11-5  ,WALNUT PARK APARTMENTS,"1990 COLUMBUS AVENUE, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,11-6  ,BROOKSIDE FAMILY LIFE,"CENTER - 3297 WASHINGTON STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,11-7  ,BOSTON ENGLISH HIGH,"SCHOOL - 144 MCBRIDE STREET, VOTE ON AUDITORIUM STAGE.  VOTER ENTRANCE WILLIAMS STREET SIDE DOOR."
MA,county,BOSTON,BOSTON,11-8  ,BOSTON ENGLISH HIGH,"SCHOOL - 144 MCBRIDE STREET, VOTE ON AUDITORIUM STAGE.  VOTER ENTRANCE WILLIAMS STREET SIDE DOOR."
MA,county,BOSTON,BOSTON,11-9  ,LOUIS AGASSIZ ELEMENTARY,"SCHOOL - 20 CHILD STREET, VOTE IN GYMNASIUM. VOTER ENTRANCE GYMNASIUM DOOR TO THE RIGHT OF MAIN ENTRNACE."
MA,county,BOSTON,BOSTON,11-10 ,LOUIS AGASSIZ ELEMENTARY,"SCHOOL - 20 CHILD STREET, VOTE IN GYMNASIUM. VOTER ENTRANCE GYMNASIUM DOOR TO THE RIGHT OF MAIN ENTRNACE."
MA,county,BOSTON,BOSTON,12-1  ,BOYS AND GIRLS CLUB OF,"BOSTON - YAWKEY CLUB OF ROXBURY, 115 WARREN STREET.  VOTE IN WHITLOCK PERFORMING ARTS CENTER"
MA,county,BOSTON,BOSTON,12-2  ,DR MARTIN LUTHER KING JR.,TOWERS - 280 MARTIN L KING BOULEVARD.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,12-3  ,HIGGINSON/LEWIS K-8 ,"SCHOOL - 131 WALNUT AVE.  VOTER ENTRANCE GYM DOOR CORNER OF HUMBOLDT AVE & WALNUT AVE, ACROSS FROM ELIOT CHURCH OF ROXBURY."
MA,county,BOSTON,BOSTON,12-4  ,BOYS AND GIRLS CLUB OF,"BOSTON - YAWKEY CLUB OF ROXBURY, 115 WARREN STREET.  VOTE IN WHITLOCK PERFORMING ARTS CENTER"
MA,county,BOSTON,BOSTON,12-5  ,DR MARTIN LUTHER KING JR.,TOWERS - 280 MARTIN L KING BOULEVARD.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,12-6  ,REVEREND DR. MICHAEL E.,HAYNES EARLY EDUCATION CENTER - 263 BLUE HILL AVENUE.  VOTE IN CAFETERIA.
MA,county,BOSTON,BOSTON,12-7  ,HOLGATE APARTMENTS,129 ELM HILL AVENUE.  VOTE IN LOUNGE.
MA,county,BOSTON,BOSTON,12-8  ,HIGGINSON/LEWIS K-8 ,"SCHOOL - 131 WALNUT AVE.  VOTER ENTRANCE GYM DOOR CORNER OF HUMBOLDT AVE & WALNUT AVE, ACROSS FROM ELIOT CHURCH OF ROXBURY."
MA,county,BOSTON,BOSTON,12-9  ,HIGGINSON/LEWIS K-8 ,"SCHOOL - 131 WALNUT AVE.  VOTER ENTRANCE GYM DOOR CORNER OF HUMBOLDT AVE & WALNUT AVE, ACROSS FROM ELIOT CHURCH OF ROXBURY."
MA,county,BOSTON,BOSTON,13-1  ,CARDINAL MEDEIROS MANOR,"11 WOODCLIFF STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,13-2  ,CARDINAL MEDEIROS MANOR,"11 WOODCLIFF STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,13-3  ,HABOR POINT TECHNOLOGY, CENTER - 15 HARBOR POINT BLVD.  VOTER ENTRANCE TO THE LEFT OF MAIN ENTRANCE ON BEACH POINT PL.
MA,county,BOSTON,BOSTON,13-4  ,LILLA G. FREDERICK PILOT,"MIDDLE SCHOOL, 270 COLUMBIA ROAD. VOTE IN GYMNASIUM.  VOTER ENTRANCE LEFT SIDE OF SCHOOL."
MA,county,BOSTON,BOSTON,13-5  ,THE STRAND THEATER - ,543 COLUMBIA ROAD. VOTE IN LOBBY.
MA,county,BOSTON,BOSTON,13-6  ,ANNAPOLIS APARTMENTS,"9 ANNAPOLIS STREET, VOTE IN COMMUNITY ROOM. VOTER ENTRANCE ANNAPOLIS COURT YARD."
MA,county,BOSTON,BOSTON,13-7  ,CATHERINE F. CLARK APTS,"915 DORCHESTER AVENUE, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,13-8  ,CATHERINE F. CLARK APTS,"915 DORCHESTER AVENUE, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,13-9  ,EDWARD EVERETT ELEMENTARY,"SCHOOL - 71 PLEASANT STREET, VOTE IN COMPUTER ROOM IN BASEMENT.  VOTER ENTRANCE FROM LEFT SIDE OF SCHOOL YARD"
MA,county,BOSTON,BOSTON,13-10 ,CRISTO REY BOSTON HIGH,"SCHOOL - 100 SAVIN HILL AVENUE, VOTE IN LIBRARY.  HP ENTRANCE RAMP RIGHT SIDE OF BUILDING."
MA,county,BOSTON,BOSTON,14-1  ,LILLA G. FREDERICK PILOT,"MIDDLE SCHOOL, 270 COLUMBIA ROAD. VOTE IN GYMNASIUM.  VOTER ENTRANCE LEFT SIDE OF SCHOOL."
MA,county,BOSTON,BOSTON,14-2  ,SARAH GREENWOOD SCHOOL,"186 GLENWAY STREET, VOTE IN CAFETERIA.  VOTER ENTRANCE REAR SCHOOL YARD."
MA,county,BOSTON,BOSTON,14-3  ,LILLA G. FREDERICK PILOT,"MIDDLE SCHOOL, 270 COLUMBIA ROAD. VOTE IN GYMNASIUM.  VOTER ENTRANCE LEFT SIDE OF SCHOOL."
MA,county,BOSTON,BOSTON,14-4  ,LILLA G. FREDERICK PILOT,"MIDDLE SCHOOL, 270 COLUMBIA ROAD. VOTE IN GYMNASIUM.  VOTER ENTRANCE LEFT SIDE OF SCHOOL."
MA,county,BOSTON,BOSTON,14-5  ,PAULINE AGASSIZ SHAW,"SCHOOL - 429 NORFOLK STREET, VOTE IN LARGE CAFETERIA.  VOTER ENTRANCE REAR DOOR ON  MORTON STREET."
MA,county,BOSTON,BOSTON,14-6  ,BOSTON MIDDLE SCHOOL,"ACADEMY (FORMERLY ENDICOTT ELEMENTARY SCHOOL) - 2 MCCLELLAN STREET,  VOTE IN BASEMENT HALLWAY.  HP ENTRANCE RAMP REAR PARKING LOT."
MA,county,BOSTON,BOSTON,14-7  ,JOSEPH LEE SCHOOL,155 TALBOT AVENUE.  VOTE IN AUDITORIUM.
MA,county,BOSTON,BOSTON,14-8  ,MORNING STAR BAPTIST,"CHURCH - 1257 BLUE HILL AVENUE, VOTE IN FELLOWSHIP HALL"
MA,county,BOSTON,BOSTON,14-9  ,BOYS AND GIRLS CLUB,"15 TALBOT AVENUE, VOTE IN LOBBY."
MA,county,BOSTON,BOSTON,14-10 ,FRANKLIN FIELD ELDERLY,COMMUNITY ROOM - 100 AMES STREET.  VOTE IN TENANTS ASSOCIATION MEETING ROOM.
MA,county,BOSTON,BOSTON,14-11 ,MORNING STAR BAPTIST,"CHURCH - 1257 BLUE HILL AVENUE, VOTE IN CLASSROOM."
MA,county,BOSTON,BOSTON,14-12 ,BEREA SDA ACADEMY,800 MORTON ST. VOTERS ENTER:BLUE DOORS LEFT OF SCHOOL'S SIGN ON MORTON ST. HP ENTRANCE REAR OF BUILDING LEFT VOTER ENTRANCE.
MA,county,BOSTON,BOSTON,14-13 ,BEREA SDA ACADEMY,800 MORTON ST. VOTERS ENTER:BLUE DOORS LEFT OF SCHOOL'S SIGN ON MORTON ST. HP ENTRANCE REAR OF BUILDING LEFT VOTER ENTRANCE.
MA,county,BOSTON,BOSTON,14-14 ,MORNING STAR BAPTIST,"CHURCH - 1257 BLUE HILL AVENUE, VOTE IN FELLOWSHIP HALL"
MA,county,BOSTON,BOSTON,15-1  ,LILLA G. FREDERICK PILOT,"MIDDLE SCHOOL, 270 COLUMBIA ROAD. VOTE IN GYMNASIUM.  VOTER ENTRANCE LEFT SIDE OF SCHOOL."
MA,county,BOSTON,BOSTON,15-2  ,FIRE STATION,7 PARISH STREET
MA,county,BOSTON,BOSTON,15-3  ,FIRE STATION,7 PARISH STREET
MA,county,BOSTON,BOSTON,15-4  ,PASCIUCCO APARTMENTS,330 BOWDOIN STREET. VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,15-5  ,JOHN MARSHALL ELEMENTARY,SCHOOL - 35 WESTVILLE STREET.  VOTE IN GYMNASIUM. VOTER ENTRANCE GYMNASIUM DOOR TO THE LEFT OF MAIN ENTRANCE.
MA,county,BOSTON,BOSTON,15-6  ,SAVIN HILL APARTMENTS,"130 AUCKLAND STREET, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE DEWAR STREET, HP ENTRANCE MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,15-7  ,VIET AID COMMUNITY CENTER,"42 CHARLES STREET,  VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,15-8  ,VIET AID COMMUNITY CENTER,"42 CHARLES STREET,  VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,15-9  ,DORCHESTER HOUSE,"1353 DORCHESTER AVENUE, VOTE IN CAFETERIA."
MA,county,BOSTON,BOSTON,16-1  ,DR WILLIAM W HENDERSON,"INCLUSION SCHOOL (FORMERLY PATRICK O'HEARN SCHOOL)-1669 DORCHESTER AVE, VOTE IN AUDITORIUM. HP ENTER LEFT SIDE OF BUILDING."
MA,county,BOSTON,BOSTON,16-2  ,NATIONAL GUARD ARMORY,"70 VICTORY ROAD, VOTE IN GYMNASIUM."
MA,county,BOSTON,BOSTON,16-3  ,SAINT MARK'S SCHOOL HALL,197A CENTRE STREET. VOTE IN AUDITORIUM.  VOTER ENTRANCE FROM PARKING LOT ON SAMOSET STREET
MA,county,BOSTON,BOSTON,16-4  ,DR WILLIAM W HENDERSON,"INCLUSION SCHOOL (FORMERLY PATRICK O'HEARN SCHOOL)-1669 DORCHESTER AVE, VOTE IN AUDITORIUM. HP ENTER LEFT SIDE OF BUILDING."
MA,county,BOSTON,BOSTON,16-5  ,RICHARD J MURPHY SCHOOL,"1 WORRELL STREET, VOTE IN LOBBY.  VOTER ENTRANCE RIGHT SIDE OF BUILDING - COMMUNITY CENTER"
MA,county,BOSTON,BOSTON,16-6  ,SAINT MARK'S SCHOOL HALL,197A CENTRE STREET. VOTE IN AUDITORIUM.  VOTER ENTRANCE FROM PARKING LOT ON SAMOSET STREET
MA,county,BOSTON,BOSTON,16-7  ,POPE JOHN PAUL II ,"CATHOLIC ACADEMY NEPONSET CAMPUS-(FORMERLY ST ANN'S SCHOOL) 237 NEPONSET AVE, VOTE IN GYM, ENTER LEFT SIDE THROUGH PLAYGROUND."
MA,county,BOSTON,BOSTON,16-8  ,ADAMS STREET BRANCH ,"LIBRARY - 690 ADAMS STREET, VOTE IN READING ROOM.  HP ENTRANCE LEFT SIDE OF BUILDING."
MA,county,BOSTON,BOSTON,16-9  ,THOMAS J KENNY ELEMENTARY,"SCHOOL - 19 OAKTON AVENUE, VOTE IN CLASSROOM BY THE HP ENTRANCE AT REAR OF SCHOOL.  VOTER ENTRANCE REAR SCHOOL YARD ON DELMONT ST."
MA,county,BOSTON,BOSTON,16-10 ,POPE JOHN PAUL II ,"CATHOLIC ACADEMY NEPONSET CAMPUS-(FORMERLY ST ANN'S SCHOOL) 237 NEPONSET AVE, VOTE IN GYM, ENTER LEFT SIDE THROUGH PLAYGROUND."
MA,county,BOSTON,BOSTON,16-11 ,FLORIAN HALL,"55 HALLET STREET, VOTE IN BANQUET HALL."
MA,county,BOSTON,BOSTON,16-12 ,FLORIAN HALL,"55 HALLET STREET, VOTE IN BANQUET HALL."
MA,county,BOSTON,BOSTON,17-1  ,CODMAN SQUARE TECH CENTER,450 WASHINGTON STREET.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,17-2  ,JOHN MARSHALL ELEMENTARY,SCHOOL - 35 WESTVILLE STREET.  VOTE IN GYMNASIUM. VOTER ENTRANCE GYMNASIUM DOOR TO THE LEFT OF MAIN ENTRANCE.
MA,county,BOSTON,BOSTON,17-3  ,CODMAN SQUARE TECH CENTER,450 WASHINGTON STREET.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,17-4  ,DORCHESTER ACADEMY,"(FORMERLY KNOWN AS WOODROW WILSON MIDDLE SCHOOL) - 18 CROFTLAND AVENUE, VOTE IN ROOM 4.  HP ENTRANCE REAR LEFT SIDE DOOR"
MA,county,BOSTON,BOSTON,17-5  ,CODMAN SQUARE BRANCH,"LIBRARY - 690 WASHINGTON STREET, VOTE IN MEETING ROOM."
MA,county,BOSTON,BOSTON,17-6  ,CODMAN SQUARE BRANCH,"LIBRARY - 690 WASHINGTON STREET, VOTE IN MEETING ROOM."
MA,county,BOSTON,BOSTON,17-7  ,MILDRED AVE SCHOOL,"5 MILDRED AVENUE, VOTE IN GYMNASIUM.  VOTER ENTRANCE DOOR B & C TO THE LEFT OF MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,17-8  ,CODMAN SQUARE BRANCH,"LIBRARY - 690 WASHINGTON STREET, VOTE IN MEETING ROOM."
MA,county,BOSTON,BOSTON,17-9  ,CODMAN SQUARE APARTMENTS,"784 WASHINGTON STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,17-10 ,MILDRED AVE SCHOOL,"5 MILDRED AVENUE, VOTE IN GYMNASIUM.  VOTER ENTRANCE DOOR B & C TO THE LEFT OF MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,17-11 ,DORCHESTER ACADEMY,"(FORMERLY KNOWN AS WOODROW WILSON MIDDLE SCHOOL) - 18 CROFTLAND AVENUE, VOTE IN ROOM 6.  HP ENTRANCE REAR LEFT SIDE DOOR"
MA,county,BOSTON,BOSTON,17-12 ,CHARLES H TAYLOR,"ELEMENTARY SCHOOL-1060 MORTON STREET, CORNER OF PINE RIDGE ROAD, VOTE IN COMPUTER/LIBRARY ROOM.  VOTER ENTRANCE REAR SCHOOL YARD."
MA,county,BOSTON,BOSTON,17-13 ,LOWER MILLS LIBRARY,"27 RICHMOND STREET, VOTE IN MEETING ROOM."
MA,county,BOSTON,BOSTON,17-14 ,LOWER MILLS LIBRARY,"27 RICHMOND STREET, VOTE IN MEETING ROOM."
MA,county,BOSTON,BOSTON,18-1  ,GROVELAND COMMUNITY ROOM,- VOTER ENTRANCE 15 MARY MOORE BEATTY CIRCLE.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,18-2  ,MILDRED AVE SCHOOL,"5 MILDRED AVENUE, VOTE IN GYMNASIUM.  VOTER ENTRANCE DOOR B & C TO THE LEFT OF MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,18-3  ,MATTAHUNT ELEMENTARY ,"SCHOOL - 100 HEBRON STREET, VOTE IN SMALL GYMNASIUM."
MA,county,BOSTON,BOSTON,18-4  ,GROVELAND COMMUNITY ROOM,- VOTER ENTRANCE 15 MARY MOORE BEATTY CIRCLE.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,18-5  ,HASSAN APARTMENTS,"705 RIVER STREET, VOTE IN RECREATION ROOM. VOTER ENTRANCE RIGHT SIDE OF BUILDING. HP ENTRANCE MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,18-6  ,JAMES J CHITTICK ,"ELEMENTARY SCHOOL - 154 RUSKINDALE ROAD, VOTE IN AUDITORIUM.  VOTER ENTRANCE ROSEBERY ROAD."
MA,county,BOSTON,BOSTON,18-7  ,JOHN D PHILBRICK,"ELEMENTARY SCHOOL - 40 PHILBRICK STREET, VOTE IN CAFETERIA. VOTER ENTRANCE REAR DOOR THROUGH SCHOOL YARD."
MA,county,BOSTON,BOSTON,18-8  ,ELIHU GREENWOOD,"ELEMENTARY SCHOOL - 612 METROPOLITAN AVENUE, VOTE IN CAFETERIA.  HP ENTRANCE REAR PARKING LOT."
MA,county,BOSTON,BOSTON,18-9  ,GEORGE H CONLEY,"ELEMENTARY SCHOOL - 450 POPLAR STREET, VOTE IN HALLWAY AND CAFETERIA.  HP ENTRANCE THROUGH SCHOOL YARD, RIGHT SIDE DOOR"
MA,county,BOSTON,BOSTON,18-10 ,PHINEAS BATES ELEMENTARY,"SCHOOL - 426 BEECH STREET, VOTE IN CAFETERIA."
MA,county,BOSTON,BOSTON,18-11 ,PHINEAS BATES ELEMENTARY,"SCHOOL - 426 BEECH STREET, VOTE IN CAFETERIA."
